RECIP_ADDRESS_COUNTY,RECIP_ID,First Dose Given (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),2-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),1-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd)
19153,526656,24112,244083,14378
19161,8278,255,3828,367
19027,20120,571,9242,1065
19013,126634,4754,58115,5650
19017,24594,818,11336,1104
19019,18569,664,8623,659
19103,179568,5268,84567,5166
19195,6251,196,2930,195
19033,43213,1658,19875,1805
19081,8450,237,3863,487
19169,102165,3859,47676,2954
19139,38791,1507,16511,4262
19165,11265,303,5359,244
19009,5441,131,2575,160
19191,20484,511,9527,919
19065,17615,598,8197,623
19061,104344,2768,49858,1860
19147,7464,236,3493,242
19183,20362,735,9437,753
19003,3201,120,1505,71
19173,4776,142,2275,84
19041,13950,459,6541,409
19125,27018,1089,11846,2237
19123,15235,640,6876,843
19157,17991,627,8445,474
19099,34769,1328,15886,1669
19073,8191,303,3678,532
19113,244763,8697,113541,8984
19049,99816,4039,46586,2605
19193,84603,4293,37792,4726
19171,16349,681,7387,894
19109,13053,418,6026,583
19187,33262,1400,15182,1498
19011,23974,868,11081,944
19141,11352,323,5238,553
19045,39588,1579,18235,1539
19067,13547,491,6223,610
19189,8769,302,3937,593
19131,8590,247,4059,225
19029,12426,414,5812,388
19135,5761,194,2608,351
19127,39191,1623,17355,2858
19063,7781,412,3521,327
19159,4259,128,2044,43
19115,8357,330,3474,1079
19163,149490,6218,68857,5558
19149,19977,708,8563,2143
19059,16961,593,8036,296
19093,5237,184,2311,431
19015,28014,987,13103,821
19075,12465,570,5674,547
19091,7728,267,3532,397
19151,5739,177,2660,242
19055,14630,538,6604,884
19101,14322,625,6480,737
19005,11063,409,5209,236
19181,49763,2186,23038,1501
19025,9384,299,4356,373
19083,14904,537,6708,951
19069,8684,349,3970,395
19023,14008,460,6538,472
19133,7425,250,3461,253
19085,11173,543,5125,380
19137,8746,416,3893,544
19111,25913,1042,11585,1701
19037,10236,314,4591,740
19197,11317,359,5001,956
19179,26152,1094,11292,2474
19121,14452,547,6766,373
19095,16568,595,7615,743
19143,4461,108,2059,235
19051,5414,204,2517,176
19047,13503,540,5801,1361
19145,12973,601,5912,548
19043,13815,346,6436,597
19057,31935,1607,14689,950
19007,9339,396,4249,445
19107,7664,258,3546,314
19077,10415,390,4824,377
19129,12253,540,5707,299
19021,17541,887,6801,3052
19087,16316,676,6991,1658
19053,5071,226,2297,251
19155,78682,3848,36300,2234
19079,15033,490,6917,709
19035,9907,361,4573,400
19001,5810,239,2617,337
19175,10365,424,4825,291
19167,22763,743,10127,1766
19089,7422,267,3325,505
19119,6988,146,3317,208
19185,4383,158,2017,191
19039,7767,365,3330,742
19117,6209,202,2790,427
19031,18297,569,8513,702
19071,5175,184,2396,199
19177,4656,172,2124,236
19097,17202,515,8139,409
19105,19818,571,9074,1099
,75,7,32,4
