RECIP_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19153,215483,204349,11134
19161,3886,3594,292
19027,9397,8457,940
19013,55322,50468,4854
19017,11068,10109,959
19019,8203,7658,545
19195,2796,2638,158
19033,18862,17451,1411
19113,105498,98006,7492
19163,63226,58655,4571
19103,79488,75191,4297
19125,12527,10501,2026
19011,10684,9876,808
19091,3576,3242,334
19135,2631,2347,284
19075,5661,5257,404
19177,2113,1944,169
19155,32492,30537,1955
19047,6361,5117,1244
19111,11509,10235,1274
19141,5273,4815,458
19087,7622,6280,1342
19127,16938,14643,2295
19101,6263,5617,646
19005,4973,4777,196
19165,5138,4947,191
19023,6375,6007,368
19045,17030,15813,1217
19193,36921,32760,4161
19049,41389,39280,2109
19099,14934,13626,1308
19169,44237,41813,2424
19065,7976,7470,506
19181,21123,20000,1123
19073,3666,3198,468
19119,3290,3141,149
19015,12020,11383,637
19171,7372,6620,752
19147,3428,3231,197
19187,14660,13580,1080
19063,3512,3234,278
19059,7663,7436,227
19009,2474,2340,134
19191,9439,8621,818
19029,5583,5280,303
19095,7413,6811,602
19117,2858,2506,352
19105,9106,8207,899
19145,5811,5387,424
19183,9002,8390,612
19043,6599,6072,527
19083,7004,6164,840
19021,8558,5875,2683
19123,6832,6128,704
19131,3890,3735,155
19185,1945,1789,156
19089,3465,3050,415
19175,4539,4315,224
19067,6074,5642,432
19093,2478,2103,375
19079,6793,6162,631
19167,10745,9202,1543
19137,3998,3504,494
19081,3934,3522,412
19031,8159,7553,606
19139,17906,14369,3537
19057,13454,12702,752
19157,7967,7571,396
19121,6254,5972,282
19061,46933,45397,1536
19003,1431,1384,47
19173,2141,2086,55
19041,6219,5894,325
19039,3522,2859,663
19179,11877,9867,2010
19001,2594,2312,282
19035,4581,4249,332
19107,3475,3210,265
19109,5939,5434,505
19025,4352,4074,278
19129,5103,4848,255
19097,7791,7465,326
19149,9576,7609,1967
19197,5279,4419,860
19159,1907,1871,36
19115,4035,3063,972
19085,4985,4670,315
19007,4208,3832,376
19189,4117,3576,541
19053,2316,2097,219
19143,2088,1908,180
19055,6767,5988,779
19037,4852,4228,624
19133,3366,3189,177
19069,3935,3614,321
19077,4541,4248,293
19151,2602,2411,191
19051,2370,2236,134
19071,2343,2168,175
,43,37,6
