County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,614093,59886,50041,577,513,64
Linn,260970,20915,18874,321,289,32
Black Hawk,193970,16482,14469,298,277,21
Johnson,189324,14062,12811,76,71,5
Scott,186915,18676,16659,223,205,18
Dubuque,168833,13716,12007,200,186,14
Story,146757,10497,9308,46,40,6
Woodbury,129756,15392,13363,216,198,18
Dallas,115592,11685,9814,93,82,11
Pottawattamie,107520,11025,9527,149,132,17
Marshall,74211,5054,4502,74,66,8
Cerro Gordo,69641,5420,4851,85,71,14
Warren,67853,5724,4929,80,71,9
Webster,63037,5267,4796,88,74,14
Clinton,55969,5535,4821,87,76,11
Des Moines,50904,4646,4149,63,53,10
Lee,49136,3771,3442,54,41,13
Muscatine,48340,4631,4043,94,85,9
Jasper,46048,4250,3608,69,64,5
Wapello,42431,4484,3771,114,110,4
Buena Vista,41172,4787,4016,38,35,3
Boone,40304,2658,2353,30,28,2
Sioux,39022,5033,4645,69,66,3
Marion,37554,3666,3293,74,64,10
Washington,37073,2582,2332,48,44,4
Poweshiek,36831,1572,1432,31,28,3
Bremer,34731,2871,2570,57,48,9
Plymouth,34306,4043,3553,79,71,8
Winneshiek,33657,1934,1752,31,26,5
Benton,33480,2602,2267,54,44,10
Henry,33228,2948,2740,37,36,1
Carroll,32844,2911,2592,49,42,7
Fayette,31482,1879,1723,37,33,4
Hardin,30963,1855,1623,39,33,6
Tama,29715,2161,1912,68,65,3
Mahaska,28021,2276,2063,47,42,5
Cedar,27568,1835,1624,23,21,2
Buchanan,27449,1898,1697,30,26,4
Iowa,26775,1486,1343,23,21,2
Butler,26740,1684,1536,32,28,4
Clay,26474,2017,1800,25,20,5
Crawford,24993,2805,2441,36,31,5
Delaware,24439,1928,1803,39,35,4
Dickinson,23289,2294,1955,41,35,6
Jones,23274,2966,2779,55,51,4
Kossuth,23237,2132,1891,57,51,6
O'Brien,23185,2021,1716,58,54,4
Jackson,23174,2240,2036,40,37,3
Floyd,22977,1661,1419,41,31,10
Clayton,22320,1696,1542,55,46,9
Hamilton,21661,1936,1681,44,42,2
Mills,19652,1666,1442,20,17,3
Hancock,19314,1486,1332,33,27,6
Wright,19286,1821,1692,32,27,5
Page,19229,1884,1761,19,18,1
Allamakee,19202,1522,1340,48,38,10
Harrison,19080,1818,1580,70,66,4
Cass,18972,1383,1193,52,47,5
Jefferson,18637,1404,1248,35,29,6
Cherokee,18618,1603,1393,37,29,8
Madison,18604,1613,1392,19,15,4
Franklin,18067,1200,1058,20,19,1
Sac,17883,1284,1149,18,18,0
Grundy,17541,1401,1260,31,26,5
Calhoun,16741,1360,1265,11,11,0
Monona,16476,833,734,30,28,2
Guthrie,16441,1190,1053,28,23,5
Palo Alto,16280,1081,968,22,20,2
Appanoose,16195,1406,1169,47,43,4
Mitchell,15971,1339,1159,40,38,2
Chickasaw,15846,1269,1172,15,13,2
Winnebago,15821,1420,1246,31,26,5
Louisa,15640,1294,1162,48,41,7
Union,15538,1282,1152,31,26,5
Howard,15394,1056,951,22,18,4
Shelby,14994,1263,1106,34,31,3
Emmet,14826,1246,1095,40,38,2
Keokuk,14208,996,877,29,29,0
Humboldt,14094,1198,1093,25,22,3
Lyon,13803,1483,1403,41,37,4
Greene,13482,791,713,10,10,0
Montgomery,12996,1048,925,36,34,2
Pending Investigation,12372,1023,867,0,0,0
Clarke,12216,1024,901,21,21,0
Pocahontas,11842,865,788,19,19,0
Adair,11343,947,759,31,22,9
Worth,11319,710,646,8,7,1
Ida,11039,963,767,32,30,2
Audubon,10767,494,453,9,8,1
Davis,9870,845,726,24,23,1
Decatur,9404,591,547,9,9,0
Ringgold,8933,533,478,22,18,4
Monroe,8814,950,848,28,21,7
Lucas,8430,768,673,21,17,4
Taylor,7745,666,626,12,10,2
Van Buren,7677,562,519,18,15,3
Osceola,7462,712,654,15,13,2
Fremont,6616,599,536,10,8,2
Wayne,5651,534,421,21,17,4
Adams,4929,327,315,4,4,0
