County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,930614,82500,67333,716,632,84
Linn,402568,30677,25557,379,341,38
Black Hawk,289535,22037,18875,355,324,31
Scott,288544,26210,22887,271,245,26
Johnson,285462,18978,16555,100,91,9
Dubuque,249005,17105,14392,228,207,21
Story,202134,13675,11882,48,42,6
Woodbury,189843,20452,16884,242,223,19
Dallas,169510,15505,12733,107,93,14
Pottawattamie,152538,15457,13017,197,170,27
Marshall,116228,6822,5642,84,73,11
Cerro Gordo,104717,7413,6186,107,90,17
Warren,103062,8265,6818,96,86,10
Webster,96005,7225,6243,111,91,20
Clinton,86045,7400,6137,100,85,15
Lee,82910,6020,5144,87,72,15
Des Moines,78817,7129,6025,93,79,14
Muscatine,77030,6739,5748,113,104,9
Jasper,70086,6184,5135,78,72,6
Wapello,63837,6303,4938,136,131,5
Boone,59226,3700,3061,37,34,3
Marion,58447,5256,4451,91,76,15
Washington,58080,3849,3136,55,51,4
Sioux,57451,5827,5356,76,73,3
Poweshiek,57036,2171,1810,40,37,3
Buena Vista,56324,5700,4701,45,40,5
Bremer,55434,3702,3210,67,57,10
Benton,51719,3755,3094,56,45,11
Hardin,50903,2844,2286,48,37,11
Fayette,50427,2660,2172,48,43,5
Henry,49826,3999,3424,47,44,3
Winneshiek,49352,2403,2142,37,32,5
Plymouth,47254,4940,4275,87,79,8
Carroll,46215,3655,3122,53,44,9
Cedar,43761,2593,2202,26,24,2
Tama,43369,2775,2332,76,72,4
Buchanan,42998,2888,2333,39,32,7
Mahaska,41516,3287,2696,56,51,5
Clay,40636,2899,2432,31,26,5
Iowa,40539,2144,1765,29,27,2
Delaware,38385,2614,2308,44,38,6
Butler,37780,2139,1860,37,31,6
Crawford,35953,3675,3198,45,39,6
Jones,35526,3814,3287,60,53,7
Kossuth,34486,2849,2469,73,64,9
Clayton,34442,2234,1917,58,49,9
Floyd,34274,2388,1862,44,34,10
Dickinson,33952,3203,2672,51,45,6
Jackson,33458,2855,2444,45,41,4
O'Brien,32743,2421,2054,63,58,5
Jefferson,31195,2156,1699,40,33,7
Hamilton,30956,2512,2083,53,48,5
Page,29345,2551,2198,27,24,3
Hancock,28870,1973,1640,39,31,8
Cherokee,28039,2046,1767,43,33,10
Cass,27991,2021,1538,57,51,6
Allamakee,27867,2009,1727,52,42,10
Mills,27841,2158,1847,27,24,3
Franklin,27647,1777,1465,28,25,3
Madison,27633,2310,1948,25,21,4
Wright,26736,2499,2151,45,37,8
Harrison,26621,2314,1929,77,72,5
Sac,26266,1670,1440,23,21,2
Calhoun,25896,1908,1673,15,14,1
Grundy,25325,1770,1557,37,31,6
Appanoose,24828,1970,1484,50,45,5
Palo Alto,24642,1478,1290,31,30,1
Guthrie,24493,1647,1368,34,28,6
Mitchell,24352,1760,1387,43,40,3
Louisa,24191,1799,1531,51,44,7
Winnebago,24046,1994,1625,32,26,6
Shelby,23010,1815,1496,39,35,4
Chickasaw,22936,1659,1371,18,14,4
Monona,22892,1157,926,36,34,2
Union,22766,1700,1424,37,29,8
Howard,21852,1328,1141,22,18,4
Lyon,21560,1927,1706,41,37,4
Emmet,21239,1746,1460,42,40,2
Keokuk,21236,1458,1139,34,33,1
Humboldt,20487,1680,1449,26,23,3
Greene,20222,1212,978,12,11,1
Montgomery,18825,1491,1199,41,39,2
Worth,18460,1143,937,8,7,1
Clarke,18212,1473,1232,28,26,2
Pocahontas,17662,1151,975,23,23,0
Audubon,17198,670,575,14,13,1
Davis,16746,1226,1016,25,23,2
Ida,16438,1296,1041,41,37,4
Adair,14853,1179,929,34,24,10
Decatur,13945,831,749,12,12,0
Lucas,13859,1165,937,24,18,6
Monroe,13479,1381,1118,34,25,9
Ringgold,12950,685,605,27,21,6
Van Buren,12716,862,695,21,18,3
Osceola,12393,939,823,17,14,3
Taylor,11850,811,719,12,10,2
Wayne,10859,764,630,24,19,5
Fremont,9714,886,736,11,9,2
Adams,8067,520,399,4,4,0
Unknown,5756,16,0,0,0,0
