County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,569905,57641,47159,545,485,60
Linn,245242,20545,18034,312,282,30
Black Hawk,182280,16189,14006,287,269,18
Johnson,178023,13754,12313,73,68,5
Scott,175699,18204,15936,205,190,15
Dubuque,158534,13477,11597,194,180,14
Story,137320,10127,8903,45,39,6
Woodbury,122148,14874,13038,211,195,16
Dallas,107811,11239,9192,90,79,11
Pottawattamie,101950,10714,9164,141,126,15
Marshall,69524,4937,4303,72,64,8
Cerro Gordo,65912,5314,4727,80,68,12
Warren,62703,5497,4649,72,67,5
Webster,59647,5164,4694,86,72,14
Clinton,52299,5402,4587,83,73,10
Des Moines,46838,4552,3964,61,53,8
Lee,45885,3733,3298,51,38,13
Muscatine,45602,4470,3900,91,82,9
Jasper,42611,4066,3358,65,61,4
Buena Vista,39106,4701,3970,36,33,3
Wapello,39083,4267,3525,108,104,4
Boone,37800,2582,2247,30,28,2
Sioux,36603,4916,4551,69,66,3
Washington,34830,2536,2230,47,43,4
Marion,34630,3569,3115,69,60,9
Poweshiek,34079,1534,1365,30,28,2
Plymouth,32859,3929,3482,77,69,8
Bremer,31477,2765,2468,54,47,7
Carroll,31161,2844,2554,48,40,8
Henry,31071,2935,2680,35,35,0
Benton,30851,2503,2113,54,44,10
Winneshiek,30195,1871,1613,26,22,4
Fayette,29591,1839,1660,34,31,3
Hardin,28948,1797,1566,39,33,6
Tama,27825,2114,1865,64,62,2
Mahaska,25959,2230,1966,46,41,5
Cedar,25570,1758,1550,22,21,1
Buchanan,25301,1840,1617,30,26,4
Clay,25051,1928,1726,25,20,5
Iowa,25008,1438,1281,23,21,2
Butler,24710,1660,1497,31,28,3
Crawford,23115,2722,2341,35,31,4
Delaware,22879,1888,1743,39,34,5
Dickinson,21906,2163,1870,38,32,6
Jones,21876,2935,2721,54,50,4
Floyd,21874,1621,1392,39,30,9
Jackson,21785,2208,1951,38,35,3
O'Brien,21622,1928,1668,58,54,4
Kossuth,21557,2073,1815,54,47,7
Clayton,20843,1676,1506,53,45,8
Hamilton,20533,1914,1604,41,40,1
Mills,18928,1624,1381,20,17,3
Wright,18497,1794,1665,31,26,5
Hancock,18213,1465,1316,29,24,5
Allamakee,17895,1437,1279,45,37,8
Cass,17879,1323,1119,48,45,3
Harrison,17671,1785,1538,69,65,4
Jefferson,17327,1374,1218,32,27,5
Franklin,17279,1183,1033,19,18,1
Cherokee,17270,1534,1376,35,29,6
Page,17252,1816,1680,19,18,1
Madison,16976,1537,1277,18,14,4
Sac,16714,1238,1124,18,18,0
Grundy,16351,1383,1210,30,25,5
Calhoun,15755,1329,1235,11,11,0
Palo Alto,15469,1041,914,21,19,2
Monona,15383,815,704,26,25,1
Appanoose,15253,1379,1104,47,43,4
Guthrie,15150,1160,1027,28,23,5
Chickasaw,15036,1246,1139,13,12,1
Mitchell,15019,1298,1150,40,38,2
Winnebago,14856,1373,1212,30,25,5
Louisa,14818,1281,1142,41,34,7
Union,14765,1260,1112,31,26,5
Emmet,14104,1208,1069,40,38,2
Howard,14073,1024,869,21,17,4
Shelby,13914,1200,1063,33,30,3
Humboldt,13257,1169,1056,25,22,3
Pending Investigation,13223,932,816,0,0,0
Keokuk,13061,978,847,29,29,0
Greene,12830,767,694,10,10,0
Lyon,12774,1452,1359,41,37,4
Montgomery,12117,1037,887,36,34,2
Clarke,11578,992,810,20,20,0
Pocahontas,11245,852,773,19,19,0
Worth,10733,692,622,7,6,1
Adair,10674,916,674,26,20,6
Ida,10075,906,743,32,30,2
Audubon,9944,484,419,9,8,1
Davis,9127,821,693,23,22,1
Decatur,8664,572,506,9,9,0
Ringgold,8480,516,455,20,17,3
Monroe,8243,926,809,28,21,7
Lucas,7934,729,655,21,17,4
Taylor,7205,663,603,12,10,2
Van Buren,7198,559,497,18,15,3
Osceola,6767,701,641,14,12,2
Fremont,6367,586,530,9,7,2
Wayne,5035,487,402,21,17,4
Adams,4539,325,303,4,4,0
