County,Two-Dose Series Initiated,Two-Dose Series Completed,Single-Dose Series Completed,Total Doses Administered
Polk,27998,263009,15616,569242
Linn,9602,125622,9690,269303
Scott,8473,82548,6842,181620
Johnson,7045,92129,4683,195594
Black Hawk,6276,69699,6420,152311
Woodbury,5648,45499,5077,101296
Pottawattamie,5331,46186,5016,103644
Story,5150,50455,3291,108524
Dallas,4614,45859,2820,97808
Dubuque,4161,61566,2443,129551
Cerro Gordo,2565,25828,2139,56509
Des Moines,2172,18894,802,40821
Clinton,1854,17314,1732,38300
Webster,1789,17766,1434,38990
Muscatine,1575,14460,5301,35910
Warren,1531,17462,1165,37450
Marshall,1481,14487,3259,33573
Buena Vista,1273,7470,3870,20181
Wapello,1214,12591,1059,27577
Lee,1187,12598,2220,28833
Marion,1082,12475,4187,30378
Jasper,1032,14331,1220,30707
Bremer,976,12780,1495,28022
Sioux,924,10332,2788,24383
Jefferson,790,7633,1003,17050
Winneshiek,778,8476,1071,18764
Page,771,6994,857,15642
Carroll,736,10042,1280,22273
Boone,722,11573,617,24416
Henry,717,7612,2134,18118
Mahaska,700,7701,589,16743
Poweshiek,699,9351,487,19797
Clay,697,8421,314,17796
Washington,694,7501,598,16312
Fayette,683,10242,960,22130
Tama,633,8324,985,18358
Dickinson,629,7863,289,16649
Crawford,608,6346,1609,14939
Plymouth,602,7329,2995,18290
Emmet,593,4701,424,10550
Mills,592,6279,184,13359
Cass,587,10348,473,21993
Benton,516,7714,492,16436
Buchanan,512,6533,382,13953
Union,497,5065,356,10887
Jackson,483,8287,303,17338
Floyd,466,6604,1231,14855
Appanoose,452,4315,520,9691
Delaware,444,4809,822,10850
Grundy,430,4745,514,10434
Montgomery,419,3388,606,7833
Hardin,418,6332,1351,14509
Kossuth,404,6068,534,13111
Allamakee,401,5792,129,12131
Jones,390,6368,993,14163
Harrison,387,3355,272,7385
Cherokee,382,4801,374,10366
Hamilton,381,7078,426,15124
Clarke,368,4409,1387,10584
O'Brien,362,5405,425,11598
Wright,350,5029,1829,12215
Madison,346,7049,193,14717
Shelby,339,5938,195,12445
Winnebago,299,4066,513,8960
Humboldt,292,4030,436,8945
Cedar,286,6353,301,13261
Clayton,280,6047,668,13083
Greene,279,4479,525,9832
Howard,274,2233,246,4967
Guthrie,252,4454,327,9512
Mitchell,244,4514,196,9494
Out of State,235,5210,1,10388
Iowa,228,5764,663,12442
Davis,223,3324,1700,8622
Lucas,220,3468,442,7688
Franklin,217,3565,286,7643
Palo Alto,216,3389,179,7198
Wayne,216,2947,414,6634
Decatur,215,2917,138,6281
Monroe,178,3269,378,7126
Louisa,170,3255,1583,8258
Lyon,166,3032,124,6364
Monona,161,2184,234,4747
Adair,156,2247,344,4946
Chickasaw,152,2846,362,6196
Calhoun,144,4112,228,8627
Sac,143,3244,76,6730
Hancock,137,3052,749,6990
Ida,132,1621,543,3913
Ringgold,108,2165,6,4500
Taylor,107,2269,37,4710
Pocahontas,104,1943,182,4179
Butler,102,3837,193,7987
Fremont,94,1628,98,3448
Adams,85,1676,22,3651
Van Buren,80,1430,149,3093
Worth,65,1772,1,3607
Keokuk,60,1625,100,3410
Audubon,56,2045,101,4245
Osceola,45,1540,204,3329
