RECIP_ADDRESS_COUNTY,Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),2-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),1-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd)
19153,258461,244083,14378
19161,4195,3828,367
19027,10307,9242,1065
19013,63765,58115,5650
19017,12440,11336,1104
19019,9282,8623,659
19103,89733,84567,5166
19195,3125,2930,195
19033,21680,19875,1805
19081,4350,3863,487
19169,50630,47676,2954
19139,20773,16511,4262
19165,5603,5359,244
19009,2735,2575,160
19191,10446,9527,919
19065,8820,8197,623
19061,51718,49858,1860
19147,3735,3493,242
19183,10190,9437,753
19003,1576,1505,71
19173,2359,2275,84
19041,6950,6541,409
19125,14083,11846,2237
19123,7719,6876,843
19157,8919,8445,474
19099,17555,15886,1669
19073,4210,3678,532
19113,122525,113541,8984
19049,49191,46586,2605
19193,42518,37792,4726
19171,8281,7387,894
19109,6609,6026,583
19187,16680,15182,1498
19011,12025,11081,944
19141,5791,5238,553
19045,19774,18235,1539
19067,6833,6223,610
19189,4530,3937,593
19131,4284,4059,225
19029,6200,5812,388
19135,2959,2608,351
19127,20213,17355,2858
19063,3848,3521,327
19159,2087,2044,43
19115,4553,3474,1079
19163,74415,68857,5558
19149,10706,8563,2143
19059,8332,8036,296
19093,2742,2311,431
19015,13924,13103,821
19075,6221,5674,547
19091,3929,3532,397
19151,2902,2660,242
19055,7488,6604,884
19101,7217,6480,737
19005,5445,5209,236
19181,24539,23038,1501
19025,4729,4356,373
19083,7659,6708,951
19069,4365,3970,395
19023,7010,6538,472
19133,3714,3461,253
19085,5505,5125,380
19137,4437,3893,544
19111,13286,11585,1701
19037,5331,4591,740
19197,5957,5001,956
19179,13766,11292,2474
19121,7139,6766,373
19095,8358,7615,743
19143,2294,2059,235
19051,2693,2517,176
19047,7162,5801,1361
19145,6460,5912,548
19043,7033,6436,597
19057,15639,14689,950
19007,4694,4249,445
19107,3860,3546,314
19077,5201,4824,377
19129,6006,5707,299
19021,9853,6801,3052
19087,8649,6991,1658
19053,2548,2297,251
19155,38534,36300,2234
19079,7626,6917,709
19035,4973,4573,400
19001,2954,2617,337
19175,5116,4825,291
19167,11893,10127,1766
19089,3830,3325,505
19119,3525,3317,208
19185,2208,2017,191
19039,4072,3330,742
19117,3217,2790,427
19031,9215,8513,702
19071,2595,2396,199
19177,2360,2124,236
19097,8548,8139,409
19105,10173,9074,1099
,36,32,4
