County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,638494,61289,51280,581,516,65
Linn,269310,21156,19119,325,291,34
Black Hawk,200350,16675,14636,301,279,22
Johnson,194938,14342,13032,79,74,5
Scott,192808,19313,16967,226,207,19
Dubuque,175336,13918,12224,201,187,14
Story,151847,10756,9537,46,40,6
Woodbury,135473,15771,13592,217,199,18
Dallas,119434,11948,10100,95,83,12
Pottawattamie,110899,11314,9711,154,136,18
Marshall,77065,5093,4564,74,66,8
Cerro Gordo,71512,5483,4908,85,71,14
Warren,70607,5847,5048,80,71,9
Webster,65167,5309,4857,89,75,14
Clinton,57963,5655,4931,87,76,11
Des Moines,52472,4681,4225,64,53,11
Muscatine,50716,4745,4158,96,87,9
Lee,50635,3873,3574,55,42,13
Jasper,48167,4354,3820,69,64,5
Wapello,44021,4574,3923,116,112,4
Buena Vista,42365,4820,4079,39,35,4
Boone,41545,2702,2402,31,29,2
Sioux,41116,5125,4718,69,66,3
Poweshiek,39189,1585,1455,32,29,3
Marion,39145,3705,3346,74,64,10
Washington,38102,2611,2355,49,45,4
Bremer,36384,2895,2631,57,48,9
Plymouth,35582,4135,3600,79,71,8
Winneshiek,35465,1964,1797,32,27,5
Benton,34823,2629,2346,54,44,10
Henry,34029,2978,2759,37,36,1
Carroll,34024,2932,2619,49,42,7
Fayette,32986,1896,1753,39,34,5
Hardin,32183,1880,1659,40,33,7
Tama,30748,2172,1951,68,65,3
Mahaska,28847,2300,2096,49,44,5
Buchanan,28628,1937,1736,31,26,5
Cedar,28537,1867,1694,23,21,2
Butler,27771,1701,1551,33,29,4
Iowa,27723,1496,1374,23,21,2
Clay,27638,2118,1813,25,20,5
Crawford,25956,2827,2497,37,32,5
Delaware,25539,1991,1815,39,35,4
Dickinson,24342,2426,1992,41,35,6
O'Brien,24227,2072,1772,58,54,4
Kossuth,24172,2187,1929,58,51,7
Jones,24084,3003,2792,55,51,4
Jackson,24000,2271,2058,42,39,3
Floyd,23784,1690,1434,41,31,10
Clayton,23191,1707,1555,55,46,9
Hamilton,22179,1947,1696,46,43,3
Mills,20171,1711,1465,20,17,3
Page,19904,1916,1789,19,18,1
Allamakee,19900,1532,1380,49,39,10
Harrison,19880,1838,1603,71,67,4
Wright,19781,1834,1709,35,28,7
Hancock,19776,1500,1347,33,27,6
Cherokee,19605,1646,1411,37,29,8
Cass,19524,1402,1240,54,48,6
Madison,19174,1636,1428,19,15,4
Jefferson,19163,1413,1263,35,29,6
Sac,18530,1308,1168,19,19,0
Franklin,18482,1213,1065,21,19,2
Grundy,18188,1411,1292,31,26,5
Calhoun,17335,1374,1282,11,11,0
Palo Alto,17095,1115,989,22,20,2
Monona,17081,846,739,30,28,2
Guthrie,17034,1228,1073,28,23,5
Appanoose,16707,1422,1186,47,43,4
Mitchell,16561,1354,1176,41,38,3
Winnebago,16356,1433,1273,31,26,5
Chickasaw,16285,1274,1186,15,13,2
Louisa,16192,1313,1183,48,41,7
Union,16085,1299,1163,32,26,6
Howard,15868,1059,970,22,18,4
Shelby,15762,1295,1124,34,31,3
Emmet,15619,1290,1105,40,38,2
Keokuk,14652,1002,894,30,30,0
Humboldt,14599,1226,1110,26,23,3
Lyon,14458,1509,1417,41,37,4
Greene,13939,801,719,10,10,0
Montgomery,13389,1059,932,36,34,2
Clarke,12559,1034,925,23,22,1
Pocahontas,12115,873,794,19,19,0
Worth,11840,717,661,8,7,1
Pending Investigation,11805,1037,933,0,0,0
Adair,11642,958,783,32,22,10
Ida,11575,983,773,32,30,2
Audubon,11249,503,461,9,8,1
Davis,10297,856,740,24,23,1
Decatur,9919,596,566,9,9,0
Ringgold,9152,545,489,22,18,4
Monroe,9130,957,868,28,21,7
Lucas,8745,773,693,22,18,4
Taylor,8011,668,630,12,10,2
Van Buren,7903,570,521,18,15,3
Osceola,7853,742,669,16,13,3
Fremont,6795,614,546,10,8,2
Wayne,6213,553,440,23,18,5
Adams,5151,326,315,4,4,0
