County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,719509,65097,55759,628,553,75
Linn,302681,22330,20061,335,299,36
Black Hawk,221742,17309,15316,308,285,23
Scott,220570,21537,19067,243,219,24
Johnson,218401,15370,14067,83,77,6
Dubuque,199065,14686,12986,209,193,16
Story,166881,11399,10308,48,42,6
Woodbury,151185,16460,14762,228,209,19
Dallas,132340,12538,10861,98,85,13
Pottawattamie,123667,12270,10684,169,148,21
Marshall,84998,5207,4707,75,67,8
Warren,80555,6285,5526,90,80,10
Cerro Gordo,79280,5854,5166,89,74,15
Webster,70496,5412,4999,94,79,15
Clinton,65967,6043,5331,93,79,14
Des Moines,58232,4969,4384,66,55,11
Muscatine,57943,5172,4573,100,91,9
Lee,55666,4004,3651,55,42,13
Jasper,53830,4542,4055,72,66,6
Wapello,48582,4684,4136,122,118,4
Sioux,47297,5329,5008,74,71,3
Poweshiek,46847,1629,1507,34,31,3
Buena Vista,46021,4900,4183,40,36,4
Boone,45605,2839,2569,34,31,3
Marion,43814,3840,3497,76,65,11
Washington,42921,2709,2455,50,46,4
Winneshiek,41448,2049,1918,35,30,5
Bremer,40854,2993,2738,60,51,9
Plymouth,39536,4316,3909,80,72,8
Benton,38699,2726,2459,55,44,11
Carroll,37800,3076,2756,52,43,9
Fayette,37638,1935,1803,41,36,5
Henry,37381,3079,2837,37,36,1
Hardin,36414,1989,1779,44,34,10
Tama,33497,2225,1999,71,67,4
Buchanan,32464,2022,1859,32,26,6
Cedar,32459,1995,1822,23,21,2
Mahaska,32459,2420,2202,51,46,5
Clay,31706,2265,2106,26,21,5
Iowa,30608,1551,1443,24,22,2
Butler,30380,1745,1589,35,31,4
Delaware,30219,2143,2009,41,37,4
Crawford,29025,2911,2586,40,35,5
Dickinson,27773,2677,2402,44,38,6
Jones,27661,3115,2881,57,51,6
Kossuth,27057,2276,2081,64,56,8
O'Brien,26846,2149,1917,60,55,5
Jackson,26644,2362,2154,42,39,3
Floyd,26608,1793,1522,42,32,10
Clayton,26134,1782,1626,56,47,9
Hamilton,24035,1988,1743,50,45,5
Hancock,22304,1587,1411,34,27,7
Allamakee,22147,1572,1445,51,41,10
Page,22006,1995,1887,22,20,2
Harrison,21948,1930,1697,73,69,4
Mills,21797,1793,1573,23,20,3
Madison,21608,1768,1537,19,15,4
Cherokee,21441,1691,1539,38,30,8
Jefferson,21382,1447,1290,35,29,6
Wright,21358,1919,1775,37,30,7
Cass,21332,1473,1305,54,48,6
Sac,21069,1390,1267,19,19,0
Franklin,20422,1317,1109,21,19,2
Grundy,19845,1445,1325,33,27,6
Palo Alto,19449,1192,1090,23,22,1
Guthrie,19226,1305,1165,30,24,6
Calhoun,19112,1437,1322,13,12,1
Monona,18632,885,791,31,29,2
Appanoose,18590,1458,1220,49,44,5
Mitchell,18477,1375,1224,42,39,3
Winnebago,18248,1537,1342,31,26,5
Chickasaw,18243,1310,1218,16,14,2
Shelby,17932,1372,1260,37,33,4
Louisa,17927,1352,1229,49,42,7
Union,17848,1363,1206,33,26,7
Emmet,17604,1420,1257,40,38,2
Howard,17362,1094,1010,22,18,4
Lyon,17034,1591,1514,41,37,4
Keokuk,16167,1030,922,31,31,0
Humboldt,15831,1242,1159,26,23,3
Greene,15412,825,758,10,10,0
Montgomery,14751,1111,981,38,36,2
Clarke,13901,1062,963,24,22,2
Pocahontas,13774,898,827,22,22,0
Worth,13678,792,708,8,7,1
Ida,12913,1017,862,35,32,3
Audubon,12819,531,486,10,9,1
Adair,12580,988,817,32,22,10
Davis,11599,910,775,24,23,1
Decatur,10711,624,588,9,9,0
Ringgold,10345,578,533,24,18,6
Monroe,10052,998,916,29,22,7
Lucas,9755,802,738,23,18,5
Osceola,9392,813,757,16,13,3
Taylor,8993,685,645,12,10,2
Van Buren,8790,585,541,18,15,3
Pending Investigation,8557,993,929,0,0,0
Fremont,7490,657,611,9,7,2
Wayne,7441,581,498,23,18,5
Adams,5883,352,334,4,4,0
