ADMIN_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19133,3666,426,1574,105
19067,11701,933,4998,767
19061,105712,6980,48761,1373
,8431,250,4254,0
19175,8339,795,3758,148
19149,15217,751,5818,2796
19109,10925,643,4931,380
19153,390377,60574,161028,7518
19013,117688,9932,51316,4839
19191,13751,1447,5793,682
19105,10525,1638,4118,605
19181,29013,3682,12493,580
19039,8581,550,3373,1292
19187,30087,2828,13091,870
19089,3809,335,1701,87
19103,150967,13545,67319,3102
19125,24622,1770,9498,3745
19033,43914,3624,19495,1247
19193,77830,4922,34694,3929
19065,19341,965,8763,833
19113,199057,23448,84992,6981
19163,136832,11354,60009,4196
19047,12019,676,4927,1466
19057,31466,2692,14094,575
19049,66659,10267,27992,1521
19159,3785,257,1748,1
19141,9580,490,4420,240
19155,78555,7208,33033,4321
19135,5823,297,2651,199
19167,19663,1453,7918,2361
19169,77336,14110,31181,1634
19021,14651,1117,5137,3160
19077,7641,590,3437,174
19183,12196,1463,5159,403
19045,27585,3172,11618,1099
19083,12018,679,5057,1188
19035,8477,541,3876,182
19097,13942,1320,6245,142
19055,8574,585,3678,646
19031,11200,796,5102,222
19189,7305,480,3200,403
19007,8178,489,3605,411
19099,22776,2956,9749,555
19091,7730,365,3456,321
19073,8327,549,3663,401
19145,12464,1317,5252,627
19161,6099,459,2816,0
19111,21599,1867,9123,1224
19025,7704,645,3456,130
19179,20723,1781,9205,447
19095,10075,1347,4121,484
19139,26007,3070,9358,4107
19019,11015,922,4945,209
19041,14868,650,7088,82
19037,5456,297,2433,298
19197,9831,565,3886,1515
19173,4140,213,1951,0
19129,9541,1029,4204,92
19015,19122,1863,8500,335
19101,13149,1043,5671,754
19147,6142,337,2840,89
19063,9291,730,4082,298
19171,13893,1477,5775,944
19127,23425,3596,8685,2520
19081,5990,389,2513,576
19123,12731,1485,5456,288
19151,3389,383,1437,130
19107,2917,268,1274,100
19043,11891,612,5333,594
19119,5483,437,2512,26
19115,7400,329,2801,1493
19029,19083,996,8821,266
19195,3046,283,1383,0
19005,10506,601,4929,53
19023,7257,449,3345,113
19079,12276,1136,5344,339
19157,15605,1410,7038,186
19011,13562,1093,6050,367
19121,11987,1316,5276,110
19131,8101,391,3816,64
19075,8380,620,3769,216
19001,4228,233,1880,285
19143,2811,186,1250,125
19027,17465,1650,7439,843
19085,6154,787,2588,187
19017,22268,1883,9717,976
19177,2780,193,1254,79
19051,7610,280,2854,1606
19059,13537,936,6219,147
19137,6146,520,2544,513
19117,6256,584,2650,326
19087,13468,1497,5413,1098
19069,6501,366,2971,187
19185,5946,333,2601,338
19165,10359,662,4789,61
19009,3842,134,1805,101
19071,3086,137,1437,73
19053,5479,335,2484,105
19093,3319,150,1371,426
19003,3322,181,1496,1
