ADMIN_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19035,8350,631,3772,173
,8428,257,4254,0
19113,194371,25069,81869,6909
19153,381871,61942,156171,7229
19103,148150,15310,65082,2950
19139,25655,3103,9170,4107
19179,20333,1998,8913,441
19013,115622,11086,49803,4649
19049,65558,10945,27105,1499
19017,21816,2185,9349,958
19163,134674,12116,58626,4062
19169,76361,14208,30619,1571
19019,10957,929,4923,190
19043,11843,642,5298,589
19065,19008,1188,8487,833
19105,10409,1693,4033,605
19141,9351,665,4226,225
19171,13605,1710,5516,944
19031,10906,1013,4857,201
19101,13059,1025,5635,754
19057,31187,2746,13934,565
19193,76998,5046,34321,3721
19183,12077,1492,5086,403
19061,103652,8560,46955,1330
19011,13400,1210,5912,363
19177,2780,193,1254,79
19087,12940,1503,5370,656
19157,15087,1661,6666,171
19145,12153,1563,4973,627
19125,24178,2087,9140,3719
19071,2978,217,1343,73
19077,7345,843,3163,174
19097,13699,1520,6029,137
19155,77599,7061,32635,4307
19067,11542,1036,4875,753
19021,14540,1124,5078,3160
19093,3319,150,1371,426
19075,8267,681,3686,207
19045,27005,3508,11176,1074
19181,28203,4345,11773,561
19029,18953,1063,8734,256
19187,29804,2916,12914,843
19039,8407,645,3245,1282
19099,22240,3165,9386,539
19095,9697,1698,3760,477
19191,13512,1611,5594,675
19149,15156,793,5768,2796
19055,8458,557,3636,641
19111,21406,1951,9000,1203
19175,8044,1065,3480,146
19083,11696,955,4768,1179
19147,6103,360,2810,88
19109,10821,715,4847,380
19063,9191,824,3991,297
19121,11694,1559,5015,105
19053,5439,355,2458,105
19127,22615,4187,7983,2520
19081,5841,520,2373,576
19005,10446,635,4887,49
19091,7666,406,3407,318
19167,19382,1555,7728,2358
19027,17351,1705,7390,793
19025,7693,645,3451,125
19003,3303,200,1479,1
19015,18769,2165,8180,325
19059,13420,1010,6127,140
19023,7032,660,3132,103
19131,8095,392,3813,64
19069,6380,480,2854,187
19047,11822,829,4754,1466
19143,2811,186,1250,125
19073,8207,630,3595,354
19115,7366,347,2775,1493
19033,43103,4167,18824,1241
19051,7547,324,2809,1595
19137,6092,534,2512,510
19007,8108,538,3550,409
19197,9675,659,3773,1493
19041,14782,684,7027,78
19079,12194,1201,5276,339
19037,5245,462,2245,298
19009,3756,204,1727,101
19133,3599,373,1567,105
19117,6105,693,2525,319
19123,12560,1582,5329,280
19189,7127,639,3039,392
19129,9463,1098,4131,92
19089,3610,510,1512,87
19135,5734,354,2580,199
19185,5827,459,2484,338
19001,4189,225,1863,280
19165,10311,676,4764,55
19151,3383,388,1432,130
19159,3756,280,1724,0
19173,4130,223,1942,0
19161,6089,470,2806,0
19085,6154,787,2588,187
19107,2896,247,1274,100
19195,3016,311,1354,0
19119,5421,458,2471,25
