Race,* Race Percent Vaccinated,Race
American Indian or Alaska Native,0.16277842907385699,American Indian or Alaska Native
Asian,0.36214172779039219,Asian
Black,0.18749463330861403,Black
Native Hawaiian or Other Pacific Islander,0.3305578684429642,Native Hawaiian or Other Pacific Islander
Other Race,0.5026978126716423,Other Race
White,0.40857688487205676,White
