County,Two-Dose Series Initiated,Two-Dose Series Completed,Single-Dose Series Completed,Total Doses Administered
Polk,27928,256549,15110,555737
Linn,10275,122517,9571,263599
Scott,8153,80694,6683,177448
Johnson,6913,90571,4558,192300
Black Hawk,6070,68072,6384,148800
Woodbury,5581,44070,5058,98358
Pottawattamie,5469,44842,4982,101062
Story,5026,49452,3193,106348
Dallas,4603,44664,2810,95375
Dubuque,4090,60449,2393,127187
Cerro Gordo,2602,25208,2111,55204
Des Moines,2188,18341,769,39695
Clinton,1883,16874,1700,37415
Webster,1758,17259,1434,37949
Warren,1598,17031,1131,36620
Marshall,1456,14046,3212,32624
Muscatine,1362,13999,5207,34683
Lee,1310,12171,2162,28046
Wapello,1239,12237,1038,26874
Marion,1126,12149,4142,29717
Buena Vista,1074,7178,3632,19158
Jasper,1059,14070,1208,30201
Bremer,1007,12449,1429,27328
Sioux,832,10091,2786,23809
Page,804,6802,855,15292
Jefferson,771,7469,1003,16705
Carroll,753,9798,1231,21754
Winneshiek,731,8247,1070,18259
Boone,719,11377,603,24001
Henry,717,7381,2038,17565
Tama,679,8181,984,18114
Washington,673,7344,594,15968
Clay,663,8269,313,17449
Dickinson,662,7683,280,16310
Mahaska,660,7498,589,16293
Poweshiek,646,9203,464,19418
Emmet,620,4637,408,10429
Fayette,604,10110,960,21785
Mills,604,5887,170,12580
Cass,599,10218,468,21734
Crawford,583,6167,1608,14551
Plymouth,575,7153,2995,17912
Buchanan,525,6338,367,13559
Jackson,509,8088,303,16972
Grundy,505,4579,506,10175
Benton,495,7596,479,16165
Union,489,4947,352,10639
Delaware,476,4628,822,10518
Hardin,441,6193,1351,14252
Floyd,432,6394,1217,14451
Appanoose,432,4226,509,9483
Montgomery,430,3285,603,7628
Kossuth,415,5976,524,12931
Clarke,410,4271,1387,10351
Allamakee,400,5656,126,11856
Jones,394,6222,989,13870
Madison,391,6927,182,14504
Harrison,366,3306,270,7263
Shelby,356,5821,173,12206
Hamilton,354,6968,418,14869
Wright,352,4906,1801,11945
O'Brien,349,5314,393,11374
Cherokee,338,4701,372,10119
Cedar,324,6248,298,13085
Humboldt,305,3950,436,8794
Winnebago,292,3981,513,8784
Guthrie,279,4376,318,9373
Clayton,274,5988,669,12964
Greene,272,4417,525,9702
Mitchell,241,4444,191,9345
Davis,240,3252,1692,8490
Out of State,240,5210,1,10381
Iowa,233,5699,652,12303
Franklin,227,3483,271,7472
Lucas,213,3418,441,7582
Decatur,208,2873,136,6186
Palo Alto,202,3333,170,7064
Howard,201,2178,220,4759
Wayne,200,2918,406,6552
Monroe,179,3231,369,7043
Louisa,176,3219,1562,8170
Adair,164,2209,344,4880
Lyon,148,2998,107,6261
Chickasaw,141,2810,362,6114
Sac,141,3220,67,6670
Ringgold,135,2109,6,4416
Hancock,126,3013,743,6894
Ida,125,1600,530,3851
Monona,124,2145,231,4629
Taylor,117,2238,32,4653
Pocahontas,111,1904,178,4101
Butler,107,3823,193,7962
Calhoun,105,4091,208,8527
Fremont,101,1607,98,3413
Adams,85,1669,19,3632
Van Buren,71,1420,131,3044
Keokuk,66,1609,100,3382
Worth,63,1752,1,3565
Osceola,52,1518,199,3286
Audubon,48,2026,101,4201
