RECIP_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19025,8107,685,3591,247
19137,7539,395,3340,459
19155,60718,5841,26544,1795
19013,104899,6115,47193,4397
19127,30463,2817,12722,2197
19049,77971,7508,34352,1805
19145,10994,920,4849,379
19033,35727,2273,16142,1172
19153,406964,41961,177840,9324
19015,22677,1764,10206,507
19043,12664,414,5879,492
19029,10756,488,5002,267
19085,9753,575,4443,294
19075,10765,556,4937,337
19103,152961,9729,69607,3988
19113,198650,15475,88126,6905
19125,22333,1658,9402,1874
19161,7503,242,3493,274
19031,15457,891,7010,547
19099,27355,2822,11814,906
19081,7298,350,3300,349
19011,20242,1217,9137,755
19017,21067,1170,9504,884
19027,17660,859,7973,854
19059,15148,620,7171,191
19091,6812,268,3117,310
19131,7417,394,3454,115
19001,4918,245,2207,253
19163,120419,7709,54411,3898
19169,84708,7363,37678,1998
19107,6625,305,3043,237
19105,16415,1493,7064,793
19193,69518,4038,30796,3882
19179,21476,1261,9148,1922
19057,26163,1679,11921,647
19181,39990,3653,17728,866
19133,6549,373,3016,144
19047,11357,510,4823,1200
19045,31952,2406,14244,1058
19167,19821,910,8716,1481
19187,27402,1971,12241,964
19123,12673,803,5631,610
19009,4823,148,2275,124
19089,6430,323,2867,378
19147,6651,249,3117,169
19041,12090,496,5659,278
19183,17074,1088,7732,530
19021,14291,754,5452,2631
19023,12238,575,5673,313
19019,15791,825,7242,483
19077,8731,555,3965,251
19109,11355,553,5187,424
19061,91398,3564,43289,1274
19005,9726,540,4519,150
19141,10078,369,4640,427
19191,17575,1069,7905,703
19175,8739,501,4038,161
19139,31547,2191,13037,3272
19101,11834,820,5226,562
19149,17226,655,7332,1909
19051,4624,247,2136,108
19035,8793,394,4044,311
19171,13902,794,6201,708
19007,8038,461,3621,334
19119,6396,240,3011,134
19063,6880,441,3098,244
19111,21256,1410,9424,998
19157,15063,1086,6837,305
19121,11987,834,5461,240
19189,7660,324,3430,474
19195,5352,275,2472,134
19185,3808,249,1712,136
19097,15079,577,7119,264
19053,4363,255,1959,189
19197,9618,414,4210,785
19069,7422,390,3374,284
19095,14186,666,6494,534
19083,12947,551,5828,740
19037,9021,364,4044,569
19093,4539,203,1994,344
19087,13200,1087,5566,1008
19055,12549,713,5560,720
19039,6333,337,2678,635
19071,4525,238,2066,156
19073,6929,391,3062,414
19079,12599,853,5580,580
19065,15485,749,7131,472
19165,10036,351,4754,170
19003,2769,153,1295,31
19115,6919,413,2796,920
19159,3748,167,1775,30
19129,9908,719,4487,214
19117,5252,280,2327,320
19135,4937,245,2222,250
19067,11511,645,5265,335
19177,4065,208,1854,149
19151,4919,375,2180,184
19173,4248,169,2014,51
19143,3955,129,1839,149
,76,6,33,6
