ADMIN_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19121,13393,514,6344,139
19061,114629,4968,54005,1852
19193,83684,4875,37431,4366
19183,13896,876,6268,469
19181,32509,1944,14965,804
19163,152276,10601,67547,5326
19045,31300,1897,14026,1273
19103,171201,10847,78529,3648
19105,12367,519,5510,762
19129,10454,772,4768,128
19077,8453,452,3882,222
19055,9336,407,4125,712
19065,20234,662,9349,858
19153,460978,40145,205472,10063
19169,92833,7598,41867,2368
19113,228326,15498,103233,7656
19139,29917,1650,11818,4516
19111,23939,1134,10497,1562
19123,14467,671,6661,431
19097,15429,479,7378,211
19155,87046,6115,37674,4644
19049,80066,6224,36583,2054
19007,8625,362,3864,446
19149,16198,562,6380,2839
19167,21267,811,8967,2507
19057,34086,2273,15579,622
19179,22892,1343,10463,516
19015,21357,1059,9939,471
19127,27332,1686,11558,2590
19089,4156,141,1946,139
19035,9095,343,4262,221
19021,16087,793,5990,3225
19067,12881,441,5744,934
19099,26032,1804,11779,842
19145,13617,792,6075,650
19087,15405,640,6542,1624
19075,9135,351,4227,320
19019,12030,371,5694,269
19081,6419,193,2772,683
19033,48049,2825,21809,1542
19059,14570,617,6882,183
19079,13606,410,6332,383
19013,129327,7355,58114,5499
19191,15605,786,6960,902
19157,17243,839,8100,306
19027,19273,905,8608,994
19023,7696,152,3699,137
19147,6541,223,3079,131
19031,12051,401,5712,249
19029,20152,650,9476,335
19011,14716,560,6860,423
,10474,252,5284,0
19071,3220,96,1517,91
19005,10963,357,5256,89
19141,10231,399,4768,288
19175,9265,471,4319,239
19165,11069,343,5293,92
19083,12920,464,5575,1250
19095,11512,309,5312,558
19041,15742,749,7436,167
19101,14469,946,6325,870
19053,5761,227,2663,118
19093,3516,107,1472,468
19091,8086,310,3644,350
19187,32404,2150,14516,987
19025,8285,157,3972,157
19151,3794,88,1782,140
19017,24158,1153,10949,1117
19043,12471,250,5774,627
19117,6891,268,3079,368
19171,16295,1312,7003,964
19125,26571,1069,10710,3938
19173,4340,125,2092,10
19069,6859,166,3235,213
19195,3328,83,1624,0
19189,7873,319,3535,459
19009,4002,98,1903,101
19003,3452,121,1574,4
19063,9713,650,4309,337
19073,8893,419,3970,460
19109,11651,501,5334,430
19037,5700,150,2626,305
19135,6255,288,2845,247
19159,4026,168,1902,4
19185,6199,243,2747,363
19131,8575,182,4129,118
19197,10650,455,4287,1642
19047,12862,481,5418,1521
19161,6514,121,3167,42
19137,6701,347,2888,550
19143,3015,66,1400,149
19133,4093,309,1827,145
19051,7920,204,3022,1643
19085,6790,336,3118,208
19039,9173,390,3725,1321
19001,4512,226,2018,312
19119,5899,169,2835,61
19115,7730,201,3020,1513
19107,3187,74,1507,100
19177,2916,97,1363,91
