RECIP_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19163,57288,53460,3828
19153,179896,170880,9016
19037,4458,3901,557
19167,9866,8406,1460
19029,5202,4945,257
19169,36261,34319,1942
19183,7981,7472,509
19117,2516,2203,313
19155,27847,26065,1782
19031,7383,6854,529
19147,3226,3072,154
19103,72299,68398,3901
19085,4524,4231,293
19149,9113,7209,1904
19181,17954,17131,823
19193,34232,30419,3813
19113,91731,84924,6807
19013,50335,46015,4320
19087,6426,5493,933
19129,4660,4448,212
19195,2542,2409,133
19109,5521,5102,419
19159,1792,1762,30
19045,14862,13820,1042
19179,10867,8953,1914
19019,7564,7097,467
19055,6176,5461,715
19015,10274,9778,496
19059,7205,7026,179
19081,3602,3259,343
19041,5892,5616,276
19105,7610,6846,764
19017,10131,9257,874
19091,3363,3057,306
19161,3621,3350,271
19121,5389,5166,223
19049,34668,32922,1746
19135,2448,2201,247
19191,8267,7581,686
19157,7026,6726,300
19187,12979,12023,956
19051,2200,2094,106
19043,6238,5754,484
19125,11056,9204,1852
19033,16986,15847,1139
19065,7479,7014,465
19127,13827,11636,2191
19061,43472,42245,1227
19139,15853,12635,3218
19101,5625,5067,558
19099,12378,11475,903
19035,4290,3980,310
19057,12332,11695,637
19141,4965,4541,424
19165,4882,4720,162
19083,6367,5638,729
19123,6015,5415,600
19023,5766,5456,310
19025,3777,3539,238
19067,5457,5147,310
19115,3629,2723,906
19189,3826,3356,470
19011,9579,8837,742
19145,5203,4828,375
19177,1943,1798,145
19005,4562,4419,143
19063,3282,3040,242
19077,4082,3836,246
19175,4085,3930,155
19197,4931,4158,773
19151,2329,2156,173
19069,3603,3322,281
19111,10049,9103,946
19185,1832,1697,135
19071,2190,2036,154
19137,3705,3254,451
19021,7951,5360,2591
19047,5892,4716,1176
19095,6714,6197,517
19073,3412,3003,409
19089,3056,2705,351
19171,6687,5983,704
19107,3150,2917,233
19075,5111,4789,322
19027,8673,7827,846
19097,7031,6770,261
19053,2124,1936,188
19079,6036,5480,556
19173,2053,2007,46
19039,3180,2567,613
19093,2306,1962,344
19131,3558,3443,115
19003,1310,1279,31
19119,3058,2932,126
19143,1930,1782,148
19009,2336,2215,121
19133,3090,2947,143
19001,2426,2177,249
19007,3919,3586,333
,39,33,6
