County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,736130,65443,56848,636,558,78
Linn,309588,22506,20458,338,302,36
Scott,227609,21694,19698,244,220,24
Black Hawk,225166,17455,15485,310,287,23
Johnson,223207,15463,14349,85,77,8
Dubuque,203459,14782,13136,209,193,16
Story,169070,11460,10533,48,42,6
Woodbury,153820,16520,14901,229,210,19
Dallas,134851,12609,11057,99,85,14
Pottawattamie,125865,12327,10928,173,150,23
Marshall,86257,5234,4749,76,68,8
Warren,82371,6323,5666,90,80,10
Cerro Gordo,81821,5951,5288,90,75,15
Webster,71972,5425,5023,94,79,15
Clinton,68159,6085,5443,93,79,14
Des Moines,60158,5029,4481,68,56,12
Muscatine,59473,5208,4683,105,96,9
Lee,57232,4048,3699,56,43,13
Jasper,54847,4553,4107,72,67,5
Wapello,49825,4695,4170,122,118,4
Sioux,48033,5345,5066,74,71,3
Poweshiek,47685,1644,1522,35,32,3
Buena Vista,46696,4912,4202,40,36,4
Boone,46301,2867,2608,34,31,3
Marion,44814,3857,3554,76,65,11
Washington,43984,2736,2493,51,47,4
Winneshiek,41883,2054,1936,35,30,5
Bremer,41745,3009,2773,60,51,9
Plymouth,40198,4333,3927,80,72,8
Benton,39578,2742,2504,55,44,11
Carroll,38573,3078,2804,52,43,9
Henry,38345,3088,2877,37,36,1
Fayette,38108,1943,1812,42,37,5
Hardin,37319,2006,1809,44,34,10
Tama,34191,2237,2019,71,67,4
Buchanan,33193,2030,1870,33,27,6
Cedar,33119,2004,1870,23,21,2
Mahaska,33053,2428,2239,51,46,5
Clay,32399,2274,2126,27,22,5
Iowa,31169,1561,1464,24,22,2
Delaware,30912,2152,2043,41,37,4
Butler,30815,1751,1609,35,31,4
Crawford,29511,2923,2624,40,35,5
Dickinson,28877,2684,2437,44,38,6
Jones,28171,3134,2920,57,51,6
Kossuth,27561,2282,2098,65,56,9
O'Brien,27407,2152,1936,61,56,5
Jackson,27340,2382,2171,42,39,3
Floyd,27108,1804,1561,42,32,10
Clayton,26806,1795,1645,57,48,9
Hamilton,24348,2000,1747,51,46,5
Hancock,22880,1596,1436,34,27,7
Page,22609,2005,1907,22,20,2
Allamakee,22555,1581,1460,51,41,10
Harrison,22284,1935,1721,73,69,4
Madison,22216,1786,1597,19,15,4
Mills,22158,1796,1595,24,21,3
Jefferson,22005,1452,1300,35,29,6
Cherokee,21982,1694,1545,38,30,8
Sac,21686,1391,1285,19,19,0
Cass,21667,1477,1332,54,48,6
Wright,21641,1930,1805,40,33,7
Franklin,21211,1338,1157,21,19,2
Grundy,20109,1447,1332,33,27,6
Palo Alto,19802,1194,1100,23,22,1
Guthrie,19718,1312,1186,32,26,6
Calhoun,19507,1441,1362,13,12,1
Appanoose,19016,1469,1230,49,44,5
Mitchell,18900,1377,1228,42,39,3
Monona,18814,887,800,31,29,2
Winnebago,18786,1555,1386,31,26,5
Chickasaw,18562,1315,1227,16,14,2
Louisa,18285,1359,1233,49,42,7
Union,18202,1378,1252,35,27,8
Shelby,18126,1371,1272,37,33,4
Emmet,17976,1432,1296,40,38,2
Howard,17629,1095,1023,22,18,4
Lyon,17359,1597,1537,41,37,4
Keokuk,16437,1030,928,31,31,0
Humboldt,16059,1245,1162,26,23,3
Greene,15616,829,765,11,10,1
Montgomery,14957,1115,997,38,36,2
Pocahontas,14251,903,837,22,22,0
Clarke,14185,1069,976,24,22,2
Worth,14075,801,737,8,7,1
Audubon,13330,541,496,10,9,1
Ida,13119,1028,864,35,32,3
Adair,12704,993,834,32,22,10
Davis,11858,923,803,24,23,1
Decatur,10880,629,603,9,9,0
Ringgold,10515,578,539,24,18,6
Monroe,10250,1005,923,29,22,7
Lucas,10004,807,752,23,18,5
Osceola,9662,816,767,16,13,3
Taylor,9323,687,648,12,10,2
Van Buren,8985,589,542,18,15,3
Pending Investigation,8183,986,939,0,0,0
Fremont,7976,662,617,9,7,2
Wayne,7654,585,513,23,18,5
Adams,6083,354,337,4,4,0
