RECIP_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19049,88195,5602,40240,2151
19163,132822,8115,60014,4691
19155,68943,4360,31300,1996
19169,93461,5922,42527,2481
19153,461914,32432,209023,11445
19193,74696,3976,33253,4217
19027,18711,688,8530,961
19019,16786,699,7763,561
19103,166192,8404,76700,4353
19073,7400,437,3244,476
19013,113538,5784,51394,4955
19061,96909,3568,45885,1577
19167,20982,671,9368,1577
19033,38998,1826,17865,1448
19057,28233,1638,12914,771
19127,34447,2263,14934,2317
19181,44542,2701,20351,1154
19147,6965,230,3267,203
19113,220540,11953,100490,7640
19111,23135,1125,10338,1339
19067,12370,482,5717,453
19179,23242,1069,10064,2046
19055,13420,423,6105,787
19015,25223,1411,11578,662
19139,34625,1821,14603,3591
19079,13715,543,6265,642
19091,7137,249,3272,342
19017,22487,1037,10236,974
19157,16484,707,7686,409
19043,13102,325,6118,538
19161,7731,204,3613,301
19021,15316,727,5942,2701
19171,14881,667,6727,757
19087,14723,600,6378,1372
19025,8772,262,4113,281
19159,3974,119,1909,37
19031,16688,714,7678,620
19039,6836,369,2897,672
19099,30964,1666,13967,1374
19023,12973,401,6095,386
19195,5723,186,2686,163
19035,9201,292,4286,336
19121,13069,591,6093,289
19065,16281,628,7567,518
19001,5250,292,2330,294
19059,15843,583,7511,235
19011,21762,880,10023,829
19187,29977,1421,13739,1095
19097,15887,524,7512,339
19149,18143,781,7689,1986
19115,7483,299,3104,975
19085,10307,476,4757,320
19009,5035,173,2362,138
19081,7795,226,3577,415
19075,11481,453,5306,415
19105,18266,720,8304,908
19133,6943,249,3253,187
19165,10468,293,4989,195
19191,18957,719,8707,827
19175,9413,434,4371,239
19183,18548,916,8506,621
19101,12860,707,5747,661
19107,7037,248,3259,270
19007,8549,392,3889,381
19109,12037,527,5501,509
19177,4281,135,1984,180
19145,11904,562,5447,439
19047,12121,461,5196,1268
19029,11472,472,5339,330
19041,12808,550,5961,338
19173,4426,138,2114,59
19131,7932,222,3771,166
19125,24405,1034,10664,2047
19129,10782,637,4944,257
19003,2948,118,1391,48
19123,13748,568,6232,713
19083,13779,483,6220,854
19077,9419,520,4300,300
19197,10284,473,4471,869
19141,10559,357,4866,471
19045,35189,1799,16064,1265
19151,5256,212,2424,196
19069,7930,316,3643,329
19053,4682,203,2128,222
19005,10285,401,4840,205
19137,7940,351,3542,505
19063,7255,416,3278,282
19143,4173,124,1930,190
19037,9432,312,4243,634
19189,8100,312,3620,547
19095,15058,702,6872,615
19119,6632,139,3170,154
19093,4791,139,2139,376
19135,5267,212,2382,291
19051,4911,231,2269,140
19185,4012,222,1815,158
19117,5653,232,2536,355
19089,6809,232,3077,423
19071,4768,181,2203,181
,85,5,37,6
