ADMIN_ADDRESS_COUNTY,RECIP_ID,First Dose Given (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),2-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),1-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd)
19153,521455,20793,244118,12817
19021,17724,605,6724,3573
19027,20573,462,9413,1110
19049,89253,2946,42607,2459
19181,34973,1113,16511,998
19013,140798,4222,65135,6148
19033,51974,1794,24091,1927
19169,101551,4086,47730,2793
19195,3460,38,1712,1
19083,13648,199,6026,1341
19189,8362,200,3820,503
19155,95318,3722,42912,4851
19139,32749,975,13354,4942
19009,4123,22,2000,101
19005,11378,296,5480,115
19099,28743,712,13544,1144
19103,185260,5510,87908,4263
19017,25797,775,11891,1247
19065,21072,434,9851,919
19061,121718,2827,58451,2188
19041,16679,457,7996,286
19147,6810,150,3242,150
19193,91296,3691,41576,4875
19003,3554,72,1641,10
19173,4482,77,2178,20
19175,9991,289,4743,309
19067,13685,245,6185,1053
19063,10098,528,4533,384
19035,9584,210,4545,277
19123,15458,434,7207,562
19183,15058,456,7027,543
19179,25182,757,11694,916
19073,9405,188,4319,505
19113,250539,6959,118051,8740
19019,12725,245,6072,339
19101,15800,545,7145,971
19127,30334,956,13312,2869
19109,12406,306,5786,489
19187,35757,1217,16476,1327
19037,5946,102,2754,343
19011,15561,367,7363,464
19045,34821,1206,15980,1582
19081,6724,74,2965,719
19131,8935,141,4309,156
19029,21034,423,9978,429
19135,6720,136,3128,296
19059,15496,426,7411,249
19159,4228,69,2049,6
19163,168115,6026,77310,6237
19125,28215,672,11686,4030
19149,17130,353,6890,2956
19015,22993,553,10962,572
19141,10890,233,5150,347
19091,8441,207,3850,385
19151,3947,66,1863,151
19055,9957,194,4515,769
19031,12657,223,6092,281
19167,22613,490,9727,2659
19143,3165,36,1479,173
19161,6571,90,3206,50
19069,7198,121,3409,249
19133,4464,72,2102,204
19075,9615,289,4457,400
19171,17679,526,8047,984
19137,7149,269,3141,579
19111,26176,791,11610,1927
19197,11422,233,4746,1717
19047,13756,303,5919,1591
19077,9005,180,4273,261
19093,3718,77,1574,496
19051,8168,157,3147,1659
19025,8450,76,4080,181
19145,14552,579,6548,845
19057,37133,1584,17394,716
19007,9039,243,4113,478
19157,18640,436,8933,430
19191,17287,500,7892,1036
19023,7841,96,3776,173
19087,16576,431,7087,1920
19001,4737,121,2167,331
19079,14324,205,6776,409
19095,12011,189,5590,618
19119,6053,99,2933,77
19043,12728,169,5925,664
19117,7277,161,3315,397
19039,9808,228,4100,1365
19107,3299,33,1584,100
19165,11650,224,5622,140
19185,6379,159,2866,380
19115,7972,136,3160,1528
19053,5958,140,2801,121
19177,2997,74,1404,113
19121,13984,232,6761,157
19085,7004,248,3246,251
,10375,246,5211,1
19105,13255,233,6034,900
19097,16234,255,7867,259
19129,12116,484,5727,150
19089,4517,103,2123,183
19071,3340,64,1589,98
