County,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,241932,48433,42728,503,449,54
Linn,103981,18661,16821,295,268,27
Scott,76908,16371,14641,183,173,10
Johnson,70752,12560,11367,63,59,4
Black Hawk,63533,14446,13070,263,248,15
Woodbury,53306,13312,12438,199,185,14
Dubuque,51693,11895,10758,177,168,9
Story,49810,9070,8238,41,36,5
Dallas,47686,9438,8250,79,68,11
Pottawattamie,42817,9401,8515,129,115,14
Warren,24690,4803,3990,60,56,4
Cerro Gordo,21560,4839,4400,76,64,12
Clinton,19688,4748,4234,74,67,7
Webster,19681,4778,4495,81,69,12
Muscatine,19109,4022,3608,83,75,8
Des Moines,18945,4058,3612,53,46,7
Marshall,18747,4429,4099,68,63,5
Jasper,15851,3427,2955,63,59,4
Wapello,15421,3620,3149,100,98,2
Sioux,14267,4639,4381,64,61,3
Lee,14240,3391,2975,43,32,11
Marion,13835,3211,2834,59,51,8
Buena Vista,13667,4015,3786,35,32,3
Boone,12145,2297,2020,25,23,2
Plymouth,12045,3572,3352,74,67,7
Benton,11184,2189,1981,51,41,10
Bremer,10888,2554,2313,51,45,6
Washington,10602,2298,1996,39,37,2
Carroll,10342,2601,2418,45,39,6
Henry,9872,2722,2495,33,33,0
Mahaska,9318,2051,1778,40,36,4
Dickinson,9309,1921,1737,36,31,5
Jones,8888,2792,2611,53,50,3
Winneshiek,8885,1672,1408,24,20,4
Pending Investigation,8864,1079,758,0,0,0
Buchanan,8401,1670,1488,25,23,2
Fayette,8220,1705,1468,26,23,3
Jackson,8060,2010,1799,36,33,3
Cedar,8037,1600,1413,20,19,1
Crawford,7986,2400,2177,32,28,4
Poweshiek,7849,1412,1229,27,25,2
Tama,7650,1953,1757,62,60,2
Clay,7466,1769,1578,24,19,5
Hardin,7437,1614,1470,33,30,3
Wright,7274,1691,1548,28,24,4
Iowa,7248,1326,1165,23,21,2
Delaware,7097,1806,1632,37,33,4
Mills,7034,1414,1305,20,17,3
Kossuth,7028,1887,1578,51,45,6
Floyd,6865,1441,1298,38,30,8
Jefferson,6800,1243,1094,29,26,3
Madison,6758,1319,1051,12,10,2
Hamilton,6675,1657,1503,36,35,1
Butler,6300,1546,1352,29,26,3
Clayton,6232,1562,1427,51,43,8
O'Brien,5979,1736,1584,58,54,4
Union,5978,1151,1033,29,25,4
Harrison,5889,1618,1421,67,63,4
Cass,5663,1189,1042,46,44,2
Winnebago,5464,1252,1112,30,25,5
Page,5462,1529,1397,17,16,1
Cherokee,5373,1412,1287,33,27,6
Allamakee,5367,1340,1186,38,33,5
Appanoose,5325,1152,992,44,42,2
Hancock,5303,1348,1212,25,20,5
Grundy,5203,1253,1141,30,25,5
Guthrie,5016,1059,968,27,22,5
Mitchell,4970,1182,1074,39,38,1
Louisa,4879,1185,1076,38,31,7
Calhoun,4831,1252,1192,9,9,0
Sac,4802,1146,1051,17,17,0
Chickasaw,4796,1153,1081,12,11,1
Shelby,4748,1104,947,30,29,1
Franklin,4614,1066,941,19,18,1
Emmet,4528,1116,1013,37,36,1
Humboldt,4293,1094,987,20,17,3
Clarke,4290,870,718,13,13,0
Lyon,4144,1402,1263,37,33,4
Palo Alto,4017,949,850,16,15,1
Montgomery,3970,928,774,32,31,1
Howard,3947,919,757,20,16,4
Greene,3706,709,655,8,8,0
Keokuk,3651,877,801,28,28,0
Lucas,3378,681,609,12,10,2
Monona,3370,732,575,21,20,1
Worth,3287,629,558,4,3,1
Adair,3223,712,625,24,19,5
Pocahontas,3174,795,742,17,17,0
Decatur,3172,523,458,5,5,0
Monroe,2995,842,719,26,21,5
Ida,2909,789,682,31,30,1
Davis,2889,724,649,23,22,1
Van Buren,2404,520,460,16,13,3
Fremont,2404,535,477,8,6,2
Audubon,2303,440,384,9,8,1
Taylor,2289,618,566,11,9,2
Osceola,2189,655,613,12,10,2
Ringgold,2146,477,390,12,11,1
Wayne,1980,427,385,21,17,4
Adams,1414,310,280,3,3,0
