County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,725041,65236,56090,631,554,77
Linn,304729,22383,20167,336,300,36
Scott,222810,21593,19196,243,219,24
Black Hawk,222797,17352,15360,309,286,23
Johnson,219545,15398,14152,84,77,7
Dubuque,200442,14709,13028,209,193,16
Story,167480,11427,10361,48,42,6
Woodbury,151945,16479,14810,228,209,19
Dallas,133162,12568,10919,98,85,13
Pottawattamie,124422,12290,10758,170,148,22
Marshall,85357,5221,4716,76,68,8
Warren,81115,6295,5577,90,80,10
Cerro Gordo,80090,5891,5212,89,74,15
Webster,70959,5414,5001,94,79,15
Clinton,66695,6065,5351,93,79,14
Des Moines,58897,4995,4409,66,55,11
Muscatine,58476,5187,4602,103,94,9
Lee,56172,4027,3656,55,42,13
Jasper,54147,4547,4069,72,66,6
Wapello,48938,4685,4140,122,118,4
Sioux,47562,5330,5021,74,71,3
Poweshiek,47167,1635,1509,35,32,3
Buena Vista,46187,4902,4193,40,36,4
Boone,45826,2851,2576,34,31,3
Marion,44148,3844,3514,76,65,11
Washington,43278,2721,2463,51,47,4
Winneshiek,41566,2050,1923,35,30,5
Bremer,41092,2994,2745,60,51,9
Plymouth,39717,4320,3913,80,72,8
Benton,38984,2728,2468,55,44,11
Carroll,38099,3078,2773,52,43,9
Fayette,37782,1936,1807,41,36,5
Henry,37698,3082,2849,37,36,1
Hardin,36794,1999,1789,44,34,10
Tama,33628,2233,2005,71,67,4
Buchanan,32684,2025,1860,33,27,6
Mahaska,32667,2424,2209,51,46,5
Cedar,32576,2000,1841,23,21,2
Clay,31913,2265,2112,26,21,5
Iowa,30781,1554,1451,24,22,2
Butler,30511,1749,1589,35,31,4
Delaware,30430,2150,2017,41,37,4
Crawford,29180,2917,2588,40,35,5
Dickinson,28063,2680,2413,44,38,6
Jones,27816,3121,2891,57,51,6
Kossuth,27194,2278,2085,65,56,9
O'Brien,26943,2147,1926,60,55,5
Jackson,26905,2371,2159,42,39,3
Floyd,26736,1796,1541,42,32,10
Clayton,26349,1790,1631,56,47,9
Hamilton,24109,1994,1746,50,45,5
Hancock,22504,1597,1414,34,27,7
Allamakee,22299,1576,1446,51,41,10
Page,22143,1997,1889,22,20,2
Harrison,22079,1930,1704,73,69,4
Mills,21897,1795,1582,23,20,3
Madison,21828,1780,1547,19,15,4
Jefferson,21520,1446,1296,35,29,6
Cherokee,21502,1690,1540,38,30,8
Wright,21440,1921,1783,37,30,7
Cass,21418,1472,1314,54,48,6
Sac,21252,1390,1272,19,19,0
Franklin,20693,1327,1120,21,19,2
Grundy,19905,1446,1325,33,27,6
Palo Alto,19518,1192,1093,23,22,1
Guthrie,19361,1306,1172,31,25,6
Calhoun,19213,1439,1323,13,12,1
Appanoose,18687,1459,1225,49,44,5
Monona,18665,885,794,31,29,2
Mitchell,18606,1376,1225,42,39,3
Winnebago,18409,1540,1357,31,26,5
Chickasaw,18325,1312,1217,16,14,2
Louisa,18039,1353,1232,49,42,7
Shelby,18009,1372,1261,37,33,4
Union,17954,1367,1213,33,26,7
Emmet,17715,1423,1270,40,38,2
Howard,17433,1093,1016,22,18,4
Lyon,17158,1593,1526,41,37,4
Keokuk,16251,1029,922,31,31,0
Humboldt,15916,1244,1158,26,23,3
Greene,15490,825,759,10,10,0
Montgomery,14809,1112,983,38,36,2
Clarke,13984,1061,965,24,22,2
Pocahontas,13905,901,832,22,22,0
Worth,13760,795,715,8,7,1
Ida,12959,1019,863,35,32,3
Audubon,12929,536,486,10,9,1
Adair,12642,991,827,32,22,10
Davis,11711,913,779,24,23,1
Decatur,10758,626,591,9,9,0
Ringgold,10400,578,533,24,18,6
Monroe,10105,1000,921,29,22,7
Lucas,9817,804,742,23,18,5
Osceola,9458,815,760,16,13,3
Taylor,9113,686,645,12,10,2
Van Buren,8833,585,540,18,15,3
Pending Investigation,8232,988,928,0,0,0
Fremont,7579,659,611,9,7,2
Wayne,7515,584,501,23,18,5
Adams,5941,351,334,4,4,0
