County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,712651,64861,55302,625,551,74
Linn,299542,22222,19917,335,299,36
Black Hawk,219925,17273,15238,308,285,23
Scott,217939,21424,18799,241,217,24
Johnson,216410,15336,13886,83,77,6
Dubuque,196428,14646,12909,208,193,15
Story,165811,11371,10232,48,42,6
Woodbury,149922,16417,14674,228,209,19
Dallas,131178,12503,10786,98,85,13
Pottawattamie,122861,12226,10580,168,148,20
Marshall,84374,5195,4700,75,67,8
Warren,79548,6264,5457,88,78,10
Cerro Gordo,78507,5812,5124,89,74,15
Webster,70129,5407,4986,93,78,15
Clinton,65311,6024,5278,93,79,14
Des Moines,57673,4915,4350,66,55,11
Muscatine,57440,5137,4520,99,90,9
Lee,55172,3998,3639,55,42,13
Jasper,53262,4531,4042,72,66,6
Wapello,48136,4662,4129,122,118,4
Sioux,47012,5319,4979,74,70,4
Poweshiek,46085,1622,1499,34,31,3
Buena Vista,45806,4895,4176,40,36,4
Boone,45315,2826,2551,34,31,3
Marion,43409,3828,3488,75,64,11
Washington,42527,2710,2442,50,46,4
Winneshiek,41021,2049,1908,34,29,5
Bremer,40308,2974,2730,60,51,9
Plymouth,39182,4313,3897,80,72,8
Benton,38251,2719,2448,55,44,11
Carroll,37491,3069,2739,52,43,9
Fayette,37276,1931,1794,41,36,5
Henry,37084,3067,2824,37,36,1
Hardin,35838,1981,1755,43,34,9
Tama,33298,2219,1993,71,67,4
Mahaska,32246,2411,2185,51,46,5
Cedar,32219,1992,1808,23,21,2
Buchanan,32061,2019,1852,32,26,6
Clay,31453,2261,2077,25,20,5
Iowa,30350,1550,1435,24,22,2
Butler,30083,1741,1588,34,30,4
Delaware,29607,2136,1985,41,37,4
Crawford,28637,2906,2584,40,35,5
Dickinson,27530,2671,2371,43,37,6
Jones,27399,3112,2875,57,51,6
Kossuth,26852,2273,2066,64,56,8
O'Brien,26744,2147,1905,60,55,5
Floyd,26398,1783,1512,42,32,10
Jackson,26320,2348,2142,42,39,3
Clayton,25831,1781,1622,56,47,9
Hamilton,23896,1986,1739,49,45,4
Hancock,21992,1576,1400,34,27,7
Allamakee,21903,1571,1442,51,41,10
Page,21902,1993,1881,22,20,2
Harrison,21797,1930,1685,73,69,4
Mills,21699,1791,1567,22,19,3
Madison,21352,1763,1519,19,15,4
Cherokee,21333,1687,1530,38,30,8
Wright,21195,1914,1770,37,30,7
Cass,21187,1470,1293,54,48,6
Jefferson,20995,1439,1282,35,29,6
Sac,20932,1383,1252,19,19,0
Franklin,20073,1300,1102,21,19,2
Grundy,19722,1442,1321,33,27,6
Palo Alto,19323,1184,1082,23,22,1
Guthrie,19045,1298,1156,30,24,6
Calhoun,18953,1433,1318,13,12,1
Monona,18499,884,783,30,28,2
Appanoose,18471,1455,1220,49,44,5
Mitchell,18290,1375,1222,42,39,3
Chickasaw,18042,1309,1217,15,13,2
Winnebago,18036,1532,1331,31,26,5
Shelby,17811,1369,1242,37,33,4
Louisa,17779,1344,1225,49,42,7
Union,17669,1364,1203,33,26,7
Emmet,17493,1415,1244,40,38,2
Howard,17262,1090,1009,22,18,4
Lyon,16920,1585,1505,41,37,4
Keokuk,16076,1024,918,31,31,0
Humboldt,15742,1238,1157,26,23,3
Greene,15329,824,755,10,10,0
Montgomery,14681,1111,969,38,36,2
Clarke,13780,1059,959,24,22,2
Pocahontas,13596,898,820,22,22,0
Worth,13536,790,701,8,7,1
Ida,12847,1014,857,35,32,3
Audubon,12570,530,483,10,9,1
Adair,12496,985,812,32,22,10
Davis,11499,898,775,24,23,1
Decatur,10638,624,587,9,9,0
Ringgold,10285,575,530,24,18,6
Monroe,9980,996,910,29,22,7
Lucas,9647,802,729,23,18,5
Osceola,9309,813,736,16,13,3
Pending Investigation,9286,1001,936,0,0,0
Taylor,8923,681,641,12,10,2
Van Buren,8705,582,540,18,15,3
Fremont,7465,657,607,9,7,2
Wayne,7362,581,496,23,18,5
Adams,5827,349,328,4,4,0
