County,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,210715,38518,30155,385,349,36
Linn,91666,15685,12643,228,215,13
Scott,67108,13197,9855,128,121,7
Johnson,62291,10476,8700,45,41,4
Black Hawk,55169,12004,10037,200,188,12
Woodbury,47910,11629,9717,153,144,9
Dubuque,46453,10148,8446,129,122,7
Story,44121,7568,6105,24,22,2
Dallas,41378,7341,5761,60,50,10
Pottawattamie,37864,7641,5601,83,76,7
Warren,21249,3403,2464,26,24,2
Cerro Gordo,18982,4085,3080,55,48,7
Webster,17929,4159,3193,53,47,6
Clinton,17046,3863,2930,52,47,5
Des Moines,16727,3323,2585,29,26,3
Muscatine,16642,3360,2547,69,63,6
Marshall,16327,3813,3175,53,50,3
Jasper,13802,2617,1962,50,48,2
Wapello,13050,2905,2271,89,87,2
Sioux,12800,4138,3486,40,39,1
Buena Vista,12431,3465,2848,21,18,3
Lee,12299,2645,1835,23,19,4
Marion,11794,2413,1834,34,29,5
Plymouth,10839,3178,2516,44,38,6
Boone,10327,1682,1230,14,12,2
Benton,9942,1901,1504,34,30,4
Carroll,9234,2228,1828,27,21,6
Bremer,9178,2155,1716,40,37,3
Washington,9089,1690,1207,26,25,1
Henry,8845,2364,1733,20,20,0
Pending Investigation,8819,466,400,0,0,0
Dickinson,8324,1611,1223,13,11,2
Mahaska,8007,1515,1131,32,30,2
Jones,7979,2502,2153,35,34,1
Winneshiek,7546,1253,848,16,14,2
Buchanan,7380,1349,1050,15,14,1
Crawford,7189,1981,1663,16,13,3
Fayette,7030,1211,917,14,13,1
Jackson,7024,1697,1363,25,24,1
Cedar,7010,1279,945,17,16,1
Tama,6723,1663,1400,55,53,2
Clay,6607,1455,1007,10,7,3
Poweshiek,6602,1123,901,21,20,1
Wright,6579,1443,1117,13,11,2
Hardin,6572,1355,1014,22,20,2
Iowa,6374,1079,822,19,19,0
Mills,6367,1223,960,12,12,0
Delaware,6355,1565,1307,27,26,1
Floyd,6106,1219,874,28,20,8
Kossuth,6062,1410,888,24,23,1
Hamilton,5922,1353,940,21,21,0
Jefferson,5742,870,592,18,17,1
Madison,5642,854,620,8,7,1
Clayton,5421,1285,976,31,27,4
Butler,5391,1172,870,15,14,1
Union,5358,966,653,13,13,0
O'Brien,5294,1491,1168,48,44,4
Harrison,5114,1297,970,50,47,3
Page,4915,1307,1125,11,11,0
Cass,4913,959,690,38,36,2
Winnebago,4836,1054,827,27,22,5
Allamakee,4720,1056,680,18,15,3
Cherokee,4624,1119,727,18,16,2
Hancock,4609,1068,755,22,18,4
Appanoose,4584,888,678,34,34,0
Calhoun,4457,1149,949,9,9,0
Grundy,4443,973,757,14,12,2
Guthrie,4420,867,663,22,17,5
Mitchell,4374,927,690,20,20,0
Louisa,4323,983,762,23,19,4
Sac,4305,987,732,10,10,0
Chickasaw,4181,979,792,10,9,1
Shelby,4095,879,682,23,23,0
Franklin,3973,827,647,17,16,1
Emmet,3924,900,687,23,22,1
Humboldt,3779,888,665,17,14,3
Palo Alto,3619,772,581,2,2,0
Lyon,3602,1176,907,21,19,2
Clarke,3534,571,449,6,6,0
Howard,3369,645,459,15,11,4
Greene,3366,603,461,6,6,0
Montgomery,3319,658,402,13,12,1
Keokuk,3198,743,503,18,18,0
Monona,2951,515,374,13,12,1
Pocahontas,2888,662,493,6,6,0
Worth,2820,456,321,2,2,0
Adair,2820,526,389,16,12,4
Lucas,2804,441,294,6,6,0
Decatur,2596,388,291,3,3,0
Ida,2539,649,417,19,18,1
Davis,2429,585,424,15,14,1
Monroe,2400,533,394,16,15,1
Van Buren,2116,425,333,11,10,1
Fremont,2112,433,346,5,3,2
Taylor,2044,508,417,8,7,1
Osceola,1964,598,480,5,5,0
Audubon,1946,340,277,7,7,0
Ringgold,1864,333,164,6,6,0
Wayne,1741,340,268,21,17,4
Adams,1200,219,152,2,2,0
,,,,1,1,0
