County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,740473,65532,57072,638,560,78
Linn,311467,22562,20554,339,303,36
Scott,229615,21717,19838,244,220,24
Black Hawk,226475,17523,15524,311,288,23
Johnson,224523,15475,14397,85,77,8
Dubuque,204195,14802,13167,211,195,16
Story,169622,11468,10569,48,42,6
Woodbury,154643,16536,14933,230,211,19
Dallas,135545,12623,11087,99,85,14
Pottawattamie,126340,12340,10973,173,150,23
Marshall,86515,5235,4762,76,68,8
Warren,82856,6338,5693,91,81,10
Cerro Gordo,82486,5962,5314,93,78,15
Webster,72250,5433,5033,94,79,15
Clinton,68723,6092,5474,93,79,14
Des Moines,60775,5037,4522,70,58,12
Muscatine,59844,5212,4713,106,97,9
Lee,57656,4057,3717,56,43,13
Jasper,55080,4554,4121,72,67,5
Wapello,50142,4702,4178,122,118,4
Sioux,48226,5349,5077,74,71,3
Poweshiek,47812,1647,1521,36,33,3
Buena Vista,46883,4915,4207,40,36,4
Boone,46499,2869,2622,34,31,3
Marion,45050,3862,3568,76,65,11
Washington,44195,2742,2499,51,47,4
Winneshiek,42036,2053,1934,35,30,5
Bremer,41990,3012,2789,60,51,9
Plymouth,40374,4336,3932,81,73,8
Benton,39821,2749,2511,55,44,11
Carroll,38745,3079,2812,52,43,9
Henry,38570,3088,2887,37,36,1
Fayette,38264,1946,1815,43,38,5
Hardin,37471,2007,1816,44,34,10
Tama,34413,2242,2025,71,67,4
Buchanan,33448,2040,1878,33,27,6
Cedar,33351,2009,1877,23,21,2
Mahaska,33313,2430,2249,51,46,5
Clay,32555,2278,2131,27,22,5
Iowa,31300,1560,1469,24,22,2
Butler,31000,1751,1613,35,31,4
Delaware,30987,2153,2052,42,38,4
Crawford,29739,2923,2625,40,35,5
Dickinson,28971,2685,2444,44,38,6
Jones,28330,3135,2934,57,51,6
Kossuth,27731,2282,2099,66,57,9
Jackson,27475,2384,2182,42,39,3
O'Brien,27467,2152,1936,61,56,5
Floyd,27270,1810,1570,42,32,10
Clayton,26958,1799,1649,57,48,9
Hamilton,24466,2004,1755,51,46,5
Hancock,23018,1597,1451,34,27,7
Page,22702,2012,1909,22,20,2
Allamakee,22667,1583,1463,52,42,10
Harrison,22380,1935,1723,73,69,4
Madison,22304,1787,1611,19,15,4
Mills,22205,1797,1602,24,21,3
Jefferson,22205,1455,1298,35,29,6
Cherokee,22092,1694,1549,38,30,8
Sac,21805,1392,1288,20,19,1
Cass,21740,1477,1341,54,48,6
Wright,21699,1930,1812,40,33,7
Franklin,21450,1341,1178,23,21,2
Grundy,20192,1450,1333,33,27,6
Palo Alto,19899,1194,1104,23,22,1
Guthrie,19874,1313,1193,32,26,6
Calhoun,19623,1442,1373,13,12,1
Appanoose,19132,1469,1230,49,44,5
Mitchell,19022,1377,1233,43,40,3
Winnebago,18910,1557,1394,31,26,5
Monona,18860,889,800,31,29,2
Chickasaw,18652,1315,1229,17,14,3
Louisa,18430,1362,1235,49,42,7
Union,18330,1381,1253,35,27,8
Shelby,18203,1375,1277,37,33,4
Emmet,18057,1434,1298,41,39,2
Howard,17723,1099,1023,22,18,4
Lyon,17419,1598,1542,41,37,4
Keokuk,16522,1030,930,32,31,1
Humboldt,16116,1244,1166,26,23,3
Greene,15675,829,766,11,10,1
Montgomery,15014,1115,997,38,36,2
Pocahontas,14332,903,837,22,22,0
Clarke,14275,1070,978,24,22,2
Worth,14192,800,742,8,7,1
Audubon,13510,547,499,10,9,1
Ida,13162,1027,865,35,32,3
Adair,12753,993,836,32,22,10
Davis,11934,924,804,25,23,2
Decatur,10947,630,605,9,9,0
Ringgold,10568,580,539,24,18,6
Monroe,10313,1007,923,30,22,8
Lucas,10074,807,753,23,18,5
Osceola,9706,816,775,16,13,3
Taylor,9411,689,650,12,10,2
Van Buren,9046,589,541,18,15,3
Pending Investigation,8122,981,942,0,0,0
Fremont,7990,663,617,9,7,2
Wayne,7729,584,516,23,18,5
Adams,6128,355,337,4,4,0
