County,Two-Dose Series Initiated,Two-Dose Series Completed,Single-Dose Series Completed,Total Doses Administered
Polk,28357,258608,15425,560588
Linn,10263,123488,9613,265579
Scott,8350,81348,6741,179003
Johnson,7045,91078,4605,193478
Black Hawk,6327,68528,6406,149993
Woodbury,5695,44554,5068,99445
Pottawattamie,5485,45294,4987,101991
Story,5128,49730,3231,107033
Dallas,4589,45098,2820,96243
Dubuque,4188,60818,2416,128050
Cerro Gordo,2649,25434,2115,55705
Des Moines,2214,18524,772,40090
Clinton,1889,17008,1710,37698
Webster,1759,17437,1435,38308
Warren,1600,17195,1144,36968
Marshall,1494,14163,3239,32921
Muscatine,1409,14120,5242,35006
Lee,1330,12313,2189,28377
Wapello,1265,12348,1046,27127
Buena Vista,1144,7287,3858,19678
Marion,1140,12256,4142,29954
Jasper,1083,14163,1220,30421
Bremer,1023,12561,1464,27604
Sioux,866,10176,2788,24017
Page,801,6878,855,15441
Winneshiek,781,8330,1071,18476
Jefferson,766,7533,1003,16828
Carroll,748,9875,1245,21916
Henry,734,7463,2065,17768
Boone,720,11459,607,24175
Clay,699,8324,313,17596
Washington,697,7388,594,16079
Tama,681,8200,984,18155
Mahaska,672,7567,589,16446
Dickinson,664,7750,285,16453
Poweshiek,661,9239,464,19507
Fayette,636,10169,960,21935
Crawford,618,6227,1608,14705
Emmet,614,4657,414,10471
Cass,603,10262,473,21833
Mills,595,5932,171,12662
Plymouth,593,7185,2995,17993
Buchanan,535,6392,374,13684
Benton,524,7612,482,16230
Jackson,505,8145,303,17080
Union,503,4990,354,10739
Grundy,490,4619,507,10238
Floyd,458,6447,1220,14583
Appanoose,446,4249,516,9552
Montgomery,440,3312,605,7695
Hardin,425,6243,1351,14336
Kossuth,420,6003,528,12993
Allamakee,410,5713,128,11980
Delaware,408,4713,822,10621
Harrison,403,3308,271,7306
Jones,395,6275,989,13978
Clarke,381,4327,1387,10433
Hamilton,378,7006,422,14972
Madison,375,6973,182,14582
O'Brien,369,5336,400,11443
Cherokee,361,4735,372,10210
Wright,357,4936,1809,12019
Shelby,355,5864,183,12303
Humboldt,311,3972,436,8846
Cedar,311,6289,298,13157
Winnebago,296,4010,513,8849
Greene,280,4434,525,9744
Clayton,280,6007,669,13008
Guthrie,278,4401,321,9425
Mitchell,255,4469,192,9410
Out of State,241,5210,1,10384
Franklin,235,3500,279,7522
Howard,233,2203,229,4850
Iowa,231,5711,653,12327
Davis,229,3271,1697,8522
Lucas,226,3431,441,7617
Palo Alto,221,3351,170,7118
Wayne,201,2926,409,6573
Decatur,196,2894,137,6218
Louisa,179,3231,1571,8206
Monroe,178,3251,373,7085
Adair,178,2214,344,4904
Calhoun,152,4093,216,8585
Lyon,152,3008,114,6292
Chickasaw,148,2821,362,6144
Sac,146,3227,70,6692
Hancock,143,3016,743,6917
Monona,131,2150,231,4645
Ringgold,127,2123,6,4436
Ida,125,1605,534,3865
Taylor,121,2245,35,4674
Butler,106,3826,193,7967
Pocahontas,105,1917,179,4125
Fremont,104,1608,98,3418
Adams,83,1673,19,3639
Van Buren,69,1420,131,3044
Worth,68,1755,1,3576
Keokuk,63,1613,100,3387
Audubon,61,2028,101,4216
Osceola,50,1521,199,3291
