County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,755510,65808,57548,643,564,79
Linn,318320,22737,20821,342,306,36
Scott,235849,21787,20060,250,226,24
Black Hawk,232905,17912,15716,316,292,24
Johnson,229923,15558,14515,85,77,8
Dubuque,206723,14860,13273,213,195,18
Story,171785,11506,10648,48,42,6
Woodbury,157515,16582,15013,230,211,19
Dallas,138014,12654,11177,99,85,14
Pottawattamie,127829,12388,11048,177,153,24
Marshall,88841,5267,4792,76,68,8
Cerro Gordo,85033,6017,5417,97,80,17
Warren,84334,6374,5740,92,82,10
Webster,74163,5529,5045,94,79,15
Clinton,70289,6096,5523,93,79,14
Des Moines,62515,5075,4608,73,61,12
Muscatine,61171,5241,4774,106,97,9
Lee,59964,4117,3769,58,45,13
Jasper,56002,4575,4140,73,67,6
Wapello,51262,4722,4213,122,118,4
Sioux,48823,5360,5096,74,71,3
Poweshiek,48283,1653,1541,36,33,3
Buena Vista,47558,4980,4225,40,36,4
Boone,47089,2878,2653,34,31,3
Marion,45782,3871,3597,77,65,12
Washington,45103,2750,2520,51,47,4
Bremer,43392,3033,2814,62,52,10
Winneshiek,42998,2085,1942,35,30,5
Plymouth,40900,4350,3946,82,74,8
Benton,40803,2787,2529,55,44,11
Carroll,39486,3087,2819,52,43,9
Henry,39397,3111,2906,37,36,1
Fayette,39026,1965,1822,43,38,5
Hardin,38126,2019,1832,44,34,10
Tama,35137,2262,2046,72,68,4
Cedar,34262,2017,1893,23,21,2
Buchanan,34183,2062,1895,34,27,7
Mahaska,33896,2448,2264,51,46,5
Clay,33125,2280,2141,27,22,5
Iowa,31898,1563,1477,24,22,2
Butler,31546,1767,1622,35,31,4
Delaware,31488,2159,2065,43,38,5
Crawford,30159,2938,2647,41,35,6
Dickinson,29419,2692,2452,45,39,6
Jones,28855,3145,2955,57,51,6
Kossuth,28275,2288,2104,66,57,9
Jackson,28222,2391,2213,42,39,3
Floyd,28063,1820,1588,42,32,10
O'Brien,27714,2155,1941,61,56,5
Clayton,27602,1802,1662,57,48,9
Hamilton,24847,2018,1770,51,46,5
Hancock,23634,1607,1464,34,27,7
Jefferson,23224,1467,1309,35,29,6
Allamakee,23108,1596,1474,52,42,10
Page,23077,2012,1925,22,20,2
Madison,22809,1791,1630,19,15,4
Mills,22570,1814,1609,24,21,3
Harrison,22533,1940,1727,73,69,4
Cherokee,22486,1704,1554,38,30,8
Sac,22121,1398,1292,20,19,1
Wright,21974,1940,1824,40,33,7
Cass,21948,1478,1341,55,49,6
Franklin,21905,1354,1209,23,21,2
Grundy,20504,1456,1340,33,27,6
Palo Alto,20196,1197,1108,24,23,1
Guthrie,20184,1320,1203,32,26,6
Calhoun,19978,1455,1376,13,12,1
Appanoose,19544,1469,1243,49,44,5
Mitchell,19472,1378,1232,43,40,3
Winnebago,19330,1563,1410,31,26,5
Monona,19301,902,809,31,29,2
Louisa,19052,1368,1251,49,42,7
Chickasaw,19018,1324,1234,17,14,3
Union,18687,1385,1268,35,27,8
Shelby,18411,1384,1282,37,33,4
Emmet,18261,1442,1315,41,39,2
Howard,18045,1102,1025,22,18,4
Lyon,17767,1609,1551,41,37,4
Keokuk,16866,1043,933,32,31,1
Humboldt,16544,1258,1170,26,23,3
Greene,15905,831,769,11,10,1
Montgomery,15197,1117,1000,38,36,2
Worth,14812,807,752,8,7,1
Pocahontas,14548,903,838,22,22,0
Clarke,14538,1078,986,24,22,2
Audubon,14088,556,520,11,10,1
Ida,13355,1030,876,35,32,3
Adair,12915,996,842,32,22,10
Davis,12146,926,825,25,23,2
Decatur,11161,641,611,9,9,0
Ringgold,10819,586,542,24,18,6
Monroe,10512,1011,929,32,24,8
Lucas,10268,809,759,23,18,5
Osceola,9819,818,777,17,14,3
Taylor,9641,690,656,12,10,2
Van Buren,9357,591,549,18,15,3
Fremont,8081,665,621,10,8,2
Pending Investigation,7986,977,934,0,0,0
Wayne,7901,593,520,23,18,5
Adams,6311,359,342,4,4,0
