ADMIN_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19103,87165,83217,3948
19153,235025,223796,11229
19113,119774,111632,8142
19047,7198,5628,1570
19013,67306,61459,5847
19163,77983,72203,5780
19083,7079,5785,1294
19049,42216,39964,2252
19187,16925,15741,1184
19045,16187,14755,1432
19057,16964,16288,676
19161,3232,3187,45
19111,12748,10976,1772
19021,9597,6307,3290
19061,58001,56005,1996
19181,16528,15628,900
19183,7144,6641,503
19027,9968,8909,1059
19033,24683,22981,1702
19169,47645,45067,2578
19195,1661,1660,1
19189,4148,3665,483
19155,44996,40235,4761
19139,17305,12548,4757
19009,2028,1927,101
19005,5477,5371,106
19099,13915,12855,1060
19017,12447,11284,1163
19065,10438,9555,883
19041,7897,7668,229
19147,3301,3161,140
19193,43852,39218,4634
19003,1606,1600,6
19173,2159,2142,17
19175,4749,4480,269
19067,6966,5977,989
19063,4775,4417,358
19035,4672,4430,242
19123,7416,6934,482
19179,11744,11075,669
19073,4616,4134,482
19019,6122,5822,300
19101,7653,6732,921
19127,14830,12182,2648
19109,5960,5494,466
19037,3015,2689,326
19011,7566,7124,442
19081,3591,2885,706
19029,10116,9711,405
19135,3268,2995,273
19089,2163,1999,164
19039,5243,3892,1351
19053,2865,2747,118
19125,15138,11156,3982
19015,10850,10328,522
19059,7340,7122,218
19141,5243,4925,318
19159,1993,1989,4
19165,5563,5453,110
19079,6955,6556,399
19197,6144,4477,1667
19131,4331,4197,134
19115,4616,3099,1517
19069,3520,3290,230
19117,3584,3208,376
19043,6492,5848,644
19145,7061,6308,753
19051,4747,3097,1650
19085,3449,3215,234
19129,5166,5024,142
19097,7817,7574,243
19167,11982,9383,2599
19157,8962,8562,400
19191,8274,7317,957
19071,1657,1562,95
19149,9447,6569,2878
19031,6191,5924,267
19055,5040,4308,732
19091,4116,3745,371
19093,2004,1524,480
19077,4373,4138,235
19025,4222,4053,169
19087,8645,6839,1806
19095,6001,5414,587
19075,4698,4331,367
19121,6740,6593,147
19007,4446,3985,461
19171,8711,7744,967
19151,1960,1816,144
19119,2974,2904,70
,5212,5211,1
19105,6551,5723,828
19023,3929,3769,160
19137,3571,3007,564
19133,2193,2011,182
19143,1598,1440,158
19185,3185,2815,370
19177,1492,1391,101
19001,2388,2062,326
19107,1646,1546,100
