County,Two-Dose Series Initiated,Two-Dose Series Completed,Single-Dose Series Completed,Total Doses Administered
Polk,40145,205472,10063,460978
Linn,15498,103233,7656,228326
Johnson,10847,78529,3648,171201
Scott,10601,67547,5326,152276
Story,7598,41867,2368,92833
Black Hawk,7355,58114,5499,129327
Dallas,6224,36583,2054,80066
Pottawattamie,6115,37674,4644,87046
Dubuque,4968,54005,1852,114629
Woodbury,4875,37431,4366,83684
Cerro Gordo,2825,21809,1542,48049
Des Moines,2273,15579,622,34086
Webster,2150,14516,987,32404
Warren,1944,14965,804,32509
Clinton,1897,14026,1273,31300
Jasper,1804,11779,842,26032
Marshall,1686,11558,2590,27332
Muscatine,1650,11818,4516,29917
Wapello,1343,10463,516,22892
Tama,1312,7003,964,16295
Bremer,1153,10949,1117,24158
Lee,1134,10497,1562,23939
Marion,1069,10710,3938,26571
Boone,1059,9939,471,21357
Jefferson,946,6325,870,14469
Carroll,905,8608,994,19273
Washington,876,6268,469,13896
Poweshiek,839,8100,306,17243
Sioux,811,8967,2507,21267
Buena Vista,793,5990,3225,16087
Page,792,6075,650,13617
Winneshiek,786,6960,902,15605
Mills,772,4768,128,10454
Clay,749,7436,167,15742
Mahaska,671,6661,431,14467
Fayette,662,9349,858,20234
Cass,650,9476,335,20152
Emmet,650,4309,337,9713
Henry,640,6542,1624,15405
Dickinson,617,6882,183,14570
Plymouth,562,6380,2839,16198
Benton,560,6860,423,14716
Jones,519,5510,762,12367
Madison,514,6344,139,13393
Kossuth,501,5334,430,11651
Crawford,481,5418,1521,12862
Jackson,479,7378,211,15429
Union,471,4319,239,9265
Hardin,464,5575,1250,12920
Wright,455,4287,1642,10650
Guthrie,452,3882,222,8453
Floyd,441,5744,934,12881
Greene,419,3970,460,8893
Hamilton,410,6332,383,13606
Delaware,407,4125,712,9336
Cedar,401,5712,249,12051
O'Brien,399,4768,288,10231
Clarke,390,3725,1321,9173
Buchanan,371,5694,269,12030
Appanoose,362,3864,446,8625
Allamakee,357,5256,89,10963
Grundy,351,4227,320,9135
Montgomery,347,2888,550,6701
Cherokee,343,4262,221,9095
Shelby,343,5293,92,11069
Harrison,336,3118,208,6790
Winnebago,319,3535,459,7873
Humboldt,310,3644,350,8086
Iowa,309,5312,558,11512
Monona,309,1827,145,4093
Monroe,288,2845,247,6255
Lucas,268,3079,368,6891
Out of State,252,5284,0,10474
Clayton,250,5774,627,12471
Wayne,243,2747,363,6199
Decatur,227,2663,118,5761
Adair,226,2018,312,4512
Palo Alto,223,3079,131,6541
Davis,204,3022,1643,7920
Louisa,201,3020,1513,7730
Hancock,193,2772,683,6419
Mitchell,182,4129,118,8575
Lyon,169,2835,61,5899
Ringgold,168,1902,4,4026
Franklin,166,3235,213,6859
Calhoun,157,3972,157,8285
Butler,152,3699,137,7696
Chickasaw,150,2626,305,5700
Howard,141,1946,139,4156
Taylor,125,2092,10,4340
Adams,121,1574,4,3452
Sac,121,3167,42,6514
Ida,107,1472,468,3516
Audubon,98,1903,101,4002
Van Buren,97,1363,91,2916
Fremont,96,1517,91,3220
Pocahontas,88,1782,140,3794
Worth,83,1624,0,3328
Keokuk,74,1507,100,3187
Osceola,66,1400,149,3015
