ADMIN_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19045,13054,11950,1104
19169,35027,33244,1783
19179,10105,9652,453
19103,73690,70465,3225
19153,180199,172296,7903
19097,6806,6660,146
19017,11075,10056,1019
19041,7281,7181,100
19163,66526,62045,4481
19113,96471,89420,7051
19013,58306,53381,4925
19083,6365,5171,1194
19099,10798,10222,576
19147,3050,2951,99
19033,21318,20066,1252
19067,5905,5127,778
19109,5430,5050,380
19063,4437,4128,309
19127,11412,8892,2520
19081,3089,2513,576
19061,51485,50028,1457
19139,14334,10187,4147
19193,39226,35203,4023
19123,6149,5847,302
19091,3797,3473,324
19101,6618,5815,803
19167,10649,8229,2420
19149,8885,6079,2806
19047,6556,5089,1467
19049,31030,29436,1594
19069,3253,3056,197
19171,7005,6061,944
19143,1441,1312,129
19055,4361,3705,656
19065,9650,8807,843
19187,14429,13519,910
19021,8657,5493,3164
19035,4197,4007,190
19087,6593,5476,1117
19155,37921,33559,4362
19043,6080,5476,604
19197,5537,4017,1520
19125,13579,9821,3758
19079,6093,5753,340
19141,4715,4470,245
19019,5566,5352,214
19053,2652,2547,105
19135,2930,2718,212
19037,2731,2433,298
19057,15141,14562,579
19029,9502,9215,287
19117,3080,2751,329
19111,10684,9439,1245
19107,1471,1371,100
19027,8585,7724,861
19183,5917,5514,403
19161,2995,2967,28
19157,7431,7244,187
19175,4073,3911,162
19011,6666,6289,377
19181,13701,13085,616
19191,6725,5996,729
19131,3899,3817,82
19173,2023,2019,4
19073,4225,3817,408
19075,4028,3803,225
19025,3722,3592,130
19189,3762,3351,411
19059,6656,6503,153
19105,5135,4507,628
19039,4749,3449,1300
19095,5356,4867,489
19031,5506,5282,224
19137,3176,2661,515
19145,5975,5348,627
19015,9152,8807,345
19133,1750,1645,105
19165,5152,5086,66
19129,4595,4498,97
19071,1518,1445,73
19115,4309,2816,1493
19093,1833,1381,452
19195,1446,1446,0
19007,4120,3700,420
19023,3503,3390,113
19001,2220,1932,288
19185,3013,2675,338
19159,1826,1825,1
19085,3016,2814,202
19089,1816,1710,106
19051,4503,2896,1607
19121,5651,5541,110
19009,1916,1815,101
19177,1364,1280,84
,4254,4254,0
19005,5021,4963,58
19077,3674,3482,192
19151,1686,1556,130
19003,1531,1530,1
19119,2637,2610,27
