ADMIN_ADDRESS_COUNTY,RECIP_ID,First Dose Given (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),2-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),1-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd)
19153,528699,21171,247353,13222
19021,18000,633,6839,3591
19027,20793,505,9492,1128
19049,90482,3087,43128,2518
19181,35292,1155,16631,1040
19013,142427,4353,65827,6213
19033,52648,1831,24376,1986
19169,102587,4154,48193,2859
19195,3487,43,1723,1
19083,13761,217,6069,1347
19189,8444,220,3851,506
19155,96465,3802,43429,4884
19139,33149,1040,13495,4997
19009,4138,37,2000,101
19005,11446,286,5517,118
19099,29076,694,13713,1158
19103,186837,5611,88644,4316
19017,26084,771,12021,1275
19065,21210,471,9896,934
19061,122760,2978,58869,2240
19041,16803,453,8052,302
19147,6882,163,3269,156
19193,92815,3915,42189,4950
19003,3565,71,1647,10
19173,4504,77,2188,22
19175,10116,315,4789,319
19067,13806,262,6220,1087
19063,10162,550,4554,385
19035,9673,217,4580,289
19123,15621,469,7264,575
19183,15225,498,7080,553
19179,25542,766,11849,959
19073,9455,190,4341,509
19113,253002,7138,119096,8923
19019,12873,276,6130,343
19101,15994,572,7224,979
19127,30847,992,13512,2954
19109,12500,319,5823,499
19187,36197,1328,16618,1353
19037,5968,109,2761,345
19011,15649,349,7414,464
19045,35616,1550,16196,1598
19081,6749,76,2976,721
19131,9019,143,4345,166
19029,21165,434,10034,432
19135,6771,138,3147,306
19059,15643,459,7463,258
19159,4257,71,2061,6
19163,170053,6271,78117,6321
19125,28483,744,11776,4043
19149,17281,381,6940,2978
19015,23151,564,11032,577
19141,10992,240,5193,358
19091,8510,213,3874,400
19151,3973,70,1870,158
19055,10041,209,4543,781
19031,12741,228,6128,289
19167,22847,507,9819,2694
19143,3202,37,1493,181
19161,6587,88,3214,52
19069,7237,133,3420,255
19133,4493,79,2107,217
19075,9680,290,4483,412
19171,17732,531,8065,984
19137,7228,298,3164,582
19111,26530,815,11758,1962
19197,11490,263,4762,1722
19047,13908,338,5978,1591
19077,9067,170,4300,278
19093,3742,87,1576,506
19051,8217,153,3172,1667
19025,8460,78,4081,187
19145,14691,612,6600,848
19057,37622,1695,17576,725
19007,9117,270,4136,483
19157,18788,450,8999,431
19191,17483,489,7982,1062
19023,7870,85,3793,177
19087,16755,473,7141,1948
19001,4762,114,2181,333
19079,14434,226,6819,411
19095,12080,201,5618,623
19119,6101,108,2951,79
19043,12752,177,5931,668
19117,7337,143,3345,415
19039,9910,244,4143,1365
19107,3315,29,1594,100
19165,11767,252,5664,146
19185,6412,165,2876,387
19115,8015,144,3172,1535
19053,6022,159,2822,123
19177,3021,76,1409,125
19121,14095,282,6789,162
19085,7047,243,3268,255
,10375,244,5211,1
19105,13377,241,6088,911
19097,16369,306,7910,260
19129,12209,490,5770,150
19089,4553,109,2136,189
19071,3354,60,1598,98
