ADMIN_ADDRESS_COUNTY,RECIP_ID,First Dose Given (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),2-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),1-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd)
19153,526259,21032,246251,13119
19021,17924,642,6797,3591
19027,20734,498,9471,1118
19049,90037,3034,42941,2497
19181,35177,1123,16594,1030
19013,141810,4328,65538,6192
19033,52470,1812,24304,1975
19169,102205,4154,48000,2840
19195,3468,38,1716,1
19083,13721,201,6057,1347
19189,8415,220,3836,506
19155,96048,3773,43244,4867
19139,33030,1022,13456,4975
19009,4123,22,2000,101
19005,11423,288,5505,118
19099,28977,697,13663,1156
19103,186343,5608,88412,4302
19017,26001,763,11988,1266
19065,21150,453,9877,929
19061,122392,2919,58723,2224
19041,16768,450,8037,298
19147,6861,151,3266,153
19193,92305,3838,41977,4936
19003,3556,72,1642,10
19173,4496,73,2186,22
19175,10084,311,4775,317
19067,13760,244,6213,1072
19063,10143,543,4548,385
19035,9645,214,4569,286
19123,15579,461,7248,573
19183,15168,493,7059,551
19179,25421,756,11799,947
19073,9444,191,4336,508
19113,252214,7107,118752,8861
19019,12832,271,6112,341
19101,15934,564,7201,974
19127,30652,991,13431,2919
19109,12477,324,5808,498
19187,36065,1291,16582,1349
19037,5967,108,2761,345
19011,15613,347,7397,464
19045,35366,1491,16102,1598
19081,6744,74,2974,721
19131,9001,142,4337,165
19029,21122,429,10017,431
19135,6754,138,3139,305
19059,15596,452,7445,255
19159,4251,69,2059,6
19163,169343,6215,77808,6281
19125,28393,721,11745,4039
19149,17227,374,6918,2974
19015,23095,559,11006,576
19141,10955,234,5180,353
19091,8489,209,3868,395
19151,3962,64,1868,157
19055,10018,197,4539,778
19031,12716,221,6120,287
19167,22761,500,9787,2679
19143,3184,31,1488,178
19161,6580,88,3211,51
19069,7219,122,3417,254
19133,4479,72,2105,213
19075,9656,289,4472,411
19171,17703,533,8052,984
19137,7195,287,3154,581
19111,26416,820,11700,1959
19197,11481,258,4761,1721
19047,13845,314,5957,1592
19077,9043,170,4290,273
19093,3728,78,1575,503
19051,8194,161,3154,1667
19025,8460,78,4081,187
19145,14646,601,6583,848
19057,37451,1654,17514,722
19007,9081,259,4125,480
19157,18756,445,8986,431
19191,17434,479,7962,1062
19023,7867,85,3792,177
19087,16676,466,7107,1945
19001,4755,116,2177,333
19079,14382,221,6796,411
19095,12068,201,5613,621
19119,6079,112,2939,78
19043,12743,175,5928,667
19117,7317,149,3336,406
19039,9890,245,4132,1367
19107,3310,24,1594,100
19165,11740,245,5655,144
19185,6402,169,2870,385
19115,8007,147,3168,1534
19053,6001,150,2816,123
19177,3008,73,1407,119
19121,14073,273,6783,161
19085,7033,233,3266,255
,10375,245,5210,1
19105,13327,235,6067,906
19097,16310,290,7887,260
19129,12176,484,5757,150
19089,4533,103,2130,186
19071,3353,61,1597,98
