County,Two-Dose Series Initiated,Two-Dose Series Completed,Single-Dose Series Completed,Total Doses Administered
Polk,49791,176206,8173,410394
Linn,19833,90618,7095,206838
Story,12405,33682,1806,80658
Johnson,11663,71929,3257,158358
Scott,10003,62379,4501,140560
Dallas,9231,29765,1611,69130
Black Hawk,8005,53764,4949,120779
Pottawattamie,7310,33626,4485,80000
Dubuque,5759,50542,1478,108131
Woodbury,4767,35317,4059,79054
Marshall,3453,8933,2547,23793
Cerro Gordo,3281,20119,1253,44839
Warren,3033,13243,618,29932
Clinton,2795,12209,1131,28425
Jasper,2521,10335,576,23577
Webster,2415,13638,919,30841
Muscatine,2362,10227,4182,27119
Des Moines,2362,14632,589,32234
Boone,1611,8864,358,19627
Lee,1587,9505,1250,22109
Bremer,1583,10085,1029,22751
Marion,1470,9872,3764,25114
Wapello,1429,9722,463,21436
Carroll,1371,7758,878,17878
Tama,1355,6101,944,14435
Jones,1269,4507,639,10969
Winneshiek,1240,6101,736,14205
Page,1237,5383,627,12656
Poweshiek,1234,7277,187,15924
Henry,1219,5747,1136,13900
Sioux,1196,8251,2451,20164
Washington,1170,5546,403,12681
Mahaska,1084,5942,311,13329
Jefferson,996,5849,804,13507
Madison,960,5677,110,12453
Fayette,943,8828,843,19467
Jackson,892,6704,154,14443
Benton,880,6307,377,13873
Buena Vista,823,5522,3172,15131
Floyd,821,5157,781,11928
Mills,761,4516,97,9906
Hamilton,760,5770,344,12783
Emmet,702,4138,309,9387
Dickinson,696,6529,158,13927
Cedar,651,5296,224,11446
Delaware,639,3711,661,8703
Union,635,3939,165,8574
Clay,614,7187,105,15055
Guthrie,612,3498,192,7804
Harrison,600,2814,202,6435
Iowa,597,4867,489,10833
Hardin,590,5193,1195,12213
Cass,589,9261,286,19598
Allamakee,580,4963,58,10561
Kossuth,546,5066,381,11110
Grundy,537,3890,226,8549
Crawford,534,5110,1467,12247
Buchanan,530,5353,215,11452
Calhoun,523,3592,130,7856
Plymouth,513,6090,2806,15537
Clarke,476,3457,1305,8696
Clayton,452,5498,605,12083
O'Brien,449,4507,245,9717
Butler,441,3398,113,7358
Lucas,440,2780,330,6407
Cherokee,431,4015,190,8657
Montgomery,426,2673,515,6316
Appanoose,416,3700,420,8324
Mitchell,415,3817,82,8145
Wright,412,4076,1526,10070
Shelby,387,5102,70,10710
Greene,383,3831,412,8531
Hancock,380,2528,593,6029
Monona,360,1645,116,3753
Humboldt,355,3482,324,7784
Lyon,337,2639,27,5637
Howard,331,1710,106,3843
Winnebago,330,3369,415,7505
Louisa,325,2816,1493,7426
Sac,308,2967,28,6284
Chickasaw,297,2433,298,5456
Franklin,288,3057,197,6607
Wayne,261,2682,338,6053
Pocahontas,261,1561,130,3516
Decatur,260,2558,105,5563
Palo Alto,251,2959,99,6304
Out of State,250,4254,0,8447
Monroe,242,2729,212,5939
Davis,233,2903,1613,7678
Adair,213,1932,288,4302
Worth,205,1472,0,3146
Ringgold,185,1826,1,3879
Ida,177,1381,454,3392
Van Buren,171,1280,84,2816
Keokuk,171,1371,100,3014
Taylor,153,2043,6,4268
Osceola,136,1312,129,2889
Fremont,133,1445,78,3103
Adams,129,1535,1,3370
Audubon,126,1815,101,3854
