RECIP_ADDRESS_COUNTY,* Percent Vaccinated by Resident County,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19153,0.499378775545178,232040,12736
19161,0.41878407571237527,3737,334
19027,0.4963550706669973,9012,997
19013,0.4642682964001585,55595,5330
19017,0.476857393663714,10920,1031
19019,0.41855962219598588,8241,622
19195,0.4065844736485571,2822,179
19033,0.4872791519434629,19027,1658
19081,0.3955785512699906,3751,454
19169,0.5038046891893283,46241,2687
19139,0.4625210950684418,15856,3877
19165,0.47267330190326525,5195,219
19009,0.4834425036390102,2508,149
19191,0.5051773297984092,9223,876
19103,0.5762670371840678,82363,4734
19065,0.4321119592875318,7928,563
19061,0.5161698060856429,48517,1712
19147,0.40591942381273918,3388,219
19183,0.4463464602777145,9111,693
19193,0.3897795494001377,35707,4482
19003,0.42282065519156028,1464,59
19173,0.37036431955562817,2195,72
19041,0.41795704295704297,6310,384
19125,0.4050160887739452,11349,2119
19123,0.3328807422493777,6571,784
19157,0.465358841331604,8163,448
19099,0.45053112814306847,15193,1560
19073,0.4571332133213321,3554,509
19113,0.5191525588206752,109462,8233
19171,0.47312210751156999,7133,841
19109,0.43077026935799636,5833,548
19187,0.44407308377896617,14592,1352
19011,0.45096510040943657,10674,891
19045,0.4056516401387064,17418,1416
19067,0.4164429101137962,6005,509
19189,0.42350782306355036,3811,574
19131,0.39004345361798606,3932,197
19029,0.46478653786226239,5615,351
19135,0.367458154924095,2518,314
19049,0.5023487742501578,44619,2327
19127,0.48634712591124998,16584,2563
19063,0.4043223284100782,3412,311
19159,0.41561095218635066,1995,39
19115,0.39220661531490716,3304,1024
19163,0.41059192913272,65842,5167
19149,0.40910354688803277,8223,2077
19059,0.4674353922818403,7806,261
19093,0.38425655976676389,2239,397
19015,0.508957840969734,12627,725
19141,0.407765578419254,5095,513
19075,0.49117069980379338,5542,466
19091,0.39527097719188117,3426,352
19151,0.4209095029460644,2575,211
19055,0.4247251778261125,6390,835
19101,0.3784094014758131,6217,706
19005,0.38408708993935855,5040,217
19181,0.4561069443904714,22178,1296
19025,0.4743483657426562,4254,332
19083,0.44271637183901227,6547,911
19069,0.4182720953326713,3846,366
19023,0.4687305215042593,6343,425
19133,0.42008125362739409,3398,221
19085,0.3788881770944551,4973,350
19137,0.43198547947968138,3760,524
19111,0.37558308821344746,11136,1505
19197,0.4546250597038688,4811,900
19179,0.37461751837341647,10771,2329
19121,0.417982617211409,6505,324
19143,0.3722725746894931,2009,209
19051,0.28633333333333335,2422,155
19047,0.40755053507728897,5543,1312
19145,0.4126563844575362,5702,532
19043,0.3918741808650065,6308,569
19057,0.3805784381656273,13956,874
19007,0.36488009013359087,4121,413
19107,0.3629709154792114,3426,293
19077,0.466928618205632,4660,331
19129,0.3838771593090211,5525,275
19021,0.477013251783894,6389,2970
19087,0.41390197454144536,6713,1546
19079,0.49549854464225276,6653,667
19035,0.4274143302180685,4445,357
19001,0.40128635346756155,2553,317
19037,0.43006787899103329,4453,679
19095,0.49653979238754328,7354,682
19167,0.32810213742648117,9791,1645
19089,0.4001965494649487,3210,455
19119,0.2901743938749468,3241,170
19185,0.3303834808259587,1963,165
19039,0.41106971793507188,3162,700
19097,0.4246103194608776,7882,372
19155,0.39357981245842546,34576,2108
19117,0.35790697674418606,2694,384
19031,0.47608310516991467,8209,659
19175,0.3992320888816273,4632,255
19071,0.3630747126436782,2329,198
19053,0.31016518424396447,2215,226
19177,0.3192788188529245,2052,197
19105,0.4762342246506455,8836,1013
,,38,6
