RECIP_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19113,210652,15501,93945,7259
19049,84414,6479,37974,2013
19197,9965,450,4349,818
19153,440024,36313,196610,10507
19181,42695,3005,19332,1037
19103,160504,10404,72963,4174
19067,11998,536,5529,403
19053,4526,260,2027,211
19169,90288,6462,40748,2316
19193,72434,4078,32142,4073
19089,6622,245,2988,402
19079,13293,573,6056,608
19011,21065,1126,9575,788
19179,22401,1272,9583,1963
19149,17701,684,7539,1939
19007,8307,483,3730,364
19015,24178,1400,11092,599
19045,33772,1902,15363,1145
19031,16190,854,7374,590
19099,29415,2248,12986,1192
19013,109913,6262,49475,4691
19163,127526,8773,57218,4325
19033,37781,1991,17229,1339
19075,11175,428,5181,383
19105,17695,925,7944,865
19055,13078,542,5891,756
19019,16345,735,7546,517
19173,4338,155,2065,53
19037,9278,320,4173,611
19097,15568,508,7376,309
19161,7619,223,3556,284
19065,15888,633,7385,483
19107,6855,294,3153,255
19083,13435,553,6036,809
19145,11646,610,5318,396
19057,27265,1716,12417,718
19155,65698,5055,29370,1908
19125,23525,1357,10085,1997
19087,14041,871,5954,1264
19187,28444,1777,12835,1019
19139,33255,1923,13946,3438
19073,7221,449,3163,446
19121,12658,697,5845,270
19077,9142,607,4129,276
19001,5082,253,2279,272
19165,10278,329,4882,184
19129,10499,701,4779,241
19005,10003,473,4672,188
19047,11751,473,5026,1226
19009,4953,185,2319,130
19043,12894,378,6000,515
19191,18335,732,8406,791
19017,21850,1063,9929,928
19175,9072,509,4178,206
19029,11149,527,5166,292
19059,15511,625,7336,213
19159,3869,157,1839,34
19051,4796,248,2212,124
19109,11643,533,5335,440
19061,94771,3731,44798,1448
19167,20437,813,9050,1521
19021,14855,704,5743,2666
19111,22434,1149,10045,1195
19003,2859,161,1331,37
19027,18289,702,8334,918
19091,6964,276,3183,322
19035,9051,336,4193,328
19119,6511,197,3085,145
19123,13153,685,5897,673
19131,7764,286,3663,150
19095,14641,716,6678,569
19141,10336,375,4757,447
19117,5473,302,2411,349
19183,17973,1011,8183,596
19115,7229,338,2970,952
19071,4661,215,2139,168
19195,5573,210,2604,154
19081,7616,239,3493,392
19171,14429,724,6484,735
19127,33042,2543,14114,2273
19147,6825,247,3197,184
19041,12474,485,5842,309
19157,15912,822,7369,355
19189,7905,313,3533,524
19135,5120,245,2300,275
19063,7095,453,3189,263
19093,4659,164,2068,359
19151,5167,205,2387,188
19101,12371,874,5443,611
19025,8594,316,4002,271
19039,6608,347,2806,647
19085,10098,525,4636,304
19069,7731,293,3564,312
19023,12649,418,5936,361
19133,6723,322,3124,153
19137,7756,397,3437,485
19143,4050,132,1874,170
19185,3926,252,1763,148
19177,4165,189,1907,163
,80,5,35,6
