County,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,207108,37334,27785,368,334,34
Linn,90337,15419,11473,215,202,13
Scott,65885,12819,8731,116,110,6
Johnson,61388,10310,8117,42,39,3
Black Hawk,54486,11802,9235,184,172,12
Woodbury,47186,11385,9242,145,136,9
Dubuque,45854,9940,7895,123,116,7
Story,43495,7379,5562,22,21,1
Dallas,40634,7094,5293,60,50,10
Pottawattamie,37257,7395,5018,73,67,6
Warren,20850,3248,2197,24,22,2
Cerro Gordo,18689,3978,2714,49,42,7
Webster,17694,4033,2925,48,42,6
Clinton,16730,3735,2649,48,44,4
Des Moines,16459,3243,2356,26,23,3
Muscatine,16367,3286,2295,63,57,6
Marshall,16056,3745,2999,53,50,3
Jasper,13331,2494,1813,48,46,2
Wapello,12727,2835,2118,87,85,2
Sioux,12536,4051,3272,38,37,1
Buena Vista,12281,3355,2732,18,15,3
Lee,12039,2536,1668,20,16,4
Marion,11519,2299,1670,32,27,5
Plymouth,10664,3094,2365,40,34,6
Boone,10075,1620,1108,14,12,2
Benton,9800,1858,1366,28,25,3
Carroll,9084,2145,1701,22,16,6
Bremer,9044,2123,1543,32,29,3
Washington,8923,1617,1080,23,22,1
Pending Investigation,8811,605,312,0,0,0
Henry,8706,2285,1631,19,19,0
Dickinson,8207,1564,1109,12,10,2
Jones,7889,2463,1944,32,32,0
Mahaska,7779,1455,1051,31,29,2
Winneshiek,7385,1194,757,15,13,2
Buchanan,7267,1318,926,15,14,1
Crawford,7103,1916,1601,16,13,3
Jackson,6915,1662,1260,23,22,1
Fayette,6904,1184,811,14,13,1
Cedar,6902,1237,837,15,14,1
Tama,6605,1623,1320,55,53,2
Poweshiek,6517,1098,827,21,20,1
Wright,6471,1399,1031,10,8,2
Clay,6447,1396,897,10,7,3
Hardin,6443,1313,904,20,18,2
Iowa,6280,1053,744,19,19,0
Delaware,6269,1541,1211,26,25,1
Mills,6257,1185,853,11,11,0
Floyd,6025,1190,780,23,17,6
Kossuth,5963,1357,777,22,21,1
Hamilton,5817,1299,797,21,21,0
Jefferson,5643,842,508,12,11,1
Madison,5547,827,569,8,7,1
Clayton,5339,1252,870,24,20,4
Butler,5326,1151,792,12,11,1
Union,5277,938,558,10,10,0
O'Brien,5203,1447,1088,43,39,4
Harrison,5011,1232,896,49,46,3
Page,4816,1269,1049,10,10,0
Cass,4814,914,644,35,33,2
Winnebago,4753,1020,743,26,22,4
Allamakee,4601,1003,615,18,15,3
Cherokee,4547,1081,640,14,12,2
Hancock,4533,1013,678,21,18,3
Appanoose,4524,872,608,33,33,0
Calhoun,4402,1129,880,8,8,0
Grundy,4370,934,661,14,12,2
Guthrie,4361,842,617,22,17,5
Mitchell,4307,899,584,19,19,0
Louisa,4276,959,708,22,18,4
Sac,4247,965,655,9,9,0
Chickasaw,4130,959,766,9,8,1
Shelby,4025,852,626,19,19,0
Franklin,3906,806,570,17,16,1
Emmet,3852,873,619,23,22,1
Humboldt,3725,856,564,12,10,2
Palo Alto,3560,735,509,2,2,0
Lyon,3545,1138,805,21,19,2
Clarke,3456,546,427,6,6,0
Greene,3302,581,410,6,6,0
Howard,3287,617,395,15,11,4
Montgomery,3219,602,356,13,12,1
Keokuk,3126,717,427,16,16,0
Monona,2904,500,347,12,11,1
Pocahontas,2845,638,442,4,4,0
Adair,2775,509,347,16,12,4
Worth,2751,421,268,2,2,0
Lucas,2717,391,276,6,6,0
Decatur,2553,373,271,2,2,0
Ida,2489,631,394,17,16,1
Davis,2365,566,370,12,11,1
Monroe,2329,497,363,15,15,0
Fremont,2083,421,322,5,3,2
Van Buren,2077,419,303,11,10,1
Taylor,2016,496,384,8,7,1
Osceola,1937,589,444,5,5,0
Audubon,1907,327,251,6,6,0
Ringgold,1818,306,143,5,5,0
Wayne,1708,334,259,21,17,4
Adams,1187,211,138,2,2,0
