RECIP_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19057,13345,12609,736
19013,54874,50078,4796
19155,32064,30124,1940
19103,78935,74690,4245
19153,212408,201551,10857
19113,104541,97112,7429
19183,8941,8333,608
19163,62541,58048,4493
19123,6706,6013,693
19015,11914,11290,624
19049,40882,38807,2075
19187,13991,12920,1071
19179,11694,9708,1986
19169,43816,41437,2379
19099,14420,13201,1219
19181,20808,19730,1078
19193,36681,32540,4141
19111,11394,10154,1240
19087,7517,6198,1319
19127,16821,14529,2292
19161,3866,3578,288
19031,8121,7518,603
19115,3990,3028,962
19075,5640,5239,401
19125,12224,10211,2013
19145,5740,5342,398
19007,4141,3769,372
19067,6011,5593,418
19033,18736,17346,1390
19101,6158,5529,629
19079,6746,6121,625
19107,3460,3197,263
19139,17763,14260,3503
19129,5077,4826,251
19029,5509,5213,296
19109,5891,5405,486
19121,6193,5916,277
19167,10669,9138,1531
19081,3919,3514,405
19021,8505,5825,2680
19027,9357,8423,934
19061,46709,45199,1510
19051,2358,2227,131
19149,9538,7582,1956
19157,7875,7495,380
19165,5109,4918,191
19073,3644,3187,457
19133,3356,3183,173
19117,2804,2452,352
19041,6200,5880,320
19135,2596,2317,279
19017,11003,10055,948
19043,6594,6067,527
19005,4950,4759,191
19071,2331,2158,173
19059,7617,7400,217
19053,2260,2042,218
19045,16828,15630,1198
19019,8161,7628,533
19147,3420,3226,194
19063,3487,3218,269
19047,6311,5079,1232
19159,1888,1853,35
19189,4092,3559,533
19141,5255,4801,454
19105,9030,8149,881
19143,2084,1905,179
19025,4321,4048,273
19185,1923,1771,152
19069,3919,3600,319
19171,7340,6590,750
19095,7383,6784,599
19085,4962,4653,309
19055,6740,5965,775
19077,4521,4230,291
19175,4461,4242,219
19119,3270,3121,149
19097,7752,7429,323
19177,2104,1939,165
19003,1381,1338,43
19091,3535,3201,334
19037,4837,4216,621
19191,9363,8564,799
19197,5251,4397,854
19065,7950,7448,502
19039,3495,2834,661
19001,2573,2294,279
19011,10608,9805,803
19173,2132,2078,54
19137,3978,3486,492
19009,2457,2324,133
19131,3883,3730,153
19035,4537,4206,331
19083,6946,6117,829
19195,2785,2628,157
,42,36,6
19093,2452,2089,363
19023,6341,5974,367
19151,2583,2393,190
19089,3420,3017,403
