County,Two-Dose Series Initiated,Two-Dose Series Completed,Single-Dose Series Completed,Total Doses Administered
Polk,47631,87684,1159,225572
Linn,24988,45375,3529,118257
Scott,20313,28944,1048,80189
Johnson,16196,41253,363,99519
Black Hawk,15022,28773,2442,75192
Dubuque,13620,23966,319,61861
Story,10760,16324,396,43680
Pottawattamie,10134,19202,3648,53003
Woodbury,9775,18391,1316,47422
Dallas,8043,12048,1057,32628
Cerro Gordo,7074,10866,1019,29692
Clinton,5466,5442,168,16512
Webster,5161,6303,500,18256
Fayette,4869,2896,200,10841
Cass,4748,2977,0,10710
Des Moines,4356,8433,299,21346
Warren,4161,6413,101,16802
Muscatine,4097,4410,1293,14196
Marion,4060,4302,2718,15366
Lee,3727,4909,258,13965
Marshall,3645,3876,1778,13139
Bremer,3402,5658,110,14786
Wapello,3294,4856,0,13008
Boone,3185,4143,97,11519
Jasper,2978,5707,101,14246
Winneshiek,2776,2702,1,8176
Allamakee,2742,1992,0,6726
Sioux,2619,4521,1340,12994
Jefferson,2610,2278,95,7259
Poweshiek,2501,2867,0,8232
Clay,2385,4285,0,10882
Henry,2342,2518,104,7499
Hamilton,2219,2523,0,7279
Mahaska,2215,2673,0,7549
Mitchell,2212,1465,0,5144
Emmet,2154,1346,1,4869
Clarke,2141,908,1107,5045
Clayton,2123,2726,0,7573
Dickinson,2096,3307,0,8696
Washington,2049,2431,1,6910
Madison,2029,2436,0,6901
Benton,2012,3101,0,8217
Tama,2000,2975,650,8476
Kossuth,1938,2558,0,7050
Buchanan,1911,2585,0,7070
Floyd,1888,2548,145,7114
Appanoose,1883,1582,0,5035
Cedar,1855,2661,0,7171
Carroll,1839,3852,600,10168
Hardin,1836,2391,70,6676
Wright,1760,1870,1323,6799
Page,1742,3038,95,7906
Crawford,1700,2468,1267,7892
Shelby,1656,2293,33,6273
Calhoun,1643,1679,0,4999
Buena Vista,1596,2927,2437,9947
Mills,1590,2172,0,5929
O'Brien,1554,2499,0,6563
Grundy,1502,1942,0,5388
Decatur,1469,908,0,3257
Plymouth,1436,3777,2513,11503
Franklin,1411,1414,0,4234
Union,1396,1786,0,4967
Guthrie,1368,1551,0,4453
Davis,1318,1215,1477,5214
Jackson,1317,4323,0,9954
Jones,1291,2383,0,6102
Palo Alto,1277,1451,0,4179
Delaware,1243,1931,100,5201
Cherokee,1224,2157,80,5618
Winnebago,1223,1359,0,3938
Lucas,1193,1150,96,3579
Butler,1116,1957,0,5031
Sac,1049,1647,0,4343
Wayne,1016,1356,0,3729
Humboldt,1006,1196,0,3395
Lyon,971,1292,0,3551
Louisa,946,1506,1389,5338
Harrison,943,1563,0,4070
Iowa,890,2450,0,5787
Greene,883,1275,100,3531
Adams,857,729,0,2312
Monroe,851,1333,99,3609
Taylor,840,1117,0,3072
Adair,835,845,0,2514
Chickasaw,828,1282,0,3388
Hancock,736,1497,0,3727
Ringgold,671,979,0,2616
Montgomery,627,1439,99,3605
Audubon,617,993,0,2603
Howard,599,921,0,2439
Worth,507,799,0,2101
Monona,487,1017,0,2514
Fremont,476,805,0,2086
Van Buren,447,627,0,1700
Pocahontas,438,908,95,2348
Osceola,432,733,0,1899
Ida,420,898,0,2220
Keokuk,414,775,0,1963
Out of State,293,4254,0,8352
