RECIP_ADDRESS_COUNTY,RECIP_ID,First Dose Given (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),2-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),1-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd)
19153,531753,24915,246104,14630
19161,8357,283,3850,374
19027,20278,585,9309,1075
19013,127862,5053,58558,5693
19017,24835,801,11460,1114
19019,18777,666,8722,667
19103,180488,5405,84948,5187
19195,6323,190,2968,197
19033,43671,1743,20043,1842
19081,8529,255,3891,492
19169,102923,4029,47946,3002
19139,39135,1562,16641,4291
19165,11353,323,5388,254
19009,5472,136,2586,164
19191,20589,518,9576,919
19065,17768,635,8253,627
19061,105197,2871,50209,1908
19147,7509,228,3517,247
19183,20542,747,9519,757
19003,3235,126,1518,73
19173,4808,144,2290,84
19041,14040,472,6579,410
19125,27263,1138,11935,2255
19123,15358,660,6922,854
19157,18103,632,8496,479
19099,35096,1403,16004,1685
19073,8263,317,3703,540
19113,246727,8910,114375,9067
19049,100848,4222,46987,2652
19193,85689,4480,38237,4735
19171,16463,717,7424,898
19109,13124,427,6052,593
19187,33550,1395,15322,1511
19011,24184,901,11165,953
19141,11420,339,5261,559
19045,39972,1618,18401,1552
19067,13688,516,6279,614
19189,8835,285,3978,594
19131,8700,285,4092,231
19029,12511,399,5859,394
19135,5825,186,2639,361
19127,39546,1653,17498,2897
19063,7829,434,3533,329
19159,4303,123,2067,46
19163,151045,6515,69451,5628
19115,8449,342,3508,1091
19149,20154,710,8650,2144
19059,17092,587,8103,299
19093,5287,194,2330,433
19015,28260,990,13217,836
19075,12580,576,5725,554
19091,7799,292,3553,401
19151,5778,177,2679,243
19055,14730,545,6647,891
19101,14447,648,6527,745
19005,11207,447,5261,238
19181,50224,2205,23244,1531
19025,9462,264,4412,374
19083,15067,550,6755,1007
19069,8763,338,4013,399
19023,14157,467,6603,484
19133,7491,260,3482,267
19085,11265,571,5156,382
19137,8833,435,3925,548
19111,26181,1085,11682,1732
19037,10357,335,4632,758
19197,11403,374,5030,969
19179,26444,1158,11399,2488
19121,14584,570,6817,380
19095,16675,593,7666,750
19143,4474,107,2064,239
19051,5467,212,2537,181
19047,13641,565,5855,1366
19145,13080,624,5953,550
19043,13899,363,6469,598
19057,32333,1629,14869,966
19007,9419,410,4279,451
19107,7731,260,3574,323
19077,10488,403,4852,381
19129,12358,566,5744,304
19021,17777,962,6878,3059
19087,16494,706,7055,1678
19053,5139,228,2327,257
19097,17348,532,8201,414
19155,79578,4027,36657,2237
19079,15164,507,6969,719
19035,9991,385,4601,404
19001,5849,247,2632,338
19175,10449,450,4850,299
19167,22982,807,10200,1775
19089,7514,291,3358,507
19119,7035,159,3332,212
19185,4424,157,2037,193
19039,7871,376,3376,743
19117,6258,223,2803,429
19031,18427,580,8572,703
19071,5198,188,2405,200
19177,4682,178,2133,238
19105,19986,611,9135,1105
,76,8,32,4
