ADMIN_ADDRESS_COUNTY,RECIP_ID,First Dose Given (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),2-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),1-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd)
19153,523648,21178,244931,13005
19021,17821,639,6747,3589
19027,20646,479,9438,1116
19049,89634,3034,42748,2474
19181,35060,1123,16542,1015
19013,141288,4290,65306,6172
19033,52253,1783,24222,1955
19169,101889,4184,47840,2810
19195,3466,40,1714,1
19083,13673,204,6034,1344
19189,8390,208,3830,504
19155,95702,3808,43055,4865
19139,32903,1011,13403,4964
19009,4123,22,2000,101
19005,11398,286,5494,117
19099,28853,705,13599,1151
19103,185789,5593,88157,4272
19017,25901,764,11942,1258
19065,21123,443,9869,927
19061,122058,2872,58590,2202
19041,16730,460,8016,294
19147,6830,153,3250,151
19193,91804,3774,41769,4914
19003,3556,72,1642,10
19173,4489,71,2184,21
19175,10035,310,4753,312
19067,13720,244,6198,1063
19063,10120,542,4537,384
19035,9618,205,4561,284
19123,15510,446,7223,572
19183,15108,474,7040,550
19179,25273,761,11732,927
19073,9429,186,4331,508
19113,251320,7132,118330,8788
19019,12783,258,6094,339
19101,15863,567,7164,974
19127,30480,986,13357,2896
19109,12446,318,5797,495
19187,35926,1270,16524,1346
19037,5949,103,2755,343
19011,15580,363,7373,464
19045,34971,1263,16024,1589
19081,6724,74,2965,719
19131,8945,147,4311,156
19029,21079,426,9999,429
19135,6735,138,3133,299
19059,15535,445,7418,255
19159,4239,62,2058,6
19163,168730,6232,77499,6267
19125,28303,707,11708,4037
19149,17191,365,6907,2970
19015,23032,551,10980,575
19141,10919,240,5159,351
19091,8463,209,3855,395
19151,3954,64,1867,152
19055,9986,198,4524,775
19031,12670,217,6101,281
19167,22690,499,9755,2672
19143,3175,32,1484,177
19161,6580,88,3211,51
19069,7208,119,3414,252
19133,4471,72,2102,211
19075,9637,283,4469,404
19171,17702,536,8052,984
19137,7173,283,3146,579
19111,26270,827,11631,1943
19197,11443,246,4749,1718
19047,13808,312,5940,1592
19077,9022,171,4282,267
19093,3725,76,1575,502
19051,8175,158,3148,1663
19025,8455,78,4081,182
19145,14596,597,6561,845
19057,37286,1642,17440,719
19007,9063,259,4116,480
19157,18699,447,8956,431
19191,17348,508,7908,1055
19023,7863,86,3790,177
19087,16639,446,7103,1935
19001,4748,118,2172,333
19079,14348,220,6781,409
19095,12037,199,5598,621
19119,6065,107,2935,77
19043,12735,172,5927,664
19117,7296,155,3324,403
19039,9834,235,4110,1365
19107,3299,33,1584,100
19165,11685,232,5635,141
19185,6391,163,2869,382
19115,7992,147,3162,1532
19053,5987,154,2807,123
19177,3008,73,1407,119
19121,14048,274,6770,161
19085,7033,233,3266,255
,10374,246,5210,1
19105,13299,227,6058,904
19097,16267,273,7874,259
19129,12146,488,5740,150
19089,4528,103,2128,186
19071,3346,62,1593,98
