County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,654429,62164,52078,595,530,65
Linn,275058,21371,19224,328,293,35
Black Hawk,204198,16801,14756,306,283,23
Johnson,200068,14577,13135,80,75,5
Scott,197548,19850,17164,234,214,20
Dubuque,179589,14174,12283,202,188,14
Story,155280,10925,9669,47,41,6
Woodbury,138950,15965,13800,219,201,18
Dallas,121837,12061,10241,96,84,12
Pottawattamie,113382,11568,9827,158,140,18
Marshall,78883,5114,4611,74,66,8
Cerro Gordo,72739,5545,4949,86,72,14
Warren,72190,5929,5131,86,76,10
Webster,66033,5337,4900,90,76,14
Clinton,59442,5742,4975,89,77,12
Des Moines,53490,4706,4253,64,53,11
Muscatine,52049,4820,4204,96,87,9
Lee,51702,3896,3581,55,42,13
Jasper,49161,4386,3864,70,65,5
Wapello,45003,4585,3999,120,116,4
Buena Vista,43222,4845,4098,40,36,4
Sioux,42345,5169,4758,73,70,3
Boone,42302,2730,2434,31,29,2
Poweshiek,40755,1591,1469,33,30,3
Marion,40159,3727,3394,75,64,11
Washington,38839,2629,2364,49,45,4
Bremer,37364,2915,2664,60,51,9
Winneshiek,36544,1988,1814,33,28,5
Plymouth,36401,4215,3645,79,71,8
Benton,35548,2638,2384,55,44,11
Carroll,34930,2971,2664,50,43,7
Henry,34698,2996,2770,37,36,1
Fayette,33930,1902,1762,41,36,5
Hardin,32890,1902,1679,42,34,8
Tama,31380,2181,1965,69,65,4
Mahaska,29401,2326,2115,49,44,5
Buchanan,29398,1969,1757,31,26,5
Cedar,29249,1897,1726,23,21,2
Clay,28393,2170,1861,25,20,5
Iowa,28379,1507,1393,24,22,2
Butler,28232,1702,1558,34,30,4
Crawford,26360,2845,2524,39,34,5
Delaware,26340,2033,1831,39,35,4
Dickinson,25205,2535,2045,43,37,6
Kossuth,24889,2217,1943,61,54,7
O'Brien,24734,2090,1797,59,54,5
Jones,24701,3026,2807,55,51,4
Jackson,24546,2290,2070,42,39,3
Floyd,24250,1706,1451,42,32,10
Clayton,23760,1738,1556,55,46,9
Hamilton,22490,1952,1698,49,45,4
Mills,20620,1726,1491,20,17,3
Page,20433,1944,1797,20,18,2
Allamakee,20348,1540,1411,51,41,10
Harrison,20292,1864,1610,73,69,4
Cherokee,20105,1656,1444,38,30,8
Hancock,20084,1517,1351,34,27,7
Wright,20027,1847,1720,35,28,7
Cass,19889,1413,1259,54,48,6
Jefferson,19634,1420,1264,35,29,6
Madison,19564,1652,1453,19,15,4
Sac,18912,1328,1188,19,19,0
Franklin,18734,1219,1076,21,19,2
Grundy,18552,1422,1296,32,27,5
Palo Alto,17636,1140,1005,22,20,2
Calhoun,17608,1379,1293,11,11,0
Guthrie,17472,1244,1084,28,23,5
Monona,17430,857,749,30,28,2
Mitchell,17050,1363,1191,41,38,3
Appanoose,17044,1427,1192,47,43,4
Chickasaw,16686,1284,1193,15,13,2
Winnebago,16654,1451,1286,31,26,5
Louisa,16508,1324,1192,48,41,7
Union,16369,1313,1171,32,26,6
Howard,16166,1066,981,22,18,4
Shelby,16159,1308,1148,35,32,3
Emmet,16152,1332,1116,40,38,2
Keokuk,14935,1010,901,30,30,0
Lyon,14917,1536,1430,41,37,4
Humboldt,14848,1222,1120,26,23,3
Greene,14250,809,728,10,10,0
Montgomery,13659,1070,934,37,35,2
Clarke,12744,1037,939,23,22,1
Pocahontas,12285,875,794,21,21,0
Worth,12220,735,664,8,7,1
Ida,11910,989,807,33,31,2
Adair,11900,958,792,32,22,10
Audubon,11448,509,465,9,8,1
Pending Investigation,11369,1023,930,0,0,0
Davis,10549,866,748,24,23,1
Decatur,10058,602,573,9,9,0
Ringgold,9309,552,497,22,18,4
Monroe,9302,967,878,28,21,7
Lucas,8918,778,710,22,18,4
Osceola,8186,757,671,16,13,3
Taylor,8177,669,632,12,10,2
Van Buren,8047,576,521,18,15,3
Fremont,6982,631,554,10,8,2
Wayne,6470,555,463,23,18,5
Adams,5287,329,316,4,4,0
