ADMIN_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19169,25385,24461,924
19163,49445,45529,3916
19057,12170,11637,533
19013,44559,40061,4498
19083,4904,3761,1143
19099,8000,7505,495
19147,2459,2377,82
19067,4546,3833,713
19109,4344,3970,374
19063,3244,2948,296
19153,124838,118135,6703
19127,9057,6549,2508
19081,2592,2040,552
19139,11414,7316,4098
19193,27484,24739,2745
19103,54290,51550,2740
19091,2263,1948,315
19101,5483,4729,754
19167,8740,6406,2334
19149,7303,4525,2778
19047,5256,3798,1458
19049,19454,17990,1464
19179,7684,7248,436
19171,5431,4491,940
19143,1159,1039,120
19055,3447,2850,597
19017,9024,8072,952
19065,7904,7096,808
19187,10397,9568,829
19021,7325,4165,3160
19035,3210,3040,170
19197,4756,3276,1480
19145,4554,3928,626
19125,10794,7118,3676
19113,69404,62698,6706
19033,17219,16085,1134
19015,6943,6664,279
19079,4473,4148,325
19151,1333,1203,130
19155,31334,27041,4293
19037,2251,1953,298
19029,7408,7180,228
19135,2255,2056,199
19117,2175,1869,306
19039,4108,2859,1249
19189,2670,2283,387
19095,3632,3166,466
19087,4812,4258,554
19041,6022,5972,50
19181,9460,8989,471
19031,4288,4087,201
19119,1976,1951,25
19137,2368,1869,499
19023,2854,2789,65
19061,36540,35464,1076
19129,3243,3158,85
19195,1159,1159,0
19165,3565,3527,38
19045,9898,8857,1041
19157,4552,4414,138
19107,1177,1077,100
19115,3751,2258,1493
19069,2497,2322,175
19183,4248,3868,380
19043,4895,4325,570
19123,4370,4121,249
19111,8544,7393,1151
19007,3311,2937,374
19027,5912,5144,768
19005,4215,4170,45
19073,2389,2054,335
19173,1756,1756,0
,4255,4255,0
19133,1478,1373,105
19011,4801,4445,356
19141,3915,3690,225
19105,3803,3198,605
19121,3968,3890,78
19089,1371,1284,87
19025,3048,2948,100
19097,5257,5135,122
19001,1736,1483,253
19077,2660,2484,176
19075,3123,2924,199
19159,1487,1487,0
19003,1241,1241,0
19185,2179,1847,332
19175,2798,2684,114
19053,2067,1962,105
19191,5314,4801,513
19019,4117,3927,190
19131,3350,3350,0
19085,2334,2147,187
19051,3643,2066,1577
19071,1210,1139,71
19093,1544,1183,361
19009,1547,1451,96
19059,4788,4673,115
19177,983,914,69
19161,2401,2401,0
