RECIP_ADDRESS_COUNTY,RECIP_ID,First Dose Given (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),2-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),1-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd)
19153,511336,19682,239078,13498
19161,8100,180,3788,344
19027,19678,436,9109,1024
19013,123177,3812,56946,5473
19017,24037,651,11159,1068
19019,18045,456,8473,643
19103,176813,4615,83621,4956
19195,6109,151,2882,194
19033,42038,1289,19497,1755
19081,8256,168,3808,472
19169,100328,3493,47012,2811
19139,37830,1251,16205,4169
19165,11013,239,5271,232
19009,5329,78,2548,155
19191,20148,445,9402,899
19065,17202,479,8060,603
19061,102331,2170,49178,1805
19147,7327,189,3452,234
19183,19892,563,9304,721
19003,3126,84,1490,62
19173,4661,122,2231,77
19041,13619,366,6423,407
19125,26221,830,11621,2149
19123,14743,470,6725,823
19157,17583,482,8317,467
19099,33822,988,15613,1608
19073,7994,241,3616,521
19113,238752,6659,111750,8593
19049,97186,3247,45745,2449
19193,81711,3452,36794,4671
19171,15941,507,7283,868
19109,12802,333,5951,567
19187,32360,1193,14876,1415
19011,23279,599,10884,912
19045,38593,1423,17846,1478
19067,13198,365,6132,569
19189,8591,242,3882,585
19131,8388,163,4005,215
19029,12123,326,5716,365
19135,5635,161,2574,326
19127,38116,1258,17078,2702
19063,7614,360,3470,314
19159,4180,94,2023,40
19115,8092,266,3384,1058
19163,145605,5088,67567,5383
19149,19502,566,8406,2124
19059,16604,464,7931,278
19093,5110,124,2286,414
19015,27350,785,12899,767
19141,11130,240,5179,532
19075,12107,392,5609,497
19091,7515,198,3469,379
19151,5602,127,2625,225
19055,14200,331,6511,847
19101,13959,508,6365,721
19005,10757,310,5108,231
19181,48391,1706,22649,1387
19025,9201,232,4309,351
19083,14542,349,6630,933
19069,8461,246,3917,381
19023,13700,330,6461,448
19133,7278,192,3422,242
19085,10857,393,5050,364
19137,8486,322,3816,532
19111,25131,732,11397,1605
19037,10007,241,4526,714
19197,10981,289,4885,922
19179,25399,808,11086,2419
19121,14046,420,6639,348
19143,4385,83,2039,224
19051,5260,170,2462,166
19047,13068,356,5693,1326
19145,12618,474,5802,540
19043,13581,254,6371,585
19057,30852,1309,14316,911
19007,9098,293,4189,427
19107,7466,174,3493,306
19077,10148,296,4754,344
19129,11966,421,5629,287
19021,16896,609,6637,3013
19087,15842,523,6852,1615
19079,14656,392,6790,684
19035,9656,250,4513,380
19001,5675,162,2594,325
19095,16133,430,7495,713
19167,22189,538,9971,1709
19089,7224,185,3281,477
19119,6867,124,3282,179
19185,4288,127,1991,179
19039,7464,264,3242,716
19155,76224,2889,35573,2189
19117,6083,152,2758,415
19031,17862,455,8367,673
19175,10071,334,4729,279
19071,5063,139,2363,198
19053,4924,159,2265,235
19177,4517,132,2083,219
19097,16788,381,8014,379
19105,19424,411,8981,1051
,88,7,38,5
