County,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,208037,37634,28202,371,337,34
Linn,90625,15489,11722,217,204,13
Scott,66332,12952,8920,118,112,6
Johnson,61657,10355,8256,43,39,4
Black Hawk,54633,11845,9349,189,177,12
Woodbury,47495,11467,9327,145,136,9
Dubuque,46068,10008,7961,125,118,7
Story,43615,7424,5631,23,21,2
Dallas,40826,7152,5378,60,50,10
Pottawattamie,37474,7475,5099,78,71,7
Warren,20957,3286,2254,25,23,2
Cerro Gordo,18792,4009,2784,49,42,7
Webster,17730,4052,2961,48,42,6
Clinton,16844,3765,2689,49,45,4
Des Moines,16538,3267,2374,26,23,3
Muscatine,16460,3308,2350,63,57,6
Marshall,16103,3757,3033,53,50,3
Jasper,13444,2544,1833,48,46,2
Wapello,12833,2863,2133,87,85,2
Sioux,12585,4067,3299,39,38,1
Buena Vista,12302,3370,2739,19,16,3
Lee,12126,2564,1685,20,16,4
Marion,11587,2324,1702,33,28,5
Plymouth,10701,3108,2388,40,34,6
Boone,10141,1642,1136,14,12,2
Benton,9841,1868,1386,31,28,3
Carroll,9122,2163,1719,25,19,6
Bremer,9076,2127,1573,35,32,3
Washington,8933,1631,1111,24,23,1
Pending Investigation,8850,616,336,0,0,0
Henry,8743,2301,1642,19,19,0
Dickinson,8233,1569,1112,12,10,2
Jones,7921,2475,1979,33,32,1
Mahaska,7804,1456,1066,31,29,2
Winneshiek,7426,1210,763,15,13,2
Buchanan,7296,1328,945,15,14,1
Crawford,7116,1925,1606,16,13,3
Jackson,6948,1673,1273,23,22,1
Fayette,6936,1188,823,14,13,1
Cedar,6932,1249,860,15,14,1
Tama,6628,1630,1330,55,53,2
Poweshiek,6540,1104,836,21,20,1
Wright,6513,1413,1039,11,9,2
Clay,6492,1409,914,10,7,3
Hardin,6481,1325,914,21,19,2
Iowa,6299,1064,762,19,19,0
Mills,6293,1198,873,11,11,0
Delaware,6283,1550,1227,27,26,1
Floyd,6054,1195,790,25,18,7
Kossuth,5994,1369,791,23,22,1
Hamilton,5841,1304,805,21,21,0
Jefferson,5670,847,529,13,12,1
Madison,5573,832,577,8,7,1
Clayton,5364,1260,883,25,21,4
Butler,5346,1154,805,15,14,1
Union,5306,944,566,11,11,0
O'Brien,5228,1458,1106,44,40,4
Harrison,5038,1252,908,49,46,3
Page,4848,1286,1050,10,10,0
Cass,4839,928,647,36,34,2
Winnebago,4776,1028,757,26,22,4
Allamakee,4629,1017,620,18,15,3
Hancock,4558,1022,684,21,18,3
Cherokee,4556,1083,653,15,13,2
Appanoose,4554,877,626,33,33,0
Calhoun,4414,1132,885,8,8,0
Grundy,4394,947,683,14,12,2
Guthrie,4367,843,618,22,17,5
Mitchell,4341,909,596,19,19,0
Louisa,4285,961,712,23,19,4
Sac,4259,971,665,10,10,0
Chickasaw,4147,963,769,9,8,1
Shelby,4032,857,631,20,20,0
Franklin,3939,816,580,17,16,1
Emmet,3876,883,626,23,22,1
Humboldt,3733,860,583,16,13,3
Palo Alto,3587,747,518,2,2,0
Lyon,3561,1140,821,21,19,2
Clarke,3469,551,435,6,6,0
Howard,3324,630,399,15,11,4
Greene,3316,585,418,6,6,0
Montgomery,3253,619,361,13,12,1
Keokuk,3143,723,437,18,18,0
Monona,2924,506,349,12,11,1
Pocahontas,2848,639,445,4,4,0
Adair,2787,511,350,16,12,4
Worth,2777,432,276,2,2,0
Lucas,2737,401,282,6,6,0
Decatur,2557,373,273,2,2,0
Ida,2497,636,396,17,16,1
Davis,2381,576,380,12,11,1
Monroe,2359,513,370,15,15,0
Fremont,2090,426,323,5,3,2
Van Buren,2085,419,311,11,10,1
Taylor,2030,499,386,8,7,1
Osceola,1942,590,448,5,5,0
Audubon,1911,328,255,6,6,0
Ringgold,1829,312,144,5,5,0
Wayne,1722,337,260,21,17,4
Adams,1189,212,142,2,2,0
