RECIP_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19197,5081,4277,804
19105,8622,7769,853
19113,99201,92060,7141
19139,17090,13701,3389
19125,11799,9853,1946
19163,60283,56124,4159
19013,53379,48801,4578
19155,30445,28588,1857
19011,10229,9453,776
19027,9195,8290,905
19061,45721,44337,1384
19169,41434,39238,2196
19195,2696,2557,139
19153,200004,189984,10020
19187,13707,12703,1004
19069,3802,3507,295
19179,11324,9381,1943
19157,7629,7294,335
19103,75807,71725,4082
19019,7907,7403,504
19165,5005,4829,176
19065,7775,7296,479
19127,15870,13619,2251
19015,11286,10723,563
19017,10697,9784,913
19183,8631,8041,590
19171,7098,6372,726
19045,16072,14958,1114
19111,10977,9837,1140
19049,38686,36771,1915
19033,18057,16803,1254
19083,6748,5956,792
19087,7091,5856,1235
19041,6053,5756,297
19079,6502,5902,600
19037,4743,4143,600
19077,4355,4089,266
19177,2052,1891,161
19091,3460,3145,315
19123,6441,5805,636
19181,19719,18749,970
19001,2523,2259,264
19059,7469,7261,208
19063,3407,3154,253
19101,5947,5357,590
19029,5357,5073,284
19119,3210,3073,137
19031,7867,7290,577
19189,3969,3476,493
19055,6563,5828,735
19071,2292,2124,168
19099,13733,12605,1128
19191,8938,8190,748
19075,5485,5116,369
19081,3770,3405,365
19095,7167,6619,548
19007,4050,3698,352
19073,3570,3132,438
19057,12947,12256,691
19193,35574,31604,3970
19121,5920,5663,257
19167,10421,8913,1508
19107,3334,3087,247
19175,4315,4118,197
19005,4775,4603,172
19047,6154,4945,1209
19023,6227,5874,353
19151,2523,2337,186
19035,4466,4145,321
19043,6468,5959,509
19145,5394,5001,393
19009,2439,2310,129
19149,9392,7465,1927
19137,3890,3410,480
19147,3348,3170,178
19067,5803,5428,375
19143,2031,1868,163
19161,3806,3527,279
19089,3302,2921,381
19051,2316,2195,121
19115,3868,2928,940
19021,8273,5637,2636
19003,1346,1312,34
19097,7598,7301,297
19109,5724,5291,433
19131,3792,3654,138
19173,2091,2040,51
19141,5158,4719,439
19053,2211,2011,200
19085,4797,4499,298
19135,2552,2282,270
19159,1852,1820,32
19093,2388,2032,356
19117,2722,2384,338
19129,4913,4687,226
19025,4247,3982,265
19133,3222,3070,152
19039,3417,2776,641
19185,1885,1740,145
,40,34,6
