Race,* Race Percent Vaccinated,Race
American Indian or Alaska Native,0.18927315357561548,American Indian or Alaska Native
Asian,0.4003851686301549,Asian
Black,0.22515904921743883,Black
Native Hawaiian or Other Pacific Islander,0.3936303080766028,Native Hawaiian or Other Pacific Islander
Other Race,0.5799812607024005,Other Race
White,0.4412545294290471,White
