RECIP_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19107,6918,277,3190,262
19183,18193,992,8297,606
19181,43249,2914,19642,1064
19163,129016,8736,57919,4452
19193,72983,4109,32389,4104
19103,162789,9421,74551,4235
19061,95403,3779,45065,1497
19105,17915,828,8094,878
19155,66771,4814,30014,1937
19001,5165,311,2287,278
19055,13182,518,5946,771
19013,110970,6254,49965,4778
19153,446984,35883,200180,10762
19169,91293,6469,41223,2359
19113,214424,14118,96493,7357
19139,33753,1885,14188,3488
19057,27528,1685,12557,732
19099,29734,2202,13157,1215
19097,15671,513,7419,322
19121,12762,696,5893,276
19049,85527,6377,38561,2055
19007,8356,463,3760,372
19149,17861,765,7572,1952
19111,22563,1119,10109,1229
19015,24546,1439,11245,622
19089,6661,231,3014,403
19035,9087,347,4204,331
19021,15012,716,5811,2676
19019,16473,739,7602,530
19127,33458,2492,14342,2285
19145,11677,614,5329,397
19087,14324,688,6166,1305
19075,11301,454,5224,397
19045,34202,1828,15598,1179
19081,7662,244,3508,402
19059,15578,639,7361,217
19079,13391,586,6092,620
19005,10108,408,4756,190
19191,18504,651,8528,797
19161,7653,225,3570,288
19115,7314,332,3011,961
19027,18480,728,8409,933
19023,12721,435,5962,365
19033,38040,2027,17318,1382
19147,6861,247,3211,191
19065,16020,651,7437,492
19029,11227,536,5199,296
19011,21337,1033,9751,798
19157,16080,746,7482,374
19151,5180,207,2392,190
19129,10547,701,4801,245
19071,4684,199,2157,171
19143,4073,126,1887,174
19077,9231,586,4180,286
19165,10312,322,4901,187
19083,13549,548,6087,826
19179,22598,1255,9683,1979
19101,12493,843,5512,626
19093,4696,157,2088,363
19167,20542,806,9103,1528
19091,6998,278,3194,331
19053,4545,263,2032,217
19125,23712,1332,10184,2011
19041,12627,585,5865,314
19017,22057,1037,10038,943
19043,12973,343,6052,524
19175,9178,502,4228,219
19187,28643,1806,12902,1051
19171,14613,714,6574,749
19123,13315,617,6002,692
19039,6673,364,2824,659
19173,4347,161,2066,54
19095,14815,688,6767,595
19009,4969,188,2324,133
19195,5604,207,2619,157
19003,2868,161,1333,42
19073,7272,448,3184,457
19109,11806,543,5391,481
19067,12089,521,5577,413
19189,7945,328,3543,529
19135,5142,237,2314,277
19063,7129,451,3205,267
19159,3880,159,1843,35
19141,10395,375,4784,452
19031,16367,776,7496,600
19025,8617,314,4013,273
19037,9307,312,4191,613
19131,7835,227,3727,152
19047,11841,514,5049,1229
19069,7771,276,3591,315
19133,6789,353,3133,169
19085,10126,527,4649,304
19137,7813,371,3476,490
19197,10084,457,4389,850
19177,4199,173,1931,165
19117,5535,288,2448,351
19051,4828,244,2227,130
19119,6559,172,3120,149
19185,3937,254,1766,151
,83,6,36,6
