ADMIN_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19123,13681,847,6236,318
19153,416033,47797,179911,8442
19017,23005,1402,10299,1033
19049,70370,8558,30721,1654
19103,159372,11202,72636,3339
19197,10118,418,4094,1532
19165,10747,371,5127,74
19155,80554,7271,33922,4494
19163,141962,9593,63246,4579
19141,9811,378,4586,251
19193,79576,4692,35599,4095
19113,209844,17778,93112,7159
19185,6060,251,2689,338
19169,83675,9989,36380,1852
19117,6566,297,2925,334
19171,14769,1169,6356,944
19181,30278,2764,13540,632
19055,8733,653,3718,666
19105,11107,1192,4603,662
19011,14072,790,6451,382
19025,7862,521,3593,135
19029,19664,559,9306,286
19127,24761,2651,9817,2548
19083,12433,403,5394,1199
19091,7856,304,3542,328
19191,14353,1209,6182,752
19005,10571,580,4964,65
19187,31100,2296,13822,923
19027,18176,1098,8033,882
19087,14079,1215,5800,1212
19033,45220,3041,20419,1273
19131,8147,415,3818,82
19175,8734,502,4078,170
19013,121927,7400,54617,4987
19161,6447,170,3115,32
19021,15238,784,5593,3176
19099,23785,2418,10486,576
19045,28732,2668,12418,1147
19125,25200,1454,9916,3777
19015,19891,1426,9087,360
19075,8662,464,3975,242
19023,7545,271,3577,113
19035,8743,407,4068,194
19085,6435,598,2814,202
19077,7911,506,3602,192
19179,21603,1385,9825,468
19095,10914,533,4933,499
19101,13624,1017,5897,804
19061,109315,4961,51519,1507
19047,12389,460,5204,1496
19149,15708,466,6199,2808
19019,11524,504,5403,219
19189,7578,303,3417,419
19057,32517,2229,14838,592
19157,16026,1225,7327,195
19147,6319,247,2968,100
19121,12757,692,5956,115
19089,3912,286,1764,114
19039,8822,368,3573,1305
19129,9941,768,4526,100
19043,12240,362,5617,611
19139,27376,2274,10382,4218
19031,11596,544,5422,231
19063,9436,667,4180,309
19173,4268,152,2043,6
19119,5708,292,2697,27
19167,20409,1030,8451,2462
19059,13994,669,6574,163
19109,11215,512,5134,381
19079,12853,734,5807,363
19001,4318,215,1937,293
19159,3888,174,1835,1
19111,22464,1411,9756,1279
19073,8584,355,3869,417
19137,6354,419,2693,518
19067,12185,620,5374,806
19081,6064,379,2546,593
19143,2889,136,1312,129
19065,19549,882,8898,845
19037,5456,297,2433,298
19041,15103,613,7210,110
19145,12705,1231,5406,632
,8447,250,4254,0
19133,3799,400,1648,116
19093,3393,177,1381,455
19053,5597,241,2583,105
19097,14547,838,6783,154
19009,3920,75,1874,101
19183,12929,979,5766,403
19151,3519,264,1561,130
19115,7491,291,2861,1499
19003,3380,118,1545,1
19071,3138,117,1471,78
19107,3031,187,1372,100
19007,8364,410,3723,420
19051,7738,188,2952,1618
19069,6626,274,3073,197
19135,5963,241,2739,215
19195,3195,164,1517,0
19177,2816,171,1280,84
