County,Two-Dose Series Initiated,Two-Dose Series Completed,Single-Dose Series Completed,Total Doses Administered
Polk,28079,256974,15240,556868
Linn,10286,122745,9587,264082
Scott,8233,80823,6701,177803
Johnson,6944,90678,4558,192548
Black Hawk,6130,68176,6386,149071
Woodbury,5610,44196,5059,98638
Pottawattamie,5488,44944,4982,101287
Story,5067,49517,3202,106529
Dallas,4625,44749,2810,95563
Dubuque,4100,60533,2398,127369
Cerro Gordo,2623,25259,2111,55327
Des Moines,2192,18389,771,39795
Clinton,1857,16927,1700,37494
Webster,1726,17320,1434,38037
Warren,1607,17076,1138,36726
Marshall,1444,14092,3216,32708
Muscatine,1370,14035,5223,34780
Lee,1330,12192,2175,28120
Wapello,1257,12266,1043,26955
Marion,1147,12164,4142,29768
Buena Vista,1080,7201,3632,19210
Jasper,1065,14096,1209,30260
Bremer,1000,12483,1441,27402
Sioux,830,10110,2787,23847
Page,799,6818,855,15319
Jefferson,773,7484,1003,16737
Carroll,755,9818,1236,21801
Winneshiek,736,8266,1070,18301
Henry,725,7393,2044,17603
Boone,719,11399,606,24050
Tama,676,8185,984,18119
Washington,675,7353,594,15989
Mahaska,673,7522,589,16353
Dickinson,663,7702,280,16353
Clay,659,8280,313,17467
Poweshiek,650,9209,464,19434
Emmet,622,4639,415,10443
Fayette,606,10123,960,21813
Mills,606,5891,171,12591
Cass,605,10222,468,21747
Crawford,595,6179,1608,14586
Plymouth,575,7165,2995,17935
Buchanan,532,6346,370,13585
Grundy,507,4580,506,10179
Jackson,505,8108,303,17007
Benton,499,7597,479,16172
Union,497,4953,352,10660
Delaware,476,4630,822,10521
Floyd,442,6401,1218,14474
Hardin,435,6204,1351,14269
Montgomery,435,3292,604,7649
Appanoose,434,4229,511,9493
Kossuth,418,5979,526,12942
Allamakee,410,5671,128,11898
Jones,404,6228,989,13894
Clarke,389,4298,1387,10384
Madison,384,6941,182,14526
Harrison,370,3306,271,7268
Hamilton,360,6974,420,14888
Shelby,354,5832,173,12224
O'Brien,353,5315,394,11380
Cherokee,347,4702,372,10130
Wright,341,4926,1807,11980
Cedar,327,6252,298,13097
Humboldt,307,3956,436,8808
Winnebago,293,3990,513,8803
Guthrie,279,4378,318,9377
Greene,274,4419,525,9708
Clayton,269,6000,669,12983
Mitchell,250,4457,191,9380
Out of State,240,5210,1,10381
Davis,236,3257,1692,8496
Iowa,232,5702,652,12308
Franklin,228,3483,271,7473
Lucas,221,3420,441,7592
Decatur,206,2881,136,6200
Howard,204,2194,220,4794
Palo Alto,200,3336,170,7068
Wayne,200,2918,407,6555
Louisa,179,3219,1562,8173
Monroe,177,3237,372,7056
Adair,169,2213,344,4893
Lyon,149,2999,110,6267
Chickasaw,146,2817,362,6133
Sac,141,3220,67,6670
Hancock,131,3015,743,6903
Ringgold,130,2114,6,4421
Ida,128,1600,530,3854
Monona,124,2146,231,4631
Taylor,118,2238,33,4655
Pocahontas,111,1905,178,4104
Butler,107,3823,193,7962
Calhoun,105,4091,208,8527
Fremont,102,1608,98,3416
Adams,86,1669,19,3633
Van Buren,71,1420,131,3044
Keokuk,66,1609,100,3382
Worth,63,1752,1,3565
Audubon,52,2026,101,4205
Osceola,52,1518,199,3286
