RECIP_ADDRESS_COUNTY,Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),2-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),1-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd)
19153,262760,248001,14759
19059,8457,8152,305
19161,4261,3879,382
19027,10442,9360,1082
19013,64660,58939,5721
19017,12664,11545,1119
19019,9474,8802,672
19103,90528,85301,5227
19195,3187,2990,197
19033,22057,20210,1847
19081,4407,3913,494
19169,51229,48196,3033
19139,21075,16768,4307
19165,5674,5415,259
19009,2756,2592,164
19191,10554,9630,924
19065,8941,8312,629
19061,52410,50492,1918
19147,3789,3542,247
19183,10326,9568,758
19003,1606,1533,73
19173,2390,2305,85
19041,7045,6633,412
19125,14309,12039,2270
19123,7843,6985,858
19157,9031,8541,490
19099,17807,16112,1695
19073,4271,3725,546
19113,124240,115137,9103
19049,50036,47361,2675
19193,43354,38610,4744
19171,8385,7479,906
19109,6671,6076,595
19187,16948,15432,1516
19011,12176,11215,961
19141,5843,5279,564
19045,20076,18513,1563
19067,6945,6329,616
19189,4592,3996,596
19131,4341,4110,231
19029,6303,5902,401
19135,3016,2653,363
19127,20515,17596,2919
19063,3882,3554,328
19159,2126,2080,46
19163,75672,70002,5670
19115,4643,3540,1103
19149,10846,8701,2145
19093,2783,2345,438
19015,14149,13308,841
19075,6364,5807,557
19091,3981,3580,401
19151,2954,2705,249
19055,7632,6741,891
19101,7325,6576,749
19005,5556,5317,239
19181,24988,23442,1546
19025,4819,4432,387
19083,7816,6807,1009
19069,4447,4041,406
19023,7130,6643,487
19133,3785,3516,269
19085,5570,5188,382
19137,4500,3951,549
19111,13542,11798,1744
19037,5432,4671,761
19197,6040,5067,973
19179,13994,11496,2498
19121,7270,6884,386
19095,8467,7715,752
19143,2311,2071,240
19051,2738,2554,184
19047,7273,5900,1373
19155,39272,37026,2246
19145,6553,6002,551
19043,7099,6500,599
19057,16012,15021,991
19007,4764,4308,456
19107,3924,3600,324
19077,5269,4884,385
19129,6105,5801,304
19021,10215,6954,3261
19087,8837,7132,1705
19053,2608,2349,259
19097,8671,8255,416
19079,7749,7026,723
19035,5042,4635,407
19001,2984,2645,339
19175,5194,4887,307
19167,12058,10277,1781
19089,3892,3378,514
19119,3562,3347,215
19185,2242,2047,195
19039,4148,3403,745
19117,3250,2818,432
19031,9345,8639,706
19071,2625,2425,200
19177,2385,2144,241
19105,10321,9208,1113
,34,30,4
