County,Two-Dose Series Initiated,Two-Dose Series Completed,Single-Dose Series Completed,Total Doses Administered
Polk,72855,129928,6747,340397
Linn,30259,70934,6706,177533
Johnson,21152,55644,2758,135333
Scott,17311,50545,3925,123445
Story,14821,26566,924,68650
Black Hawk,14752,44149,4522,107856
Dubuque,13865,40235,1105,95329
Dallas,13667,21596,1467,57468
Woodbury,8465,29022,2757,68838
Pottawattamie,6509,30204,4293,72190
Warren,5873,9776,474,25552
Cerro Gordo,5250,17204,1134,40785
Marshall,4461,7063,2509,21047
Clinton,4152,9972,1043,25184
Jasper,3920,8218,495,20571
Muscatine,3907,7880,4098,23820
Des Moines,3664,12540,539,29224
Webster,3593,11524,829,27595
Marion,2925,8048,3677,22694
Boone,2838,7120,279,17276
Poweshiek,2822,5306,138,13462
Wapello,2673,7914,436,18954
Lee,2649,8024,1152,20060
Bremer,2635,8637,952,20835
Carroll,2277,6702,768,16470
Tama,2274,4740,940,12592
Iowa,2142,3275,467,9155
Cass,2108,7677,228,17753
Jones,2078,3452,605,9624
Sioux,2059,7037,2345,18488
Fayette,2027,7525,809,17867
Mahaska,2019,4711,249,11709
Washington,1989,4384,380,11134
Henry,1910,4525,577,11568
Madison,1895,4486,78,10940
Jackson,1876,5531,122,13042
Dickinson,1872,5147,115,12277
Page,1805,4444,627,11320
Winneshiek,1790,5058,514,12463
Hamilton,1756,4492,325,11139
Emmet,1626,3092,297,8189
Mills,1556,3599,85,8844
Greene,1485,2734,335,7263
Floyd,1470,4285,713,10739
Buena Vista,1464,4589,3160,13893
Hardin,1435,4190,1143,10950
Plymouth,1422,5081,2778,14371
Buchanan,1404,4388,190,10355
Union,1377,3033,114,7437
Cedar,1370,4436,201,10416
Shelby,1359,3983,38,9391
Jefferson,1321,5048,754,12177
Benton,1283,4967,357,11581
Crawford,1264,4205,1458,11140
Kossuth,1168,4299,376,10150
Guthrie,1131,2813,176,6922
Clayton,1086,4794,571,11243
Clay,1050,6558,50,14180
Lucas,1031,2165,306,5664
Winnebago,1010,2624,387,6660
Delaware,951,3122,599,7785
Harrison,942,2379,187,5884
Grundy,941,3332,200,7813
Cherokee,905,3409,170,7888
O'Brien,850,3987,225,9055
Wayne,845,2103,332,5405
Wright,844,3496,1481,9295
Clarke,835,3003,1249,8060
Calhoun,821,3257,100,7444
Butler,820,2952,65,6793
Montgomery,801,2123,499,5558
Allamakee,790,4602,45,10009
Appanoose,768,3271,374,7719
Lyon,693,2142,25,4998
Davis,676,2448,1578,7135
Louisa,661,2406,1493,6936
Sac,657,2605,0,5872
Monroe,653,2264,199,5378
Decatur,631,2181,105,5120
Chickasaw,626,2059,298,5036
Humboldt,599,3208,315,7402
Hancock,594,2203,552,5552
Palo Alto,534,2577,82,5804
Franklin,520,2788,175,6267
Mitchell,518,3609,0,7749
Howard,507,1491,87,3564
Pocahontas,483,1325,130,3263
Monona,394,1477,105,3439
Worth,390,1251,0,2888
Ringgold,377,1580,0,3564
Adair,367,1678,254,3946
Adams,358,1365,0,3167
Van Buren,338,1084,69,2574
Audubon,331,1590,96,3604
Keokuk,324,1178,100,2780
Fremont,306,1237,73,2856
Taylor,282,1821,0,3986
Out of State,255,4255,0,8409
Osceola,246,1153,120,2672
Ida,204,1266,361,3100
