County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,737880,65476,56953,636,558,78
Linn,310494,22540,20504,338,302,36
Scott,228405,21700,19767,244,220,24
Black Hawk,225542,17468,15502,310,287,23
Johnson,223718,15466,14372,85,77,8
Dubuque,203764,14781,13144,210,194,16
Story,169265,11461,10551,48,42,6
Woodbury,154124,16519,14914,229,210,19
Dallas,135140,12613,11074,99,85,14
Pottawattamie,126018,12327,10951,173,150,23
Marshall,86337,5231,4755,76,68,8
Warren,82598,6328,5680,90,80,10
Cerro Gordo,82056,5951,5297,90,75,15
Webster,72064,5423,5030,94,79,15
Clinton,68371,6084,5462,93,79,14
Des Moines,60348,5037,4497,68,56,12
Muscatine,59590,5212,4701,105,96,9
Lee,57381,4055,3707,56,43,13
Jasper,54924,4553,4117,72,67,5
Wapello,49961,4703,4177,122,118,4
Sioux,48133,5351,5069,74,71,3
Poweshiek,47720,1648,1522,36,33,3
Buena Vista,46750,4914,4205,40,36,4
Boone,46379,2873,2614,34,31,3
Marion,44913,3857,3564,76,65,11
Washington,44084,2735,2496,51,47,4
Winneshiek,41934,2053,1935,35,30,5
Bremer,41843,3015,2779,60,51,9
Plymouth,40267,4336,3929,81,73,8
Benton,39674,2745,2512,55,44,11
Carroll,38634,3082,2806,52,43,9
Henry,38435,3089,2882,37,36,1
Fayette,38160,1943,1813,43,38,5
Hardin,37373,2005,1809,44,34,10
Tama,34223,2241,2020,71,67,4
Buchanan,33240,2032,1874,33,27,6
Mahaska,33213,2432,2244,51,46,5
Cedar,33206,2004,1873,23,21,2
Clay,32443,2275,2127,27,22,5
Iowa,31208,1562,1465,24,22,2
Delaware,30949,2155,2048,41,37,4
Butler,30855,1753,1610,35,31,4
Crawford,29597,2924,2625,40,35,5
Dickinson,28924,2683,2439,44,38,6
Jones,28236,3135,2929,57,51,6
Kossuth,27625,2281,2099,65,56,9
O'Brien,27435,2150,1936,61,56,5
Jackson,27397,2383,2174,42,39,3
Floyd,27168,1803,1563,42,32,10
Clayton,26868,1802,1647,57,48,9
Hamilton,24395,2004,1752,51,46,5
Hancock,22952,1598,1443,34,27,7
Page,22641,2006,1907,22,20,2
Allamakee,22608,1581,1463,52,42,10
Harrison,22303,1935,1721,73,69,4
Madison,22253,1787,1603,19,15,4
Mills,22185,1799,1601,24,21,3
Jefferson,22108,1452,1297,35,29,6
Cherokee,22009,1695,1547,38,30,8
Sac,21761,1394,1285,20,19,1
Cass,21701,1477,1334,54,48,6
Wright,21663,1928,1807,40,33,7
Franklin,21252,1338,1166,23,21,2
Grundy,20147,1448,1332,33,27,6
Palo Alto,19853,1194,1101,23,22,1
Guthrie,19830,1312,1189,32,26,6
Calhoun,19546,1441,1368,13,12,1
Appanoose,19067,1470,1230,49,44,5
Mitchell,18937,1376,1231,42,39,3
Winnebago,18849,1552,1392,31,26,5
Monona,18823,888,800,31,29,2
Chickasaw,18590,1314,1228,16,14,2
Louisa,18327,1366,1234,49,42,7
Union,18238,1381,1252,35,27,8
Shelby,18150,1372,1273,37,33,4
Emmet,18002,1436,1297,40,38,2
Howard,17655,1092,1025,22,18,4
Lyon,17382,1595,1538,41,37,4
Keokuk,16473,1031,928,32,31,1
Humboldt,16077,1243,1164,26,23,3
Greene,15634,830,765,11,10,1
Montgomery,14993,1116,997,38,36,2
Pocahontas,14271,902,837,22,22,0
Clarke,14219,1072,977,24,22,2
Worth,14158,801,741,8,7,1
Audubon,13413,546,498,10,9,1
Ida,13131,1028,865,35,32,3
Adair,12733,993,835,32,22,10
Davis,11893,923,803,25,23,2
Decatur,10910,629,605,9,9,0
Ringgold,10529,578,539,24,18,6
Monroe,10266,1005,923,29,22,7
Lucas,10032,808,752,23,18,5
Osceola,9675,818,773,16,13,3
Taylor,9332,690,649,12,10,2
Van Buren,9010,589,542,18,15,3
Pending Investigation,8171,983,940,0,0,0
Fremont,7985,661,617,9,7,2
Wayne,7687,584,515,23,18,5
Adams,6090,356,337,4,4,0
