ADMIN_ADDRESS_COUNTY,RECIP_ID,First Dose Given (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),2-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),1-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd)
19153,555737,27928,256549,15110
19021,19158,1074,7178,3632
19027,21754,753,9798,1231
19049,95375,4603,44664,2810
19181,36620,1598,17031,1131
19013,148800,6070,68072,6384
19033,55204,2602,25208,2111
19169,106348,5026,49452,3193
19195,3565,63,1752,1
19083,14252,441,6193,1351
19189,8784,292,3981,513
19081,6894,126,3013,743
19155,101062,5469,44842,4982
19139,34683,1362,13999,5207
19009,4201,48,2026,101
19005,11856,400,5656,126
19099,30201,1059,14070,1208
19103,192300,6913,90571,4558
19017,27328,1007,12449,1429
19065,21785,604,10110,960
19061,127187,4090,60449,2393
19041,17449,663,8269,313
19063,10429,620,4637,408
19147,7064,202,3333,170
19193,98358,5581,44070,5058
19003,3632,85,1669,19
19173,4653,117,2238,32
19175,10639,489,4947,352
19067,14451,432,6394,1217
19035,10119,338,4701,372
19123,16293,660,7498,589
19183,15968,673,7344,594
19179,26874,1239,12237,1038
19073,9702,272,4417,525
19113,263599,10275,122517,9571
19019,13559,525,6338,367
19101,16705,771,7469,1003
19127,32624,1456,14046,3212
19109,12931,415,5976,524
19187,37949,1758,17259,1434
19037,6114,141,2810,362
19011,16165,495,7596,479
19141,11374,349,5314,393
19045,37415,1883,16874,1700
19131,9345,241,4444,191
19029,21734,599,10218,468
19135,7043,179,3231,369
19059,16310,662,7683,280
19159,4416,135,2109,6
19163,177448,8153,80694,6683
19125,29717,1126,12149,4142
19149,17912,575,7153,2995
19015,24001,719,11377,603
19091,8794,305,3950,436
19151,4101,111,1904,178
19055,10518,476,4628,822
19031,13085,324,6248,298
19167,23809,832,10091,2786
19143,3286,52,1518,199
19161,6670,141,3220,67
19069,7472,227,3483,271
19133,4629,124,2145,231
19075,10175,505,4579,506
19171,18114,679,8181,984
19137,7628,430,3285,603
19111,28046,1310,12171,2162
19197,11945,352,4906,1801
19047,14551,583,6167,1608
19077,9373,279,4376,318
19093,3851,125,1600,530
19051,8490,240,3252,1692
19025,8527,105,4091,208
19145,15292,804,6802,855
19057,39695,2188,18341,769
19007,9483,432,4226,509
19157,19418,646,9203,464
19191,18259,731,8247,1070
19023,7962,107,3823,193
19087,17565,717,7381,2038
19053,6186,208,2873,136
19097,16972,509,8088,303
19001,4880,164,2209,344
19079,14869,354,6968,418
19095,12303,233,5699,652
19119,6261,148,2998,107
19043,12964,274,5988,669
19117,7582,213,3418,441
19039,10351,410,4271,1387
19107,3382,66,1609,100
19165,12206,356,5821,173
19185,6552,200,2918,406
19115,8170,176,3219,1562
19121,14504,391,6927,182
19177,3044,71,1420,131
19085,7263,366,3306,270
,10381,240,5210,1
19105,13870,394,6222,989
19129,12580,604,5887,170
19089,4759,201,2178,220
19071,3413,101,1607,98
