County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,561014,57155,46501,537,478,59
Linn,241546,20433,17796,305,278,27
Black Hawk,179566,16117,13845,284,267,17
Johnson,175597,13667,12215,72,67,5
Scott,173699,18114,15709,200,187,13
Dubuque,156149,13376,11482,191,178,13
Story,135035,10050,8780,45,39,6
Woodbury,120871,14796,12968,210,194,16
Dallas,106234,11125,9037,88,77,11
Pottawattamie,100465,10647,9067,140,125,15
Marshall,68350,4922,4259,70,63,7
Cerro Gordo,65018,5296,4676,79,67,12
Warren,61661,5468,4554,69,64,5
Webster,59117,5139,4660,85,71,14
Clinton,51308,5355,4533,82,73,9
Des Moines,46042,4510,3908,56,49,7
Lee,45042,3708,3223,51,38,13
Muscatine,44939,4437,3873,88,79,9
Jasper,41922,4029,3308,65,61,4
Buena Vista,38767,4679,3935,36,33,3
Wapello,38494,4206,3474,105,102,3
Boone,37274,2566,2208,30,28,2
Sioux,36077,4894,4534,67,64,3
Washington,34443,2529,2203,43,40,3
Marion,34030,3545,3076,66,58,8
Poweshiek,33327,1529,1337,29,27,2
Plymouth,32499,3910,3464,77,69,8
Bremer,30898,2751,2450,53,47,6
Carroll,30785,2835,2543,47,39,8
Henry,30707,2920,2657,35,35,0
Benton,30294,2471,2084,54,44,10
Winneshiek,29704,1852,1586,26,22,4
Fayette,29016,1835,1635,32,29,3
Hardin,28538,1784,1549,35,31,4
Tama,27350,2104,1850,64,62,2
Mahaska,25247,2219,1942,44,39,5
Cedar,25044,1733,1536,22,21,1
Buchanan,24903,1825,1597,27,24,3
Clay,24720,1923,1708,25,20,5
Iowa,24607,1425,1264,23,21,2
Butler,24310,1655,1490,31,28,3
Crawford,22823,2700,2316,35,31,4
Delaware,22568,1884,1732,38,33,5
Dickinson,21670,2147,1857,38,32,6
Floyd,21557,1619,1380,38,30,8
Jones,21523,2926,2698,54,50,4
Jackson,21416,2193,1924,37,34,3
O'Brien,21214,1915,1663,58,54,4
Kossuth,21185,2056,1788,54,47,7
Clayton,20542,1674,1495,53,45,8
Hamilton,20292,1907,1589,40,39,1
Mills,18692,1613,1368,20,17,3
Wright,18345,1784,1652,31,26,5
Hancock,17917,1460,1297,28,23,5
Allamakee,17627,1431,1275,41,35,6
Cass,17617,1312,1104,48,45,3
Harrison,17320,1775,1520,68,64,4
Cherokee,17136,1529,1368,35,29,6
Jefferson,17106,1371,1207,32,27,5
Franklin,17030,1179,1017,19,18,1
Page,16979,1784,1633,19,18,1
Madison,16599,1516,1238,17,13,4
Sac,16523,1230,1107,17,17,0
Grundy,16077,1372,1204,30,25,5
Calhoun,15542,1323,1227,10,10,0
Palo Alto,15312,1039,911,21,19,2
Monona,15207,812,698,25,24,1
Appanoose,15042,1359,1090,47,43,4
Guthrie,14989,1154,1021,28,23,5
Chickasaw,14884,1244,1132,13,12,1
Mitchell,14872,1298,1142,40,38,2
Winnebago,14686,1363,1195,30,25,5
Louisa,14623,1267,1130,41,34,7
Union,14514,1254,1096,31,26,5
Emmet,13836,1203,1067,39,37,2
Howard,13795,1018,840,21,17,4
Shelby,13619,1193,1041,32,29,3
Pending Investigation,13221,918,795,0,0,0
Humboldt,13082,1166,1047,23,20,3
Keokuk,12887,968,845,29,29,0
Greene,12686,763,692,10,10,0
Lyon,12550,1444,1347,41,37,4
Montgomery,11935,1035,866,36,34,2
Clarke,11324,983,797,20,20,0
Pocahontas,11169,848,767,19,19,0
Worth,10567,687,619,4,3,1
Adair,10474,907,671,26,20,6
Ida,9960,906,728,32,30,2
Audubon,9834,482,412,9,8,1
Davis,9026,819,688,23,22,1
Decatur,8394,565,500,9,9,0
Ringgold,8350,513,455,16,15,1
Monroe,8117,917,802,27,21,6
Lucas,7833,724,649,21,17,4
Van Buren,7109,560,490,17,14,3
Taylor,7047,661,597,11,9,2
Osceola,6654,691,636,14,12,2
Fremont,6266,581,526,9,7,2
Wayne,4928,482,401,21,17,4
Adams,4406,325,299,3,3,0
