ADMIN_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19163,140293,10041,62233,4490
19189,7495,336,3361,415
,8442,250,4254,0
19113,206173,20176,90126,7069
19159,3878,186,1825,1
19153,408003,51036,174451,8032
19081,5991,388,2513,576
19103,157659,12107,71357,3250
19005,10561,581,4963,58
19123,13227,1163,5855,304
19169,80246,12647,33356,1795
19175,8569,634,3939,164
19187,30715,2513,13532,912
19069,6605,288,3056,197
19013,120446,8129,53543,4940
19099,23506,2544,10290,576
19053,5561,260,2557,105
19033,44801,3282,20100,1253
19171,14404,1388,6070,944
19135,5939,242,2729,212
19173,4238,169,2019,4
19023,7350,449,3390,113
19125,25087,1478,9858,3758
19083,12204,599,5184,1195
19139,27092,2365,10218,4171
19183,12648,1187,5521,403
19109,11098,557,5055,380
19029,19589,592,9255,287
19003,3369,134,1535,1
19027,17842,1379,7743,865
19077,7787,627,3482,192
19117,6396,448,2771,330
19121,12320,1059,5562,110
19063,9376,703,4132,309
19167,20104,1194,8236,2423
19165,10694,395,5092,66
19039,8687,482,3453,1300
19155,79843,7279,33574,4464
19049,68922,9312,29622,1594
19179,21370,1466,9673,457
19043,12054,471,5476,604
19041,15051,615,7187,101
19193,78930,4770,35260,4045
19019,11450,531,5352,214
19157,15896,1236,7264,187
19057,32155,2392,14578,589
19025,7856,523,3592,130
19061,107599,6097,50113,1463
19071,3098,133,1445,73
19185,6053,262,2682,338
19105,10952,1260,4507,631
19131,8145,415,3817,82
19111,22048,1632,9454,1245
19051,7668,236,2900,1607
19147,6302,251,2958,99
19091,7781,354,3481,324
19107,3014,171,1371,100
19067,11912,833,5144,780
19181,29838,3106,13163,617
19197,9989,455,4017,1520
19085,6435,600,2814,202
19149,15526,516,6083,2806
19161,6284,308,2967,28
19151,3510,265,1556,130
19059,13918,701,6522,158
19191,14074,1307,6003,730
19073,8514,382,3826,408
19133,3742,360,1645,105
19007,8322,414,3700,420
19045,28199,2959,12023,1113
19001,4302,213,1932,288
19141,9682,479,4474,245
19021,15111,824,5513,3168
19101,13486,1000,5837,803
19143,2889,136,1312,129
19011,13854,878,6298,377
19127,23750,3459,8909,2547
19015,19611,1611,8860,349
19047,12244,531,5110,1467
19095,10833,599,4867,489
19075,8451,614,3803,225
19129,9904,761,4515,97
19065,19449,951,8816,843
19055,8686,636,3705,656
19017,22704,1597,10056,1022
19145,12649,1234,5381,627
19079,12766,766,5762,340
19031,11434,643,5294,224
19035,8657,431,4015,190
19093,3390,177,1381,452
19195,3116,227,1446,0
19089,3843,331,1710,106
19115,7426,325,2816,1493
19087,13602,1479,5477,1119
19137,6314,424,2673,515
19009,3854,126,1815,101
19177,2816,171,1280,84
19119,5607,365,2610,27
19097,14382,927,6660,146
19037,5456,297,2433,298
