RECIP_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19153,245293,232508,12785
19161,4075,3740,335
19027,10017,9020,997
19013,60986,55648,5338
19017,11972,10934,1038
19019,8870,8246,624
19195,3008,2827,181
19033,20714,19051,1663
19081,4206,3752,454
19169,48984,46289,2695
19139,19772,15886,3886
19165,5419,5199,220
19009,2658,2509,149
19191,10112,9236,876
19103,87213,82467,4746
19065,8518,7950,568
19061,50266,48548,1718
19147,3608,3389,219
19183,9815,9121,694
19193,40256,35771,4485
19003,1523,1464,59
19173,2267,2195,72
19041,6700,6314,386
19125,13504,11385,2119
19123,7372,6585,787
19157,8624,8176,448
19099,16785,15224,1561
19073,4070,3561,509
19113,117885,109621,8264
19171,7984,7143,841
19109,6389,5841,548
19187,15958,14603,1355
19011,11574,10682,892
19045,18866,17447,1419
19067,6525,6013,512
19189,4387,3811,576
19131,4131,3934,197
19029,5983,5632,351
19135,2838,2522,316
19049,47043,44706,2337
19127,19184,16616,2568
19063,3730,3419,311
19159,2035,1996,39
19115,4336,3311,1025
19163,71118,65940,5178
19149,10323,8243,2080
19059,8074,7810,264
19093,2637,2240,397
19015,13380,12650,730
19141,5611,5097,514
19075,6012,5546,466
19091,3782,3429,353
19151,2790,2579,211
19055,7235,6400,835
19101,6932,6225,707
19005,5259,5040,219
19181,23508,22206,1302
19025,4590,4257,333
19083,7462,6551,911
19069,4217,3851,366
19023,6772,6346,426
19133,3622,3401,221
19085,5327,4977,350
19137,4289,3765,524
19111,12660,11153,1507
19197,5718,4818,900
19179,13129,10794,2335
19121,6834,6510,324
19143,2220,2011,209
19051,2579,2423,156
19047,6864,5552,1312
19145,6244,5712,532
19043,6878,6309,569
19057,14859,13981,878
19007,4540,4127,413
19107,3728,3430,298
19077,4996,4665,331
19129,5807,5532,275
19021,9383,6410,2973
19087,8275,6729,1546
19079,7334,6666,668
19035,4805,4446,359
19001,2874,2557,317
19037,5136,4457,679
19095,8044,7360,684
19167,11458,9809,1649
19089,3672,3212,460
19119,3411,3241,170
19185,2129,1963,166
19039,3869,3169,700
19097,8267,7895,372
19155,36774,34666,2108
19117,3082,2698,384
19031,8878,8218,660
19175,4889,4633,256
19071,2528,2330,198
19053,2445,2219,226
19177,2251,2053,198
19105,9857,8843,1014
,44,38,6
