County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,629681,60803,50867,579,515,64
Linn,266341,21075,19035,324,291,33
Black Hawk,198273,16593,14575,300,279,21
Johnson,192886,14234,12964,78,73,5
Scott,190693,19098,16897,225,206,19
Dubuque,172983,13847,12157,200,186,14
Story,149741,10642,9452,46,40,6
Woodbury,133548,15636,13512,217,199,18
Dallas,117934,11844,10003,94,83,11
Pottawattamie,109775,11214,9652,152,134,18
Marshall,75882,5078,4541,74,66,8
Cerro Gordo,70823,5452,4884,85,71,14
Warren,69653,5806,4995,80,71,9
Webster,64373,5296,4835,88,74,14
Clinton,57103,5605,4906,87,76,11
Des Moines,51928,4672,4207,63,53,10
Lee,50193,3864,3565,55,42,13
Muscatine,49881,4710,4114,95,86,9
Jasper,47400,4326,3796,69,64,5
Wapello,43367,4546,3879,116,112,4
Buena Vista,42064,4815,4061,39,35,4
Boone,41017,2684,2382,30,28,2
Sioux,40475,5099,4697,69,66,3
Marion,38654,3693,3330,74,64,10
Poweshiek,38625,1580,1445,32,29,3
Washington,37840,2598,2347,49,45,4
Bremer,35738,2883,2602,57,48,9
Plymouth,35154,4108,3578,79,71,8
Winneshiek,35002,1957,1784,31,26,5
Benton,34353,2613,2317,54,44,10
Henry,33714,2961,2757,37,36,1
Carroll,33665,2928,2611,49,42,7
Fayette,32529,1889,1732,38,33,5
Hardin,31771,1872,1649,40,33,7
Tama,30363,2172,1937,68,65,3
Mahaska,28569,2291,2080,49,44,5
Buchanan,28236,1926,1722,30,26,4
Cedar,28121,1850,1669,23,21,2
Butler,27511,1695,1540,32,28,4
Iowa,27385,1493,1362,23,21,2
Clay,27271,2094,1808,25,20,5
Crawford,25646,2821,2479,36,31,5
Delaware,25111,1968,1807,39,35,4
Dickinson,23983,2387,1975,41,35,6
O'Brien,23886,2057,1737,58,54,4
Kossuth,23855,2173,1919,58,51,7
Jones,23820,2993,2790,55,51,4
Jackson,23624,2264,2055,41,38,3
Floyd,23464,1676,1428,41,31,10
Clayton,22949,1702,1550,55,46,9
Hamilton,21967,1942,1693,45,42,3
Mills,19953,1699,1458,20,17,3
Allamakee,19700,1531,1357,49,39,10
Page,19660,1906,1776,19,18,1
Harrison,19616,1834,1595,71,67,4
Hancock,19606,1497,1340,33,27,6
Wright,19587,1829,1703,34,27,7
Cass,19385,1395,1215,52,47,5
Cherokee,19377,1634,1402,37,29,8
Jefferson,18968,1410,1255,35,29,6
Madison,18944,1631,1418,19,15,4
Franklin,18326,1205,1063,21,19,2
Sac,18325,1304,1161,18,18,0
Grundy,17999,1410,1284,31,26,5
Calhoun,17105,1371,1274,11,11,0
Guthrie,16860,1213,1067,28,23,5
Monona,16827,842,737,30,28,2
Palo Alto,16815,1100,980,22,20,2
Appanoose,16507,1414,1180,47,43,4
Mitchell,16287,1345,1166,41,38,3
Winnebago,16180,1430,1259,31,26,5
Chickasaw,16144,1269,1175,15,13,2
Louisa,16043,1304,1181,48,41,7
Union,15820,1289,1162,31,26,5
Howard,15723,1059,967,22,18,4
Shelby,15474,1278,1109,34,31,3
Emmet,15332,1279,1098,40,38,2
Keokuk,14520,1001,888,30,30,0
Humboldt,14423,1219,1101,26,23,3
Lyon,14207,1496,1415,41,37,4
Greene,13773,800,714,10,10,0
Montgomery,13214,1055,929,36,34,2
Clarke,12467,1029,921,23,22,1
Pending Investigation,12108,1024,925,0,0,0
Pocahontas,12037,871,791,19,19,0
Worth,11681,716,651,8,7,1
Adair,11540,954,778,31,22,9
Ida,11360,980,769,32,30,2
Audubon,11075,500,455,9,8,1
Davis,10167,854,733,24,23,1
Decatur,9608,594,558,9,9,0
Ringgold,9052,540,485,22,18,4
Monroe,9028,955,863,28,21,7
Lucas,8613,776,680,22,18,4
Taylor,7881,668,627,12,10,2
Van Buren,7818,567,520,18,15,3
Osceola,7717,733,665,16,13,3
Fremont,6750,609,541,10,8,2
Wayne,6070,548,428,23,18,5
Adams,5064,326,315,4,4,0
