County,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,225279,43325,37132,424,383,41
Linn,97369,17175,15374,264,244,20
Scott,71880,14799,12791,154,146,8
Johnson,66368,11542,10240,49,45,4
Black Hawk,58409,13173,11719,224,211,13
Woodbury,50649,12634,11320,173,160,13
Dubuque,48696,10963,9856,140,132,8
Story,46668,8310,7428,32,28,4
Dallas,44490,8357,7067,66,56,10
Pottawattamie,40374,8629,7371,104,93,11
Warren,22890,4062,3257,37,35,2
Cerro Gordo,20242,4480,3958,64,53,11
Webster,18814,4563,4014,67,60,7
Clinton,18253,4316,3714,61,55,6
Muscatine,17932,3703,3215,75,68,7
Des Moines,17651,3671,3228,38,35,3
Marshall,17306,4167,3781,59,55,4
Jasper,14804,3013,2497,55,53,2
Wapello,14005,3257,2762,93,91,2
Sioux,13539,4443,4012,48,47,1
Lee,13251,3019,2526,28,23,5
Buena Vista,13048,3827,3343,27,24,3
Marion,12800,2887,2283,51,44,7
Plymouth,11473,3432,3070,65,59,6
Boone,11193,2054,1627,15,13,2
Benton,10515,2041,1849,41,37,4
Washington,9861,2032,1602,29,28,1
Carroll,9771,2465,2141,32,26,6
Pending Investigation,9740,829,398,0,0,0
Bremer,9686,2331,2128,47,44,3
Henry,9344,2552,2282,29,29,0
Dickinson,8851,1777,1568,21,19,2
Mahaska,8657,1826,1415,35,32,3
Jones,8322,2647,2454,49,48,1
Winneshiek,8150,1440,1180,19,17,2
Buchanan,7810,1514,1314,19,18,1
Crawford,7557,2218,1909,22,19,3
Fayette,7543,1496,1174,22,20,2
Cedar,7480,1443,1228,19,18,1
Jackson,7468,1837,1646,31,30,1
Tama,7097,1817,1583,57,55,2
Poweshiek,7036,1262,1088,24,22,2
Clay,7017,1609,1386,17,13,4
Hardin,6967,1500,1318,29,26,3
Wright,6902,1581,1397,22,20,2
Iowa,6734,1182,1038,22,21,1
Delaware,6693,1678,1523,35,31,4
Mills,6692,1322,1177,15,14,1
Kossuth,6485,1614,1400,35,34,1
Floyd,6448,1334,1169,36,28,8
Hamilton,6303,1533,1291,26,26,0
Jefferson,6285,1130,840,23,21,2
Madison,6133,1070,825,9,8,1
Clayton,5813,1462,1241,47,40,7
Butler,5779,1377,1146,23,20,3
O'Brien,5665,1647,1447,54,50,4
Union,5623,1053,924,19,19,0
Harrison,5494,1492,1208,59,56,3
Cass,5266,1089,883,40,38,2
Page,5150,1404,1282,14,13,1
Winnebago,5103,1143,1005,29,24,5
Cherokee,5053,1316,1075,25,23,2
Allamakee,5019,1228,988,26,22,4
Hancock,4938,1239,994,24,19,5
Appanoose,4935,1029,868,37,37,0
Grundy,4774,1152,936,21,16,5
Guthrie,4743,993,836,23,18,5
Mitchell,4741,1105,892,33,33,0
Calhoun,4633,1202,1124,9,9,0
Louisa,4576,1116,937,26,22,4
Sac,4526,1074,961,14,14,0
Chickasaw,4453,1076,960,11,10,1
Shelby,4375,981,838,26,26,0
Franklin,4287,971,799,17,16,1
Emmet,4248,1057,871,29,28,1
Humboldt,4017,1012,850,18,15,3
Clarke,3890,734,543,7,7,0
Lyon,3868,1296,1136,30,27,3
Palo Alto,3791,863,741,9,9,0
Howard,3632,780,606,18,14,4
Montgomery,3591,803,598,22,21,1
Greene,3549,665,581,7,7,0
Keokuk,3411,823,723,25,25,0
Lucas,3140,626,388,8,8,0
Monona,3124,577,497,16,15,1
Worth,3069,564,428,3,2,1
Pocahontas,3046,760,631,11,11,0
Adair,3013,646,498,18,14,4
Decatur,2826,459,372,4,4,0
Monroe,2760,744,495,18,16,2
Ida,2707,718,624,30,29,1
Davis,2663,668,562,20,19,1
Van Buren,2248,476,413,12,11,1
Fremont,2241,480,425,5,3,2
Taylor,2159,571,494,9,7,2
Audubon,2108,395,323,8,8,0
Osceola,2062,625,588,9,7,2
Ringgold,1982,393,311,9,8,1
Wayne,1875,408,328,21,17,4
Adams,1313,281,210,3,3,0
