RECIP_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19177,4296,130,1992,182
19127,34563,2226,15004,2329
19169,93805,5771,42765,2504
19197,10302,456,4489,868
19153,464721,31171,211015,11525
19113,221756,11278,101401,7676
19145,11922,555,5463,441
19023,13009,407,6108,386
19013,114164,5459,51847,5008
19061,97209,3498,46060,1590
19161,7749,190,3629,301
19027,18748,667,8558,965
19095,15112,671,6913,616
19117,5686,228,2549,360
19155,69431,4141,31641,2013
19011,21832,831,10084,832
19163,133573,7778,60533,4731
19187,30091,1359,13818,1096
19087,14785,576,6410,1392
19193,74953,3860,33429,4233
19141,10573,350,4875,473
19065,16309,616,7587,519
19123,13800,542,6267,724
19049,88783,5360,40631,2160
19103,167305,7627,77630,4413
19007,8564,386,3898,382
19105,18286,688,8342,915
19101,12955,745,5772,666
19045,35289,1772,16122,1273
19043,13130,321,6133,543
19149,18212,771,7723,1995
19057,28375,1640,12978,779
19147,6983,224,3277,205
19005,10295,390,4850,205
19181,44763,2579,20513,1158
19121,13103,574,6119,291
19033,39098,1793,17919,1467
19183,18655,860,8583,629
19185,4016,217,1820,159
19077,9438,514,4311,302
19099,31215,1540,14123,1432
19059,15847,568,7522,235
19029,11474,378,5383,330
19017,22545,1005,10283,974
19055,13455,419,6124,789
19129,10829,611,4979,260
19125,24480,999,10713,2056
19111,23218,1099,10380,1359
19039,6843,371,2899,674
19191,19024,702,8748,827
19015,25338,1370,11650,667
19085,10355,451,4791,322
19081,7840,226,3594,426
19157,16580,660,7750,421
19175,9445,409,4399,239
19031,16754,681,7723,627
19119,6647,134,3179,155
19189,8112,314,3625,548
19035,9222,286,4300,336
19047,12158,447,5219,1273
19097,15917,514,7531,341
19075,11523,424,5340,420
19167,21040,653,9403,1581
19165,10514,281,5019,195
19083,13816,460,6250,856
19069,7937,310,3648,331
19171,14922,654,6753,762
19025,8779,252,4121,284
19133,6956,249,3258,191
19151,5268,209,2431,197
19019,16839,673,7801,563
19109,12067,520,5517,514
19131,7948,221,3779,169
19003,2957,115,1397,48
19179,23325,1045,10114,2052
19139,34786,1776,14688,3634
19137,7967,339,3560,508
19091,7162,239,3290,343
19021,15355,714,5969,2703
19089,6823,240,3080,423
19173,4430,137,2117,59
19053,4631,190,2109,222
19073,7420,436,3254,476
19115,7501,300,3111,979
19037,9465,291,4269,636
19107,7055,239,3269,278
19195,5732,182,2692,166
19009,5057,167,2376,138
19067,12407,475,5739,454
19041,12844,524,5991,338
19063,7265,416,3283,283
19079,13752,525,6292,643
19093,4805,141,2143,378
19135,5279,208,2390,291
19051,4919,233,2273,140
19001,5344,289,2378,298
19071,4791,176,2216,183
19159,3978,121,1910,37
19143,4183,117,1937,192
,83,5,36,6
