County,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,250599,50269,45746,533,475,58
Linn,107103,19150,17593,305,278,27
Scott,78691,16802,15489,197,185,12
Johnson,72954,12867,12065,72,67,5
Black Hawk,65232,14722,13671,279,263,16
Woodbury,54655,13517,12894,208,193,15
Dubuque,52950,12155,11297,190,177,13
Story,52162,9327,8687,44,38,6
Dallas,49310,9857,8917,87,76,11
Pottawattamie,43785,9632,8960,140,125,15
Warren,25502,4969,4452,69,64,5
Cerro Gordo,22796,4933,4629,79,67,12
Clinton,20393,4885,4468,81,73,8
Webster,20127,4864,4644,84,71,13
Muscatine,19621,4118,3838,87,78,9
Marshall,19600,4554,4235,70,63,7
Des Moines,19493,4175,3828,55,48,7
Jasper,16585,3647,3215,65,61,4
Wapello,16475,3840,3422,105,102,3
Lee,14660,3472,3169,51,38,13
Sioux,14648,4708,4513,67,64,3
Marion,14454,3329,3030,66,58,8
Buena Vista,13907,4047,3922,36,33,3
Boone,12624,2368,2181,30,28,2
Plymouth,12343,3621,3447,77,69,8
Benton,11587,2304,2050,54,44,10
Bremer,11216,2622,2426,53,47,6
Washington,10934,2356,2170,43,40,3
Carroll,10582,2632,2527,47,39,8
Henry,10152,2770,2627,35,35,0
Mahaska,9624,2116,1912,44,39,5
Dickinson,9530,1980,1844,38,32,6
Winneshiek,9252,1765,1560,26,22,4
Jones,9153,2831,2678,54,50,4
Buchanan,8635,1726,1586,27,24,3
Fayette,8475,1751,1611,32,29,3
Jackson,8315,2073,1908,37,34,3
Cedar,8315,1639,1522,22,21,1
Crawford,8208,2460,2292,35,31,4
Poweshiek,8139,1454,1322,29,27,2
Tama,7856,1981,1834,64,62,2
Hardin,7708,1655,1533,35,31,4
Clay,7684,1816,1677,25,20,5
Iowa,7471,1357,1247,23,21,2
Wright,7466,1711,1633,31,26,5
Delaware,7298,1839,1705,38,33,5
Kossuth,7244,1933,1757,54,47,7
Mills,7174,1459,1359,20,17,3
Floyd,7150,1462,1364,38,30,8
Jefferson,7133,1266,1197,32,27,5
Hamilton,7016,1712,1575,40,39,1
Madison,7011,1373,1210,17,13,4
Pending Investigation,6703,894,744,0,0,0
Butler,6514,1565,1470,30,27,3
Clayton,6433,1587,1488,53,45,8
O'Brien,6152,1771,1654,58,54,4
Union,6105,1169,1076,31,26,5
Harrison,6007,1650,1507,68,64,4
Cass,5832,1239,1099,47,45,2
Page,5809,1643,1529,17,16,1
Winnebago,5679,1274,1174,30,25,5
Cherokee,5571,1430,1360,35,29,6
Allamakee,5556,1382,1262,41,35,6
Hancock,5545,1360,1282,28,23,5
Appanoose,5541,1198,1072,47,43,4
Grundy,5347,1289,1198,30,25,5
Guthrie,5159,1072,1013,28,23,5
Mitchell,5108,1187,1137,40,38,2
Chickasaw,5047,1177,1129,13,12,1
Louisa,5023,1196,1119,41,34,7
Calhoun,4932,1270,1221,10,10,0
Shelby,4924,1131,1006,32,29,3
Sac,4914,1157,1098,17,17,0
Franklin,4835,1081,1010,19,18,1
Emmet,4642,1134,1066,39,37,2
Clarke,4470,913,783,20,20,0
Humboldt,4399,1115,1035,23,20,3
Lyon,4259,1430,1339,41,37,4
Howard,4153,966,829,20,16,4
Palo Alto,4148,985,902,20,18,2
Montgomery,4107,954,845,36,34,2
Keokuk,3824,901,834,29,29,0
Greene,3813,722,690,10,10,0
Lucas,3494,691,642,19,16,3
Monona,3472,753,683,25,24,1
Worth,3434,648,614,4,3,1
Adair,3321,782,670,26,20,6
Decatur,3252,544,496,9,9,0
Pocahontas,3232,804,761,18,18,0
Monroe,3123,873,797,27,21,6
Davis,3107,746,679,23,22,1
Ida,3020,801,718,32,30,2
Van Buren,2525,533,485,17,14,3
Fremont,2457,542,518,9,7,2
Audubon,2404,463,406,9,8,1
Taylor,2350,628,591,11,9,2
Osceola,2233,663,633,14,12,2
Ringgold,2210,493,446,16,15,1
Wayne,2032,440,398,21,17,4
Adams,1457,317,295,3,3,0
