Race,* Race Percent Vaccinated,Race
American Indian or Alaska Native,0.18628370457209848,American Indian or Alaska Native
Asian,0.39646215480450316,Asian
Black,0.22010069864564225,Black
Native Hawaiian or Other Pacific Islander,0.3798917568692756,Native Hawaiian or Other Pacific Islander
Other Race,0.5677684081289781,Other Race
White,0.4366953705387747,White
