County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,741980,65569,57121,638,560,78
Linn,312109,22582,20588,339,303,36
Scott,230276,21725,19867,246,222,24
Black Hawk,226873,17559,15536,312,288,24
Johnson,224983,15485,14413,85,77,8
Dubuque,204509,14806,13171,211,195,16
Story,169854,11469,10578,48,42,6
Woodbury,154891,16534,14939,230,211,19
Dallas,135756,12631,11096,99,85,14
Pottawattamie,126472,12342,10985,173,150,23
Marshall,86587,5234,4764,76,68,8
Warren,82987,6339,5695,91,81,10
Cerro Gordo,82878,5974,5326,93,78,15
Webster,72468,5436,5034,94,79,15
Clinton,68858,6092,5476,93,79,14
Des Moines,60910,5038,4535,70,58,12
Muscatine,59912,5218,4718,106,97,9
Lee,57769,4058,3718,56,43,13
Jasper,55141,4558,4122,72,67,5
Wapello,50206,4704,4184,122,118,4
Sioux,48270,5348,5078,74,71,3
Poweshiek,47842,1648,1522,36,33,3
Buena Vista,46932,4916,4207,40,36,4
Boone,46530,2869,2624,34,31,3
Marion,45113,3863,3574,76,65,11
Washington,44235,2741,2498,51,47,4
Winneshiek,42086,2056,1934,35,30,5
Bremer,42026,3010,2790,60,51,9
Plymouth,40409,4335,3933,81,73,8
Benton,39872,2750,2512,55,44,11
Carroll,38781,3078,2812,52,43,9
Henry,38613,3093,2888,37,36,1
Fayette,38298,1949,1815,43,38,5
Hardin,37513,2006,1817,44,34,10
Tama,34451,2245,2026,71,67,4
Buchanan,33483,2043,1878,33,27,6
Cedar,33390,2011,1877,23,21,2
Mahaska,33347,2432,2251,51,46,5
Clay,32589,2274,2132,27,22,5
Iowa,31364,1560,1470,24,22,2
Butler,31038,1753,1613,35,31,4
Delaware,31016,2154,2052,43,38,5
Crawford,29761,2923,2626,40,35,5
Dickinson,29029,2686,2445,44,38,6
Jones,28377,3135,2936,57,51,6
Kossuth,27786,2282,2100,66,57,9
Jackson,27509,2389,2183,42,39,3
O'Brien,27488,2152,1935,61,56,5
Floyd,27325,1812,1573,42,32,10
Clayton,27034,1797,1649,57,48,9
Hamilton,24488,2005,1758,51,46,5
Hancock,23114,1601,1452,34,27,7
Page,22724,2012,1911,22,20,2
Allamakee,22695,1585,1463,52,42,10
Harrison,22422,1934,1723,73,69,4
Madison,22344,1789,1611,19,15,4
Mills,22254,1801,1605,24,21,3
Jefferson,22240,1457,1299,35,29,6
Cherokee,22104,1694,1550,38,30,8
Sac,21817,1392,1288,20,19,1
Cass,21759,1476,1342,55,49,6
Wright,21729,1930,1813,40,33,7
Franklin,21501,1341,1179,23,21,2
Grundy,20223,1451,1334,33,27,6
Palo Alto,19925,1195,1104,23,22,1
Guthrie,19887,1315,1194,32,26,6
Calhoun,19641,1442,1372,13,12,1
Appanoose,19163,1468,1231,49,44,5
Mitchell,19066,1376,1232,43,40,3
Winnebago,18945,1556,1395,31,26,5
Monona,18868,889,800,31,29,2
Chickasaw,18670,1314,1229,17,14,3
Louisa,18453,1363,1235,49,42,7
Union,18361,1381,1253,35,27,8
Shelby,18215,1377,1280,37,33,4
Emmet,18073,1437,1297,41,39,2
Howard,17757,1100,1023,22,18,4
Lyon,17435,1594,1544,41,37,4
Keokuk,16534,1032,932,32,31,1
Humboldt,16131,1244,1166,26,23,3
Greene,15691,829,766,11,10,1
Montgomery,15025,1116,997,38,36,2
Pocahontas,14341,903,837,22,22,0
Clarke,14293,1070,979,24,22,2
Worth,14234,802,745,8,7,1
Audubon,13526,547,499,10,9,1
Ida,13167,1028,867,35,32,3
Adair,12757,993,836,32,22,10
Davis,11947,925,809,25,23,2
Decatur,10958,631,605,9,9,0
Ringgold,10584,583,539,24,18,6
Monroe,10323,1007,923,30,22,8
Lucas,10089,807,753,23,18,5
Osceola,9726,816,775,16,13,3
Taylor,9415,689,651,12,10,2
Van Buren,9064,588,544,18,15,3
Pending Investigation,8067,978,939,0,0,0
Fremont,8006,661,617,9,7,2
Wayne,7744,584,516,23,18,5
Adams,6162,354,338,4,4,0
