Race,* Race Percent Vaccinated,Race
American Indian or Alaska Native,0.1794255568581477,American Indian or Alaska Native
Asian,0.38831892913610485,Asian
Black,0.21043675110261116,Black
Native Hawaiian or Other Pacific Islander,0.36344712739383847,Native Hawaiian or Other Pacific Islander
Other Race,0.5460405156537753,Other Race
White,0.4278054479063195,White
