Race,* Race Percent Vaccinated,Race
American Indian or Alaska Native,0.15609613130128958,American Indian or Alaska Native
Asian,0.34892235999001416,Asian
Black,0.1781351235314781,Black
Native Hawaiian or Other Pacific Islander,0.3164029975020816,Native Hawaiian or Other Pacific Islander
Other Race,0.48342541436464089,Other Race
White,0.40075548777928568,White
