ADMIN_ADDRESS_COUNTY,RECIP_ID,First Dose Given (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),2-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),1-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd)
19153,535136,22580,249615,13717
19021,18241,680,6930,3604
19027,20980,557,9552,1143
19049,91599,3423,43490,2580
19181,35668,1272,16747,1073
19013,143870,4669,66363,6274
19033,53226,2030,24548,2027
19169,103443,4323,48492,2944
19195,3494,48,1724,1
19083,13869,284,6089,1347
19189,8532,263,3871,511
19155,97485,4148,43739,4939
19139,33524,1112,13621,5051
19009,4138,37,2000,101
19005,11509,308,5537,119
19099,29368,773,13815,1171
19103,188070,5821,89124,4355
19017,26340,831,12106,1297
19065,21331,499,9939,942
19061,123702,3293,59172,2261
19041,16967,508,8102,312
19147,6917,176,3276,162
19193,94065,4339,42574,5003
19003,3578,72,1653,10
19173,4541,94,2197,24
19175,10232,357,4821,327
19067,13983,317,6259,1130
19063,10208,551,4575,387
19035,9766,233,4613,302
19123,15791,509,7322,589
19183,15397,547,7140,559
19179,25883,875,11947,994
19073,9504,206,4355,515
19113,255312,7702,119906,9056
19019,13012,361,6157,344
19101,16173,621,7282,995
19127,31265,1063,13668,2993
19109,12627,340,5874,503
19187,36664,1511,16748,1380
19037,6000,109,2774,351
19011,15727,364,7444,468
19045,36078,1656,16359,1627
19081,6774,78,2987,722
19131,9089,158,4368,173
19029,21292,485,10069,440
19135,6842,180,3161,307
19059,15841,540,7521,260
19159,4300,90,2073,6
19163,171848,6656,78770,6422
19125,28786,873,11861,4043
19149,17452,451,6984,2993
19015,23437,604,11153,583
19141,11076,271,5218,362
19091,8567,227,3889,411
19151,4001,71,1881,163
19055,10097,220,4565,783
19031,12807,250,6149,291
19167,23049,561,9883,2714
19143,3218,39,1498,185
19161,6598,93,3216,54
19069,7307,162,3438,261
19133,4515,89,2111,220
19075,9800,346,4505,434
19171,17841,545,8111,984
19137,7300,321,3185,586
19111,26911,949,11849,2029
19197,11584,292,4784,1743
19047,14032,389,6014,1592
19077,9148,203,4322,282
19093,3767,95,1582,511
19051,8286,186,3187,1673
19025,8478,88,4084,190
19145,14827,632,6656,853
19057,38050,1825,17721,731
19007,9193,304,4156,487
19157,18939,483,9053,443
19191,17670,539,8049,1063
19023,7888,88,3800,178
19087,16941,530,7195,1969
19001,4785,116,2190,337
19079,14530,260,6850,411
19095,12133,210,5637,629
19119,6122,115,2958,79
19043,12786,188,5942,669
19117,7425,159,3374,428
19039,9991,286,4163,1365
19107,3325,35,1596,100
19165,11857,281,5693,149
19185,6451,171,2889,394
19115,8066,141,3194,1546
19053,6068,177,2836,123
19177,3042,71,1420,129
19121,14172,288,6819,169
19085,7064,240,3277,257
,10376,243,5210,1
19105,13481,265,6116,936
19097,16506,365,7947,264
19129,12297,509,5802,155
19089,4589,130,2143,189
19071,3366,66,1601,98
